GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-2-1,10,8,5,1,-1,-3,48,41,33,,,,10.0,7.0,4.0,0,0,,0.0,8,,-1
2013-2-2,8,6,3,2,-0,-2,72,59,40,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2013-2-3,6,4,1,1,-1,-3,91,80,61,,,,4.0,1.3,0.0,20,10,,3.0,8,Rain,-1
2013-2-4,3,1,-1,1,0,-2,92,87,76,,,,0.1,0.0,0.1,37,28,,24.0,8,Rain-Snow,-1
2013-2-5,2,1,0,-0,-1,-1,88,87,87,,,,0.0,0.0,0.0,48,42,,43.0,8,Snow,-1
2013-2-6,6,4,1,-0,-2,-4,87,63,52,,,,10.0,6.0,0.1,48,27,,10.0,8,Snow,-1
2013-2-7,8,5,2,0,-1,-3,70,57,40,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-2-8,12,7,2,2,-5,-11,66,38,15,,,,10.0,7.0,4.0,15,8,,0.0,,,-1
2013-2-9,12,9,5,-1,-6,-13,40,28,13,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-2-10,10,7,4,0,-5,-7,47,34,18,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2013-2-11,10,7,4,2,-1,-3,54,44,27,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2013-2-12,11,8,4,2,-1,-4,55,48,40,,,,10.0,8.5,4.0,7,2,,0.0,,,-1
2013-2-13,12,8,5,-1,-3,-6,48,37,26,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-2-14,9,6,4,2,0,-2,91,68,42,,,,10.0,7.0,4.0,7,5,,1.0,8,,-1
2013-2-15,5,4,2,2,1,0,87,80,63,,,,10.0,4.5,0.1,4,4,,3.0,8,,-1
2013-2-16,7,4,2,4,2,0,91,84,72,,,,10.0,3.5,0.1,4,1,,1.0,8,,-1
2013-2-17,6,4,2,4,2,1,91,85,81,,,,4.0,2.0,0.1,4,1,,3.0,8,Rain,-1
2013-2-18,10,6,1,5,1,-3,81,66,55,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2013-2-19,10,6,2,3,1,-3,80,61,35,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2013-2-20,10,6,3,3,-0,-3,71,55,31,,,,10.0,7.0,4.0,4,1,,0.0,,Thunderstorm,-1
2013-2-21,9,6,2,2,-0,-2,92,69,35,,,,10.0,3.8,0.1,17,5,,3.0,8,Rain-Snow,-1
2013-2-22,3,1,-1,1,-1,-2,92,85,72,,,,4.0,1.0,0.1,13,10,,26.0,8,Snow-Hail,-1
2013-2-23,6,3,0,4,1,-1,88,81,70,,,,10.0,4.5,0.1,7,5,,0.0,8,,-1
2013-2-24,13,8,2,6,2,-3,81,63,45,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-2-25,11,8,5,3,2,0,72,55,34,,,,10.0,7.0,4.0,7,7,,0.0,,,-1
2013-2-26,8,8,7,2,0,-1,57,48,43,,,,10.0,5.5,4.0,26,16,,0.4,8,,-1
2013-2-27,3,2,1,2,1,-0,100,96,87,,,,10.0,4.5,0.1,37,27,,24.0,8,Rain-Snow-Thunderstorm,-1
2013-2-28,6,3,0,3,-0,-4,100,75,46,,,,10.0,6.0,0.1,11,6,,8.0,8,Snow,-1
