GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-10-1,23,18,14,16,13,12,87,73,62,,,,10.0,7.0,4.0,4,3,,1.0,,,-1
2011-10-2,24,20,16,16,14,11,83,72,62,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-10-3,22,19,16,18,15,10,83,76,58,,,,10.0,4.5,0.2,7,4,,0.0,8,,-1
2011-10-4,22,18,15,16,15,12,87,79,73,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2011-10-5,19,17,15,16,14,12,86,81,74,,,,10.0,4.5,0.2,7,3,,0.0,8,,-1
2011-10-6,18,16,13,13,11,7,95,70,51,,,,10.0,4.7,0.1,7,5,,1.0,8,Rain-Thunderstorm,-1
2011-10-7,19,16,12,11,8,6,58,53,48,,,,10.0,7.0,4.0,7,7,,9.0,,,-1
2011-10-8,21,16,12,11,8,5,64,51,34,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2011-10-9,22,17,12,12,8,4,62,48,35,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-10-10,23,18,14,8,7,6,51,40,25,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-10-11,23,18,14,9,8,4,48,42,32,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-10-12,24,19,14,11,8,5,54,44,26,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-10-13,22,18,13,8,6,3,50,40,34,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2011-10-14,21,16,12,9,5,1,52,39,31,,,,10.0,7.0,4.0,7,2,,5.0,,,-1
2011-10-15,21,16,12,7,3,-3,43,32,19,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-10-16,21,16,12,8,2,-5,48,31,16,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2011-10-17,21,17,13,6,2,-3,43,33,18,,,,10.0,6.0,4.0,7,6,,0.0,,,-1
2011-10-18,22,18,14,3,-0,-6,31,21,13,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-10-19,22,18,14,6,1,-8,39,25,10,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2011-10-20,18,15,12,5,4,2,50,38,33,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-10-21,20,16,12,8,7,4,61,48,36,,,,10.0,7.0,4.0,15,7,,0.0,,,-1
2011-10-22,13,11,9,7,6,5,84,68,52,,,,10.0,5.5,4.0,7,5,,6.0,8,Rain,-1
2011-10-23,12,11,10,9,7,5,84,72,63,,,,10.0,8.0,4.0,7,7,,10.0,8,Rain,-1
2011-10-24,17,12,8,8,6,4,69,54,36,,,,10.0,7.0,4.0,7,7,,0.0,,,-1
2011-10-25,17,12,8,3,1,-3,61,38,24,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2011-10-26,18,12,7,5,0,-3,50,39,29,,,,10.0,6.0,4.0,7,4,,0.0,,,-1
2011-10-27,20,15,10,7,3,-5,51,38,23,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2011-10-28,19,16,10,6,5,4,56,47,35,,,,10.0,8.0,4.0,4,2,,0.0,,,-1
2011-10-29,19,14,9,8,5,3,63,52,32,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2011-10-30,18,14,10,6,5,2,62,48,37,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-10-31,18,14,10,9,7,2,70,57,44,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
