GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-11-1,20,15,10,10,7,3,68,54,41,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-11-2,18,14,10,9,7,3,62,54,45,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-11-3,19,15,11,8,5,4,57,48,39,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-11-4,17,14,10,7,6,4,70,60,55,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2012-11-5,17,13,9,7,3,0,69,47,38,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-11-6,17,14,10,5,2,-1,55,43,27,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2012-11-7,18,14,10,7,2,-2,58,39,28,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2012-11-8,17,13,10,5,1,-4,51,35,26,,,,10.0,8.0,4.0,11,7,,0.0,,,-1
2012-11-9,17,12,8,7,3,0,61,52,47,,,,10.0,6.0,4.0,7,4,,0.0,,,-1
2012-11-10,15,13,8,6,5,2,63,53,42,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2012-11-11,16,14,9,8,6,4,70,60,48,,,,10.0,8.0,4.0,4,2,,0.0,,,-1
2012-11-12,11,10,8,8,5,3,77,72,61,,,,10.0,6.0,4.0,4,2,,0.0,,,-1
2012-11-13,15,12,8,8,5,2,70,58,49,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-11-14,17,12,8,3,1,-4,49,39,29,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2012-11-15,20,16,11,5,1,-2,45,33,27,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-11-16,18,14,10,5,2,-1,51,37,29,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-11-17,15,12,9,4,3,0,56,47,37,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-11-18,13,10,8,6,3,2,57,55,54,,,,10.0,6.0,4.0,7,7,,0.0,,,-1
2012-11-19,15,12,8,5,3,2,57,50,41,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-11-20,15,11,7,2,2,1,57,44,28,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-11-21,15,12,8,2,1,-1,57,42,32,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-11-22,16,12,7,3,0,-4,45,37,31,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-11-23,12,9,6,4,1,-2,57,52,47,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2012-11-24,11,8,5,0,-2,-4,56,45,35,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2012-11-25,12,9,5,-1,-3,-7,55,36,21,,,,10.0,7.0,4.0,15,8,,0.0,,,-1
2012-11-26,13,9,5,2,-1,-2,54,44,29,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-11-27,14,10,5,3,-1,-4,50,39,19,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-11-28,14,10,5,0,-2,-4,63,42,22,,,,10.0,8.0,4.0,7,5,,0.5,8,,-1
2012-11-29,5,4,4,3,1,-3,91,76,47,,,,10.0,4.7,0.1,4,4,,1.0,8,,-1
2012-11-30,11,8,5,-1,-4,-6,33,32,32,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
