GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-4-1,14,10,4,8,5,2,91,72,62,,,,10.0,7.0,4.0,15,11,,15.0,,,-1
2011-4-2,13,8,3,5,3,2,92,75,65,,,,10.0,6.0,4.0,7,3,,0.0,,,-1
2011-4-3,13,10,5,7,4,2,81,72,64,,,,10.0,7.0,4.0,7,3,,0.2,8,,-1
2011-4-4,9,7,5,5,4,3,100,82,72,,,,10.0,6.0,4.0,11,6,,11.0,8,Snow,-1
2011-4-5,11,8,4,4,2,0,91,68,50,,,,10.0,7.0,4.0,15,4,,0.0,8,,-1
2011-4-6,12,10,6,4,2,-1,81,54,40,,,,10.0,7.0,4.0,11,4,,0.0,,,-1
2011-4-7,16,11,11,5,4,2,46,43,40,,,,10.0,10.0,10.0,15,10,,0.0,,,-1
2011-4-8,17,16,9,5,2,0,42,36,25,,,,10.0,8.0,4.0,7,7,,0.0,,,-1
2011-4-9,16,15,10,7,5,3,51,48,43,,,,10.0,8.0,4.0,7,7,,0.0,8,,-1
2011-4-10,12,10,8,8,5,-1,100,80,40,,,,10.0,4.5,0.1,30,12,,23.0,8,Rain,-1
2011-4-11,15,11,8,10,9,8,100,81,68,,,,10.0,8.0,4.0,7,5,,0.8,8,Rain,-1
2011-4-12,16,12,8,12,9,7,85,76,68,,,,10.0,7.0,4.0,11,8,,1.0,,,-1
2011-4-13,18,18,16,12,12,12,69,63,57,,,,10.0,10.0,10.0,7,6,,0.0,,,-1
2011-4-14,19,16,12,12,10,6,58,57,55,,,,10.0,8.0,4.0,7,7,,0.0,,,-1
2011-4-15,20,17,12,12,10,8,87,67,49,,,,10.0,7.0,4.0,11,8,,4.0,8,Thunderstorm,-1
2011-4-16,15,12,10,13,11,9,100,88,74,,,,10.0,7.0,4.0,7,4,,13.0,8,Rain,-1
2011-4-17,11,10,8,10,8,4,100,92,69,,,,10.0,3.5,0.0,18,14,,33.0,8,Rain,-1
2011-4-18,13,10,6,7,5,3,81,72,61,,,,10.0,7.0,4.0,11,4,,14.0,8,Thunderstorm,-1
2011-4-19,15,10,6,6,5,3,81,71,55,,,,10.0,7.0,4.0,7,2,,29.0,,,-1
2011-4-20,17,12,7,8,6,3,81,59,48,,,,10.0,7.0,4.0,11,5,,1.0,,Thunderstorm,-1
2011-4-21,18,13,8,7,5,4,69,54,39,,,,10.0,5.5,4.0,7,5,,15.0,8,Snow,-1
2011-4-22,20,17,14,12,9,4,63,52,37,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-4-23,18,17,17,4,3,2,27,26,24,,,,4.0,4.0,4.0,7,6,,0.0,,,-1
2011-4-24,25,22,18,12,7,1,43,31,19,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-4-25,25,22,19,12,8,3,39,30,20,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-4-26,25,22,19,11,8,4,40,32,24,,,,10.0,6.0,4.0,11,8,,0.0,,,-1
2011-4-27,25,22,18,14,10,7,55,45,39,,,,10.0,6.0,4.0,7,3,,0.0,,,-1
2011-4-28,24,18,18,12,8,5,46,40,33,,,,10.0,8.0,4.0,11,4,,0.0,,,-1
2011-4-29,23,22,17,9,6,5,32,29,23,,,,10.0,6.0,4.0,7,4,,0.0,,,-1
2011-4-30,24,20,14,10,6,4,42,37,30,,,,10.0,7.0,4.0,15,6,,1.0,,Thunderstorm,-1
