GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-7-1,24,21,18,20,18,15,82,76,67,,,,10.0,10.0,10.0,9,4,,0.0,,,-1
2007-7-2,20,19,18,18,16,14,83,78,69,,,,10.0,6.7,0.1,9,5,,2.0,8,Rain,-1
2007-7-3,20,18,17,18,17,15,88,87,85,,,,10.0,3.4,0.1,0,0,,0.0,8,,-1
2007-7-4,20,19,19,18,17,16,88,83,78,,,,10.0,3.4,0.1,0,0,,0.0,8,,-1
2007-7-5,22,20,18,20,19,16,88,84,82,,,,10.0,6.7,0.1,0,0,,0.0,8,,-1
2007-7-6,23,19,18,19,16,14,78,69,58,,,,10.0,10.0,10.0,0,0,,18.0,,,-1
2007-7-7,25,21,17,20,17,14,88,74,59,,,,10.0,4.7,0.1,0,0,,0.0,8,,-1
2007-7-8,22,,20,17,17,17,78,78,78,,,,10.0,10.0,10.0,0,0,,13.0,,,-1
2007-7-9,22,18,18,18,14,11,72,64,57,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-7-10,25,25,23,21,20,20,86,76,67,,,,10.0,5.2,0.5,6,4,,0.0,8,,-1
2007-7-11,24,19,19,21,20,18,89,85,81,,,,10.0,6.0,2.0,4,2,,0.0,,,-1
2007-7-12,24,20,20,21,20,19,94,90,86,,,,10.0,5.0,0.1,4,4,,0.0,8,,-1
2007-7-13,22,22,22,18,17,16,73,66,59,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2007-7-14,24,21,18,19,15,9,78,61,44,,,,10.0,10.0,10.0,9,3,,0.0,,,-1
2007-7-15,20,18,16,18,14,10,95,72,53,,,,10.0,6.7,0.1,6,3,,4.0,8,Thunderstorm,-1
2007-7-16,23,20,17,17,16,14,74,67,58,,,,10.0,10.0,10.0,9,3,,0.0,,,-1
2007-7-17,21,17,17,16,15,13,85,72,63,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-7-18,24,20,17,20,17,15,85,75,58,,,,10.0,10.0,10.0,6,3,,0.0,,,-1
2007-7-19,23,20,18,21,20,18,96,88,80,,,,10.0,8.0,4.0,6,3,,0.0,,,-1
2007-7-20,21,21,21,20,20,20,94,94,94,,,,0.1,0.1,0.1,0,0,,35.0,8,,-1
2007-7-21,20,18,17,19,17,16,96,94,92,,,,10.0,4.8,0.5,9,2,,18.0,8,,-1
2007-7-22,20,18,18,18,18,17,95,90,83,,,,10.0,4.7,0.0,0,0,,47.0,8,,-1
2007-7-23,21,19,18,18,17,17,90,87,83,,,,10.0,4.7,0.1,0,0,,37.0,8,,-1
2007-7-24,21,20,20,20,20,19,94,91,88,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2007-7-25,24,20,18,21,18,16,86,81,72,,,,10.0,6.7,0.1,6,1,,0.0,8,,-1
2007-7-26,22,20,18,20,19,16,88,86,83,,,,10.0,6.7,0.1,0,0,,3.0,8,Rain,-1
2007-7-27,23,16,16,18,14,11,74,68,63,,,,10.0,8.0,4.0,6,1,,3.0,8,Rain,-1
2007-7-28,24,20,17,19,12,-2,82,56,16,,,,10.0,6.7,0.1,0,0,,0.0,8,,-1
2007-7-29,23,23,20,19,18,18,88,82,76,,,,10.0,5.0,0.1,6,2,,0.0,8,,-1
2007-7-30,23,17,16,20,18,16,92,90,88,,,,4.0,1.4,0.1,6,1,,7.0,8,Rain,-1
2007-7-31,22,20,18,21,19,16,88,87,84,,,,4.0,1.4,0.1,0,0,,0.0,8,,-1
