GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-10-1,25,21,16,11,7,-1,49,35,18,,,,10.0,8.5,4.0,6,3,,0.0,,,-1
2006-10-2,26,22,16,12,7,1,53,35,21,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2006-10-3,24,20,15,14,10,6,63,48,36,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2006-10-4,25,20,16,13,9,5,53,42,35,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2006-10-5,25,20,16,12,6,-0,49,33,22,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2006-10-6,24,20,15,13,9,4,58,44,37,,,,10.0,5.5,4.0,9,5,,0.0,,,-1
2006-10-7,24,20,15,15,9,6,67,48,26,,,,10.0,7.0,4.0,9,2,,0.0,,,-1
2006-10-8,24,20,15,14,11,7,69,56,42,,,,4.0,4.0,4.0,9,4,,0.0,,,-1
2006-10-9,21,18,14,15,11,9,80,61,33,,,,10.0,8.5,4.0,9,6,,0.0,,,-1
2006-10-10,23,18,14,13,10,6,63,53,39,,,,10.0,7.0,4.0,13,9,,0.0,,,-1
2006-10-11,23,19,15,13,11,9,62,56,46,,,,10.0,7.0,4.0,9,5,,0.0,,,-1
2006-10-12,22,18,14,14,12,9,87,66,47,,,,10.0,6.1,0.5,9,3,,0.0,,,-1
2006-10-13,19,14,10,10,9,8,84,63,48,,,,10.0,5.5,0.2,24,12,,1.0,8,Rain-Thunderstorm,-1
2006-10-14,21,16,12,12,9,6,63,58,49,,,,10.0,7.0,4.0,9,6,,0.0,,,-1
2006-10-15,20,14,10,11,8,6,70,57,39,,,,10.0,8.0,4.0,6,6,,0.0,,,-1
2006-10-16,22,21,16,10,10,9,58,46,35,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2006-10-17,24,23,16,13,12,12,63,52,42,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-10-18,22,,22,13,12,11,39,39,39,,,,10.0,5.0,0.1,130,48,,0.0,,,-1
2006-10-19,20,20,12,13,12,11,91,72,54,,,,10.0,10.0,10.0,13,7,,15.0,8,Rain-Thunderstorm,-1
2006-10-20,10,9,9,9,8,8,100,92,84,,,,10.0,7.0,4.0,9,3,,4.0,8,Rain,-1
2006-10-21,17,16,14,10,10,9,74,64,53,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-10-22,18,,13,8,8,8,62,62,62,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-10-23,12,,12,11,11,11,88,88,88,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2006-10-24,18,,15,12,12,12,80,80,80,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-10-25,19,19,14,11,10,10,68,58,48,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2006-10-26,18,,18,11,11,11,57,57,57,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-10-27,19,24,16,10,10,10,58,43,28,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2006-10-28,19,20,14,10,10,10,69,57,45,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-10-29,20,20,14,10,10,9,62,52,41,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2006-10-30,19,19,15,11,10,10,63,56,48,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-10-31,20,17,14,10,7,4,63,47,37,,,,10.0,10.0,10.0,9,7,,0.0,,,-1
