GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-3-1,14,,14,2,2,2,32,32,32,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-3-2,16,,16,4,4,4,34,34,34,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-3,16,14,13,5,2,-1,50,36,23,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-4,12,,12,-2,-2,-2,26,26,26,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-5,16,15,12,5,4,3,49,41,33,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2006-3-6,9,,8,3,3,3,65,65,65,,,,10.0,10.0,10.0,9,9,,1.0,,,-1
2006-3-7,14,14,11,3,2,2,40,38,36,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-3-8,16,,12,-1,-1,-1,27,27,27,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-3-9,16,,16,2,2,2,30,30,30,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-10,17,17,14,3,2,2,32,30,28,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-3-11,14,13,11,9,8,8,84,76,68,,,,0.1,0.1,0.1,6,4,,0.0,8,,-1
2006-3-12,12,11,11,9,8,7,77,74,70,,,,4.0,4.0,4.0,0,0,,0.0,,,-1
2006-3-13,10,9,5,7,6,4,90,87,84,,,,2.0,1.0,0.0,17,6,,9.0,8,Rain,-1
2006-3-14,9,,6,4,4,4,90,90,90,,,,0.1,0.1,0.1,0,0,,1.0,8,,-1
2006-3-15,9,,9,0,0,0,42,42,42,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-16,13,13,11,2,1,0,40,35,30,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-3-17,14,,13,3,3,3,39,39,39,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-18,10,,8,4,4,4,69,69,69,,,,10.0,10.0,10.0,0,0,,1.0,8,,-1
2006-3-19,4,4,4,4,4,4,100,100,100,,,,2.0,1.0,0.0,6,4,,7.0,8,Rain,-1
2006-3-20,14,14,11,7,6,6,63,57,51,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-3-21,16,,16,4,4,4,34,34,34,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-3-22,17,16,14,5,5,5,46,42,38,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2006-3-23,13,12,8,3,2,1,65,50,34,,,,10.0,10.0,10.0,9,6,,0.0,8,,-1
2006-3-24,9,,8,7,7,7,85,85,85,,,,10.0,10.0,10.0,4,4,,5.0,,,-1
2006-3-25,11,8,8,4,4,3,62,62,61,,,,10.0,10.0,10.0,13,11,,3.0,,,-1
2006-3-26,13,12,8,5,2,-1,49,44,40,,,,10.0,10.0,10.0,22,14,,0.6,,Thunderstorm,-1
2006-3-27,14,,14,6,6,6,46,46,46,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-28,18,17,15,7,6,6,47,42,36,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-3-29,21,21,17,7,4,-0,40,27,14,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-3-30,20,16,14,3,1,-1,25,23,22,,,,10.0,10.0,10.0,17,12,,0.0,,,-1
2006-3-31,,,,,,,,,,,,,,,,,,,,,,
