GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-8-1,22,19,16,20,18,15,94,81,73,,,,10.0,2.2,0.1,7,1,,0.0,8,,-1
2016-8-2,20,18,15,18,16,15,96,87,78,,,,4.0,1.0,0.1,7,2,,2.0,8,,-1
2016-8-3,22,19,16,19,17,14,89,79,63,,,,10.0,5.7,1.0,7,2,,0.0,,,-1
2016-8-4,25,20,15,20,18,15,86,78,63,,,,10.0,5.5,0.1,7,3,,0.0,8,,-1
2016-8-5,23,19,15,21,18,14,89,82,63,,,,4.0,2.0,0.1,7,3,,0.0,8,,-1
2016-8-6,24,20,15,20,17,11,89,78,57,,,,10.0,2.3,0.1,7,5,,0.0,8,,-1
2016-8-7,20,18,17,19,17,15,96,92,85,,,,0.1,0.1,0.1,7,3,,26.0,8,Rain-Thunderstorm,-1
2016-8-8,22,19,16,20,18,17,95,88,78,,,,4.0,0.5,0.1,7,2,,0.0,8,,-1
2016-8-9,22,19,16,19,18,17,90,87,83,,,,10.0,5.3,0.1,4,1,,0.0,8,,-1
2016-8-10,20,18,16,17,16,16,96,85,68,,,,10.0,4.5,0.1,7,4,,1.0,8,Rain,-1
2016-8-11,21,18,16,18,17,15,90,84,73,,,,10.0,2.3,0.1,7,2,,0.0,8,,-1
2016-8-12,22,18,13,21,17,14,89,84,68,,,,10.0,1.8,0.1,4,3,,18.0,8,,-1
2016-8-13,23,19,15,20,17,14,89,82,68,,,,10.0,4.0,0.1,4,1,,0.0,8,,-1
2016-8-14,22,20,16,20,17,11,95,83,58,,,,4.0,2.3,0.1,7,2,,4.0,8,Thunderstorm,-1
2016-8-15,24,18,13,16,13,11,69,62,46,,,,10.0,6.6,4.0,4,0,,0.0,,,-1
2016-8-16,23,20,17,18,16,13,78,71,57,,,,10.0,6.6,4.0,7,1,,0.0,,,-1
2016-8-17,22,18,14,18,15,9,87,73,49,,,,10.0,6.0,0.1,7,2,,18.0,8,,-1
2016-8-18,24,18,13,17,13,9,89,60,49,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2016-8-19,26,20,14,18,16,13,78,68,55,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2016-8-20,25,20,14,20,14,2,83,63,19,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2016-8-21,24,19,14,20,16,12,90,72,43,,,,10.0,6.5,0.1,11,5,,7.0,8,,-1
2016-8-22,25,20,15,17,14,11,74,59,48,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2016-8-23,25,20,16,21,17,11,86,72,63,,,,10.0,5.2,0.1,7,4,,0.0,8,,-1
2016-8-24,22,18,15,20,15,12,86,70,49,,,,10.0,5.8,0.1,7,1,,5.0,8,,-1
2016-8-25,22,18,15,16,14,12,78,65,57,,,,10.0,7.0,4.0,7,2,,0.0,8,Rain,-1
2016-8-26,24,20,16,19,16,13,78,68,58,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2016-8-27,20,17,14,18,14,10,90,76,58,,,,10.0,3.8,0.1,11,4,,95.0,8,Rain,-1
2016-8-28,18,15,12,14,12,11,74,64,58,,,,10.0,7.0,4.0,26,7,,2.0,8,,-1
2016-8-29,24,19,14,17,15,12,85,67,54,,,,10.0,6.5,0.1,7,3,,1.0,8,Thunderstorm,-1
2016-8-30,22,18,14,19,15,12,83,72,63,,,,10.0,5.0,0.1,7,6,,4.0,8,,-1
2016-8-31,24,21,17,16,14,9,86,67,45,,,,10.0,6.5,0.1,13,6,,8.0,8,,-1
