GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-5-1,21,18,15,11,9,6,57,46,37,,,,10.0,7.0,4.0,11,3,,2.0,,,-1
2010-5-2,25,21,17,11,9,6,36,34,30,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-5-3,25,22,18,11,8,5,35,31,27,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-5-4,26,23,18,14,10,5,48,39,27,,,,10.0,7.0,4.0,11,8,,9.0,8,,-1
2010-5-5,17,16,14,12,10,9,87,70,54,,,,10.0,5.5,4.0,11,3,,14.0,8,,-1
2010-5-6,20,18,15,11,10,8,57,51,45,,,,10.0,8.0,4.0,4,1,,0.0,8,,-1
2010-5-7,18,16,11,13,10,7,74,65,52,,,,10.0,5.5,4.0,7,3,,29.0,8,,-1
2010-5-8,19,16,12,13,10,6,74,66,58,,,,10.0,6.0,4.0,4,4,,0.0,,,-1
2010-5-9,22,17,12,13,10,6,55,50,45,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-5-10,21,16,13,12,9,6,55,48,42,,,,10.0,8.0,4.0,15,11,,0.0,8,Thunderstorm,-1
2010-5-11,21,18,15,11,9,4,53,45,37,,,,10.0,7.0,4.0,15,9,,0.0,,,-1
2010-5-12,23,20,16,11,8,7,52,40,29,,,,10.0,7.0,4.0,11,2,,0.0,,,-1
2010-5-13,19,16,12,9,7,3,67,48,28,,,,10.0,6.0,0.2,15,10,,0.3,8,,-1
2010-5-14,23,19,15,11,6,3,38,34,31,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2010-5-15,24,20,16,10,7,4,34,31,25,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2010-5-16,25,22,18,12,8,6,37,31,24,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-5-17,18,17,16,11,9,7,63,49,40,,,,10.0,7.0,4.0,15,9,,3.0,8,Thunderstorm,-1
2010-5-18,19,18,13,10,9,8,62,55,50,,,,10.0,6.0,4.0,7,3,,9.0,8,,-1
2010-5-19,21,17,13,10,5,2,50,35,20,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-5-20,23,18,13,6,5,4,50,32,22,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-5-21,26,21,16,7,5,1,38,23,16,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-5-22,27,22,17,8,6,4,36,25,18,,,,10.0,7.0,4.0,11,2,,0.0,8,Thunderstorm,-1
2010-5-23,23,22,19,11,7,5,38,31,22,,,,10.0,8.0,4.0,11,8,,0.0,,,-1
2010-5-24,26,22,18,7,6,4,28,23,19,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2010-5-25,28,24,21,5,2,-2,16,15,11,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-5-26,31,26,22,12,2,-4,24,14,9,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2010-5-27,30,26,20,5,4,0,27,18,13,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2010-5-28,15,14,12,8,6,4,62,48,29,,,,10.0,7.0,4.0,30,15,,12.0,8,,-1
2010-5-29,21,18,14,13,8,3,57,48,33,,,,4.0,4.0,4.0,7,3,,5.0,,,-1
2010-5-30,24,20,16,8,5,2,34,29,23,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-5-31,27,20,14,9,6,4,37,27,21,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
