GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-11-1,20,12,12,8,4,-1,62,46,30,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2010-11-2,20,18,13,10,6,2,42,39,34,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2010-11-3,22,19,14,9,5,-1,43,33,23,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2010-11-4,21,18,12,10,5,-4,63,40,15,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2010-11-5,17,16,12,11,6,2,74,57,40,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-11-6,18,14,10,8,4,-1,68,43,34,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-11-7,19,14,10,7,2,-1,52,38,27,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-11-8,21,15,9,7,2,-3,54,34,18,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-11-9,22,19,15,6,3,0,39,32,25,,,,10.0,7.0,4.0,7,7,,0.0,,,-1
2010-11-10,22,18,14,8,3,-1,43,32,23,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2010-11-11,19,15,12,8,5,0,58,44,30,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2010-11-12,17,12,9,6,3,-1,57,44,36,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2010-11-13,16,14,10,5,4,1,57,45,35,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2010-11-14,18,16,12,5,3,1,35,34,33,,,,10.0,8.0,4.0,7,6,,0.0,,,-1
2010-11-15,17,13,9,5,3,1,55,50,43,,,,10.0,6.0,4.0,4,4,,0.0,,,-1
2010-11-16,17,12,8,7,4,2,54,49,43,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-11-17,15,12,9,8,5,3,69,60,55,,,,10.0,8.0,4.0,7,6,,1.0,,,-1
2010-11-18,13,12,7,3,3,3,65,65,65,,,,10.0,7.0,4.0,11,10,,2.0,,,-1
2010-11-19,11,8,6,7,5,1,76,69,63,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-11-20,14,12,7,8,4,-3,69,56,37,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2010-11-21,17,12,6,6,2,-2,46,42,36,,,,10.0,8.0,4.0,7,4,,0.0,,,-1
2010-11-22,15,12,7,6,3,-2,65,51,35,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2010-11-23,15,10,6,5,2,-2,57,47,37,,,,10.0,6.2,0.6,7,6,,0.0,,,-1
2010-11-24,17,14,10,5,3,1,49,45,43,,,,10.0,6.0,4.0,0,0,,0.0,,,-1
2010-11-25,17,14,10,7,4,2,63,52,47,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-11-26,17,13,9,8,6,4,69,63,56,,,,10.0,7.0,4.0,18,10,,0.0,,,-1
2010-11-27,15,11,8,8,6,4,69,65,56,,,,10.0,8.0,4.0,7,2,,0.0,,,-1
2010-11-28,14,10,7,8,6,3,72,65,56,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-11-29,14,14,7,6,3,0,50,50,50,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-11-30,17,12,6,5,3,-0,65,52,35,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
