GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-3-1,4,2,0,2,0,-2,91,84,70,,,,10.0,3.7,0.1,4,0,,1.0,8,,-1
2014-3-2,8,4,0,2,-0,-3,91,71,57,,,,10.0,7.7,4.0,7,5,,5.0,8,,-1
2014-3-3,4,2,-1,2,-1,-2,99,79,61,,,,10.0,4.0,0.1,7,4,,9.0,8,Rain-Snow,-1
2014-3-4,5,2,-1,3,1,-0,98,81,71,,,,10.0,6.5,0.1,4,3,,3.0,8,Rain,-1
2014-3-5,5,4,2,3,0,-2,92,76,55,,,,10.0,7.0,4.0,4,1,,5.0,8,Snow,-1
2014-3-6,10,4,-1,1,-1,-3,66,59,53,,,,10.0,6.4,4.0,7,4,,1.0,,,-1
2014-3-7,10,6,2,2,-2,-6,61,43,25,,,,10.0,7.0,4.0,11,4,,0.0,8,,-1
2014-3-8,13,9,5,1,-2,-7,44,32,23,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2014-3-9,7,5,2,4,1,-0,92,72,49,,,,10.0,4.3,0.1,11,3,,26.0,8,Rain-Snow-Hail-Thunderstorm,-1
2014-3-10,6,4,2,5,3,2,100,94,90,,,,10.0,8.0,4.0,15,5,,11.0,8,Rain-Thunderstorm,-1
2014-3-11,3,2,0,2,0,-1,99,89,81,,,,10.0,2.4,0.1,15,10,,26.0,8,Snow,-1
2014-3-12,9,4,-1,1,-0,-2,81,68,49,,,,10.0,6.6,4.0,15,7,,0.0,,,-1
2014-3-13,14,8,2,5,0,-5,71,51,18,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2014-3-14,16,9,2,5,-1,-7,63,42,13,,,,10.0,6.6,4.0,7,3,,0.0,8,,-1
2014-3-15,14,8,3,5,2,-1,56,47,39,,,,10.0,7.0,4.0,7,2,,0.5,8,,-1
2014-3-16,16,10,3,7,3,-0,56,46,27,,,,10.0,7.4,4.0,7,2,,0.0,8,,-1
2014-3-17,11,6,1,6,4,0,81,63,50,,,,10.0,6.3,4.0,30,9,,6.0,8,Rain,-1
2014-3-18,6,4,3,2,0,-1,92,74,49,,,,10.0,5.3,0.1,7,3,,70.0,8,Rain-Thunderstorm,-1
2014-3-19,14,7,0,3,-1,-7,66,42,21,,,,10.0,7.4,4.0,7,4,,0.0,,,-1
2014-3-20,15,8,2,6,-2,-9,55,32,12,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2014-3-21,11,8,5,6,2,0,84,54,38,,,,10.0,7.0,4.0,4,3,,1.0,8,,-1
2014-3-22,17,12,6,3,1,-0,57,41,22,,,,10.0,7.4,4.0,4,3,,0.0,8,,-1
2014-3-23,13,10,6,8,3,0,93,63,39,,,,10.0,5.3,0.1,7,2,,12.0,8,Rain,-1
2014-3-24,7,6,4,6,5,2,100,91,64,,,,4.0,1.2,0.1,22,10,,61.0,8,Rain,-1
2014-3-25,10,6,3,7,4,2,91,82,64,,,,10.0,4.5,0.1,11,5,,22.0,8,Rain-Thunderstorm,-1
2014-3-26,13,8,4,8,4,-0,69,57,44,,,,10.0,7.4,4.0,15,11,,0.0,,,-1
2014-3-27,14,10,6,6,4,2,77,58,35,,,,10.0,7.7,4.0,11,7,,0.0,,,-1
2014-3-28,7,5,3,4,2,1,92,83,72,,,,4.0,2.9,0.1,11,7,,28.0,8,Rain,-1
2014-3-29,11,6,2,6,3,-0,81,65,44,,,,10.0,7.0,4.0,7,2,,1.0,8,Rain,-1
2014-3-30,14,8,3,3,0,-3,64,43,21,,,,10.0,7.6,4.0,11,5,,0.0,,,-1
2014-3-31,16,12,7,3,1,-10,57,42,9,,,,10.0,6.6,4.0,7,5,,0.0,,,-1
