GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-9-1,19,18,16,16,16,14,92,83,69,,,,10.0,4.5,0.1,7,5,,2.0,8,Rain,-1
2011-9-2,22,20,17,16,15,13,69,68,68,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-9-3,25,22,18,18,16,15,88,71,43,,,,10.0,4.7,0.1,4,3,,0.0,8,,-1
2011-9-4,20,19,18,17,15,13,86,74,58,,,,10.0,8.0,4.0,4,1,,4.0,,,-1
2011-9-5,25,20,16,19,16,13,81,74,63,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2011-9-6,24,20,16,20,17,13,78,74,70,,,,10.0,4.5,0.1,4,3,,1.0,8,,-1
2011-9-7,21,18,16,20,17,13,89,84,75,,,,4.0,1.0,0.1,4,3,,0.0,8,,-1
2011-9-8,21,19,17,18,17,15,90,84,78,,,,4.0,1.3,0.1,4,3,,3.0,8,Thunderstorm,-1
2011-9-9,20,18,16,18,17,16,95,93,91,,,,0.1,0.1,0.1,7,2,,27.0,8,Rain-Thunderstorm,-1
2011-9-10,22,19,16,19,17,15,95,87,72,,,,10.0,6.2,1.0,0,0,,0.0,8,,-1
2011-9-11,24,20,16,20,18,16,92,85,71,,,,10.0,7.0,4.0,4,1,,0.0,8,,-1
2011-9-12,21,20,20,18,18,18,89,89,89,,,,0.1,0.1,0.1,0,0,,0.2,8,,-1
2011-9-13,23,20,17,20,16,13,88,81,67,,,,4.0,2.4,0.1,11,5,,5.0,8,,-1
2011-9-14,22,21,17,19,17,15,85,82,77,,,,10.0,4.7,0.1,4,4,,16.0,8,,-1
2011-9-15,21,18,15,18,16,14,93,89,86,,,,4.0,1.4,0.1,0,0,,25.0,8,Rain,-1
2011-9-16,19,16,14,15,14,13,100,85,67,,,,10.0,3.5,0.1,7,2,,18.0,8,Rain,-1
2011-9-17,23,18,14,17,13,11,83,73,63,,,,10.0,6.0,4.0,7,1,,0.0,,,-1
2011-9-18,22,18,14,16,13,9,81,71,57,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-9-19,17,15,13,13,10,8,100,67,52,,,,10.0,6.0,0.1,11,8,,0.0,8,Rain,-1
2011-9-20,22,13,13,15,12,8,68,65,62,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2011-9-21,22,21,15,15,11,3,68,52,33,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2011-9-22,21,18,14,17,12,4,83,65,41,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-9-23,22,18,14,17,14,11,87,76,59,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-9-24,23,19,15,14,13,11,74,63,49,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-9-25,23,19,15,14,12,9,74,66,57,,,,10.0,6.0,4.0,4,3,,0.0,,,-1
2011-9-26,22,18,14,15,12,10,78,66,51,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-9-27,23,18,14,15,12,10,74,65,55,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2011-9-28,22,18,15,17,14,10,87,74,63,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-9-29,22,18,14,16,15,12,87,79,63,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-9-30,22,18,15,16,13,8,80,65,50,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
