GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-6-1,20,18,14,11,9,7,54,51,48,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-6-2,20,16,13,11,6,3,48,39,34,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2011-6-3,23,18,13,11,8,3,55,38,28,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2011-6-4,27,21,15,9,7,4,37,28,24,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-6-5,28,24,19,12,8,5,29,27,26,,,,10.0,7.0,4.0,6,1,,0.0,,,-1
2011-6-6,28,27,23,12,8,3,27,23,18,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2011-6-7,28,25,22,11,7,3,25,22,18,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-6-8,27,24,22,16,11,3,51,37,18,,,,4.0,4.0,4.0,7,3,,0.0,,,-1
2011-6-9,26,26,20,16,14,12,49,47,44,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2011-6-10,27,24,20,13,12,10,41,35,32,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-6-11,27,24,20,16,15,13,57,47,36,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2011-6-12,24,22,20,18,16,15,88,66,58,,,,4.0,4.0,4.0,4,1,,0.0,8,,-1
2011-6-13,23,20,16,18,16,13,74,71,67,,,,4.0,4.0,4.0,7,4,,0.0,8,,-1
2011-6-14,24,21,18,17,14,9,78,65,48,,,,10.0,6.0,4.0,7,5,,0.0,8,,-1
2011-6-15,23,18,14,16,14,13,94,74,62,,,,10.0,7.0,4.0,4,3,,16.0,8,Thunderstorm,-1
2011-6-16,24,20,16,16,15,13,78,67,54,,,,10.0,7.0,4.0,13,7,,0.0,8,,-1
2011-6-17,20,18,18,17,16,15,78,78,78,,,,4.0,4.0,4.0,4,1,,0.0,,,-1
2011-6-18,25,22,18,21,16,11,81,64,42,,,,4.0,3.2,1.0,4,1,,1.0,,,-1
2011-6-19,25,22,19,20,17,13,83,69,62,,,,10.0,5.5,4.0,2,0,,2.0,,,-1
2011-6-20,25,22,19,22,20,18,95,84,76,,,,4.0,4.0,4.0,0,0,,9.0,8,,-1
2011-6-21,25,22,22,21,21,20,88,82,71,,,,10.0,4.7,0.1,4,1,,0.0,8,,-1
2011-6-22,22,21,20,20,18,17,89,87,83,,,,4.0,1.4,0.1,7,1,,1.0,8,,-1
2011-6-23,23,22,18,20,19,15,95,86,73,,,,4.0,2.0,0.1,11,4,,24.0,8,,-1
2011-6-24,21,20,18,19,16,14,95,81,74,,,,4.0,2.5,0.1,4,1,,4.0,8,,-1
2011-6-25,21,20,18,19,17,15,91,86,79,,,,4.0,2.0,0.1,7,3,,3.0,8,,-1
2011-6-26,21,18,16,19,17,16,92,85,83,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-6-27,,,,,,,,,,,,,,,,,,,,,,
2011-6-28,,,,,,,,,,,,,,,,,,,,,,
2011-6-29,,,,,,,,,,,,,,,,,,,,,,
2011-6-30,,,,,,,,,,,,,,,,,,,,,,
