GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-5-1,25,24,23,9,8,8,30,27,24,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2006-5-2,23,20,11,6,4,3,45,40,36,,,,10.0,7.0,4.0,13,9,,0.0,8,Thunderstorm,-1
2006-5-3,23,21,21,8,8,7,29,28,28,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-5-4,27,26,24,12,9,6,30,26,22,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-5-5,28,22,16,9,8,7,44,28,20,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-5-6,30,22,17,10,8,5,32,25,21,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-5-7,28,24,20,12,10,5,30,28,26,,,,4.0,4.0,4.0,9,9,,0.0,,,-1
2006-5-8,23,,23,10,10,10,32,32,32,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-5-9,28,20,17,6,4,2,36,22,14,,,,10.0,8.0,4.0,9,7,,0.0,,,-1
2006-5-10,28,,28,6,6,6,16,16,16,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-5-11,28,,28,10,10,10,23,23,23,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2006-5-12,31,19,19,9,8,8,40,27,14,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2006-5-13,30,,23,14,14,14,46,46,46,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2006-5-14,28,28,25,13,12,10,37,30,23,,,,4.0,4.0,4.0,6,4,,0.0,,,-1
2006-5-15,28,,24,14,14,14,43,43,43,,,,2.0,2.0,2.0,17,17,,0.0,,,-1
2006-5-16,21,,20,14,14,14,58,58,58,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-5-17,25,18,15,12,12,12,74,53,43,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-5-18,23,24,21,13,12,11,50,43,36,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-5-19,24,18,17,15,13,12,64,63,62,,,,10.0,8.0,4.0,9,8,,6.0,,,-1
2006-5-20,24,22,22,14,14,14,51,50,49,,,,10.0,10.0,10.0,6,5,,0.0,,,-1
2006-5-21,24,19,19,17,16,16,83,68,54,,,,10.0,7.0,4.0,9,6,,10.0,,Thunderstorm,-1
2006-5-22,25,24,22,15,14,14,54,50,46,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-5-23,26,25,24,16,16,16,50,49,48,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-5-24,27,23,19,18,12,8,47,36,26,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2006-5-25,28,27,27,13,12,11,31,28,25,,,,10.0,6.0,2.0,6,4,,0.0,,,-1
2006-5-26,29,24,18,14,12,10,52,36,28,,,,10.0,10.0,10.0,6,1,,0.0,,,-1
2006-5-27,26,22,22,10,10,9,33,30,28,,,,10.0,10.0,10.0,17,11,,0.0,,,-1
2006-5-28,26,14,14,12,9,6,46,42,39,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2006-5-29,27,,27,14,14,14,33,33,33,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-5-30,26,,26,12,12,12,30,30,30,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-5-31,,,,,,,,,,,,,,,,,,,,,,
