GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-11-1,16,,14,8,8,8,56,56,56,,,,4.0,4.0,4.0,6,6,,0.0,,,-1
2005-11-2,32,,32,7,7,7,13,13,13,,,,10.0,10.0,10.0,9,7,,0.0,,,-1
2005-11-3,13,,10,3,3,3,55,55,55,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-11-4,17,16,13,6,6,6,55,49,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-5,17,17,13,6,6,5,50,43,36,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-6,15,,15,8,8,8,52,52,52,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-11-7,16,14,11,6,6,6,63,54,46,,,,10.0,10.0,10.0,9,7,,0.0,8,,-1
2005-11-8,13,12,12,7,7,7,64,64,64,,,,10.0,10.0,10.0,9,9,,1.0,,,-1
2005-11-9,17,,12,5,5,5,52,52,52,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-10,16,,16,5,5,5,35,35,35,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-11,16,,16,6,6,6,43,43,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-12,16,,16,7,7,7,43,43,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-13,14,13,11,3,2,2,44,42,39,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2005-11-14,12,,12,,,,,,,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2005-11-15,15,14,12,4,3,2,47,40,32,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2005-11-16,16,,16,10,10,10,58,58,58,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-11-17,19,19,15,9,8,8,52,46,40,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2005-11-18,14,,14,7,7,7,56,56,56,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-11-19,17,,17,10,10,10,54,54,54,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-20,16,,16,10,10,10,53,53,53,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-21,16,,16,7,7,7,47,47,47,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2005-11-22,15,15,11,7,6,6,70,56,42,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-23,13,13,9,6,6,5,69,62,55,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2005-11-24,7,7,5,4,4,3,80,76,72,,,,10.0,10.0,10.0,11,7,,2.0,,,-1
2005-11-25,9,,7,4,4,4,76,76,76,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-11-26,9,,5,3,3,3,80,80,80,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-11-27,9,8,6,4,4,4,81,75,69,,,,10.0,10.0,10.0,9,7,,0.0,,,-1
2005-11-28,,,,,,,,,,,,,,,,,,,,,,
2005-11-29,,,,,,,,,,,,,,,,,,,,,,
2005-11-30,,,,,,,,,,,,,,,,,,,,,,
