GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-2-1,15,12,8,-3,-7,-9,21,16,12,,,,10.0,7.0,4.0,15,11,,0.0,,,-1
2011-2-2,16,12,9,0,-4,-9,30,20,15,,,,10.0,8.0,4.0,7,6,,0.0,,,-1
2011-2-3,12,10,8,3,2,2,61,51,36,,,,10.0,8.0,4.0,18,10,,0.0,8,,-1
2011-2-4,10,9,4,4,2,0,100,61,42,,,,10.0,7.0,4.0,11,9,,3.0,8,,-1
2011-2-5,9,8,6,4,1,-3,69,53,36,,,,10.0,8.0,4.0,7,7,,0.0,8,,-1
2011-2-6,6,5,4,5,4,2,100,91,81,,,,4.0,1.0,0.1,28,21,,8.0,8,Rain,-1
2011-2-7,3,5,1,5,3,1,100,100,99,,,,0.1,0.1,0.1,15,10,,13.0,8,Snow,-1
2011-2-8,8,6,3,2,0,-1,72,62,43,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2011-2-9,10,4,-1,3,-1,-3,89,65,27,,,,10.0,5.5,4.0,7,4,,0.0,,,-1
2011-2-10,11,5,-1,2,-2,-4,78,48,24,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-2-11,10,8,4,0,-2,-6,62,44,33,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2011-2-12,5,4,2,3,2,-0,100,86,76,,,,4.0,3.0,1.0,4,1,,38.0,8,Rain,-1
2011-2-13,4,2,1,3,1,-0,100,93,87,,,,1.0,0.3,0.1,15,13,,59.0,8,Rain-Thunderstorm,-1
2011-2-14,2,2,0,2,-0,-2,99,90,76,,,,10.0,3.5,0.1,4,2,,6.0,8,Rain,-1
2011-2-15,7,3,-1,2,1,-1,100,79,64,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2011-2-16,3,2,1,1,1,0,99,91,87,,,,10.0,7.0,4.0,7,2,,0.6,8,,-1
2011-2-17,7,4,1,0,-2,-4,76,61,50,,,,10.0,7.0,4.0,7,6,,7.0,,Snow,-1
2011-2-18,7,4,2,2,-2,-4,72,58,46,,,,10.0,6.0,4.0,7,4,,0.0,,,-1
2011-2-19,5,3,2,0,-2,-5,87,66,44,,,,4.0,4.0,4.0,4,1,,0.0,8,Snow,-1
2011-2-20,6,4,3,3,-0,-5,81,67,39,,,,10.0,8.0,4.0,4,3,,0.0,8,,-1
2011-2-21,12,8,5,2,-2,-6,49,35,26,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2011-2-22,10,8,7,1,-2,-4,48,35,27,,,,10.0,8.0,4.0,7,3,,0.0,8,,-1
2011-2-23,6,6,3,2,0,-1,72,66,55,,,,10.0,8.0,4.0,7,4,,0.0,8,,-1
2011-2-24,5,4,2,1,0,-1,81,78,76,,,,10.0,6.0,4.0,7,3,,3.0,8,,-1
2011-2-25,5,4,-1,0,-0,-2,89,82,63,,,,10.0,3.6,0.1,7,4,,12.0,8,,-1
2011-2-26,1,0,0,0,-0,-1,91,90,88,,,,0.1,0.1,0.1,7,5,,4.0,8,Snow,-1
2011-2-27,6,5,3,-1,-2,-4,55,54,52,,,,10.0,10.0,10.0,4,2,,0.0,,,-1
2011-2-28,5,5,1,-0,-1,-2,87,60,47,,,,10.0,8.0,4.0,7,5,,0.0,8,Snow,-1
