GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-8-1,25,21,18,21,19,17,96,82,63,,,,10.0,4.0,0.1,6,4,,8.0,8,Rain-Thunderstorm,-1
2007-8-2,23,18,18,21,18,15,89,83,72,,,,10.0,4.7,0.2,9,2,,1.0,8,,-1
2007-8-3,23,18,18,20,17,13,95,80,64,,,,10.0,4.7,0.1,6,4,,0.0,8,,-1
2007-8-4,22,20,17,20,18,15,88,85,82,,,,10.0,4.7,0.1,6,3,,0.0,8,,-1
2007-8-5,22,20,18,20,17,16,86,77,60,,,,10.0,4.7,0.1,0,0,,6.0,8,,-1
2007-8-6,20,19,18,19,18,16,90,89,88,,,,0.1,0.1,0.1,9,2,,0.0,8,,-1
2007-8-7,23,20,19,19,16,13,71,67,61,,,,10.0,8.0,4.0,13,3,,0.0,8,,-1
2007-8-8,25,22,18,20,18,15,80,72,63,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2007-8-9,20,20,19,19,19,18,89,88,88,,,,4.0,1.4,0.1,6,4,,0.0,8,Thunderstorm,-1
2007-8-10,24,21,18,20,19,17,89,85,81,,,,4.0,1.4,0.1,6,2,,0.0,8,,-1
2007-8-11,24,22,19,21,20,18,89,85,81,,,,4.0,1.4,0.1,6,3,,0.0,8,,-1
2007-8-12,24,22,20,21,20,19,94,85,81,,,,10.0,3.4,0.1,93,30,,0.0,8,,-1
2007-8-13,26,22,18,21,19,16,90,79,59,,,,10.0,4.7,0.1,6,3,,0.0,8,Rain,-1
2007-8-14,22,20,18,19,17,16,90,77,63,,,,10.0,8.0,4.0,6,1,,10.0,8,,-1
2007-8-15,25,24,21,19,18,16,83,67,51,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2007-8-16,26,25,22,19,18,18,72,68,63,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-8-17,24,18,18,19,16,13,67,65,63,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2007-8-18,25,20,17,20,18,15,85,78,67,,,,10.0,4.7,0.2,6,1,,0.0,8,,-1
2007-8-19,23,20,17,20,18,15,85,78,68,,,,10.0,8.0,4.0,0,0,,4.0,,,-1
2007-8-20,20,18,18,18,17,16,90,88,86,,,,4.0,1.4,0.1,0,0,,4.0,8,Rain,-1
2007-8-21,21,19,17,19,18,15,95,88,83,,,,4.0,1.4,0.1,6,1,,4.0,8,,-1
2007-8-22,25,20,17,20,18,15,88,81,71,,,,10.0,3.4,0.1,0,0,,1.0,8,,-1
2007-8-23,22,19,18,20,18,16,88,87,86,,,,4.0,1.4,0.1,0,0,,0.0,8,,-1
2007-8-24,24,18,16,20,16,14,92,79,58,,,,10.0,4.7,0.1,0,0,,0.0,8,Rain,-1
2007-8-25,24,20,17,20,18,15,85,81,76,,,,10.0,4.7,0.1,6,1,,0.0,8,,-1
2007-8-26,23,20,18,18,16,15,89,76,54,,,,10.0,8.0,4.0,6,1,,3.0,,Rain,-1
2007-8-27,22,,22,19,19,19,82,82,82,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2007-8-28,24,21,18,20,17,13,77,72,64,,,,10.0,4.7,0.1,6,4,,0.0,8,,-1
2007-8-29,20,18,17,18,17,15,88,85,83,,,,4.0,1.4,0.1,6,3,,0.0,8,,-1
2007-8-30,23,20,17,20,17,14,88,76,66,,,,10.0,4.7,0.1,9,6,,0.0,8,,-1
2007-8-31,22,22,22,21,19,16,88,87,86,,,,4.0,1.4,0.1,139,76,,0.0,8,,-1
