GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-1-1,6,-2,-9,-2,-9,-14,54,43,18,,,,10.0,7.0,4.0,11,8,,0.0,,,-1
2014-1-2,11,3,-5,-3,-8,-15,66,29,10,,,,10.0,7.4,4.0,11,6,,0.0,,,-1
2014-1-3,14,5,-4,6,-3,-8,89,43,13,,,,10.0,7.0,4.0,11,5,,0.0,,,-1
2014-1-4,9,4,-2,-2,-4,-7,54,39,29,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2014-1-5,9,4,-2,-0,-3,-6,66,54,38,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2014-1-6,9,3,-3,-2,-5,-6,76,50,32,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2014-1-7,8,2,-3,-4,-6,-10,63,42,21,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2014-1-8,4,2,-2,-2,-3,-5,88,64,44,,,,10.0,4.3,0.1,18,3,,18.0,8,Snow,-1
2014-1-9,6,2,-2,-1,-3,-6,76,63,32,,,,10.0,7.4,4.0,15,9,,0.0,,,-1
2014-1-10,4,2,-1,-2,-4,-8,76,64,37,,,,10.0,7.4,4.0,11,9,,3.0,,,-1
2014-1-11,7,2,-2,-3,-7,-12,66,38,14,,,,10.0,7.0,4.0,18,9,,0.0,,,-1
2014-1-12,12,4,-3,-1,-4,-6,76,51,17,,,,10.0,7.0,4.0,7,1,,0.0,8,,-1
2014-1-13,9,3,-3,-1,-3,-8,88,53,18,,,,10.0,7.0,4.0,4,1,,0.0,8,,-1
2014-1-14,10,4,-2,-1,-2,-3,76,65,34,,,,10.0,6.4,4.0,7,1,,0.0,,,-1
2014-1-15,12,5,-2,2,-0,-4,87,57,35,,,,10.0,7.4,4.0,4,1,,0.0,,,-1
2014-1-16,12,6,-1,0,-3,-7,87,53,22,,,,10.0,6.4,4.0,4,1,,0.0,,,-1
2014-1-17,8,6,4,2,-2,-7,57,47,31,,,,10.0,7.6,4.0,4,1,,0.0,,,-1
2014-1-18,10,5,0,3,-3,-6,90,50,32,,,,10.0,5.8,0.2,4,3,,0.0,8,,-1
2014-1-19,11,4,-2,3,-1,-6,57,47,35,,,,10.0,6.3,4.0,4,1,,0.0,,,-1
2014-1-20,13,6,-1,0,-3,-6,52,37,18,,,,10.0,7.4,4.0,4,1,,0.0,,,-1
2014-1-21,4,2,-1,1,-1,-4,87,67,46,,,,10.0,7.0,4.0,22,7,,5.0,8,Rain,-1
2014-1-22,5,4,2,3,2,1,92,88,81,,,,4.0,1.2,0.1,7,3,,3.0,8,,-1
2014-1-23,5,2,0,3,1,-4,92,76,45,,,,10.0,6.0,0.1,11,6,,1.0,8,,-1
2014-1-24,10,6,3,2,-1,-5,71,53,33,,,,10.0,6.6,4.0,7,4,,0.0,,,-1
2014-1-25,13,8,4,2,-0,-3,71,51,40,,,,10.0,6.6,4.0,7,3,,0.0,,,-1
2014-1-26,13,8,3,-2,-7,-17,42,24,7,,,,10.0,7.0,4.0,18,7,,0.0,,,-1
2014-1-27,12,7,2,-1,-5,-10,46,30,18,,,,10.0,7.4,4.0,7,2,,0.0,,,-1
2014-1-28,15,8,2,-1,-7,-15,37,23,8,,,,10.0,7.4,4.0,7,2,,0.0,,,-1
2014-1-29,14,8,3,-2,-7,-10,35,25,9,,,,10.0,7.0,4.0,4,0,,0.0,,,-1
2014-1-30,13,8,2,2,-2,-6,49,38,24,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2014-1-31,15,9,3,-1,-4,-9,47,30,11,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
