GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-6-1,26,21,15,15,12,10,74,45,32,,,,10.0,7.0,4.0,22,5,,6.0,,Thunderstorm,-1
2016-6-2,26,19,12,15,11,8,68,44,34,,,,10.0,6.3,4.0,7,6,,0.0,,,-1
2016-6-3,27,22,17,17,12,7,45,41,34,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2016-6-4,27,22,18,14,11,7,44,37,27,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2016-6-5,29,24,18,12,9,6,39,29,23,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2016-6-6,28,24,19,14,12,9,47,36,31,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2016-6-7,28,24,19,16,12,6,50,39,23,,,,10.0,5.5,4.0,7,3,,0.0,,,-1
2016-6-8,27,22,18,16,12,8,49,43,36,,,,10.0,4.8,4.0,18,4,,9.0,,,-1
2016-6-9,26,20,13,16,13,10,54,44,33,,,,10.0,7.0,4.0,11,4,,0.0,,,-1
2016-6-10,25,20,15,18,14,9,87,65,48,,,,10.0,4.9,4.0,17,4,,9.0,8,Rain-Thunderstorm,-1
2016-6-11,25,20,15,15,13,9,63,53,47,,,,10.0,6.6,4.0,4,0,,0.0,,,-1
2016-6-12,25,20,16,17,15,12,68,58,51,,,,10.0,7.0,4.0,7,1,,0.0,8,Thunderstorm,-1
2016-6-13,26,20,15,16,14,11,58,50,37,,,,10.0,7.0,4.0,7,2,,0.0,8,,-1
2016-6-14,27,22,16,18,16,12,59,55,48,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2016-6-15,27,20,13,21,15,11,95,63,43,,,,4.0,4.0,4.0,17,5,,23.0,8,Thunderstorm,-1
2016-6-16,24,18,12,18,14,10,69,64,54,,,,10.0,6.6,4.0,20,9,,14.0,8,,-1
2016-6-17,25,22,18,19,15,13,78,65,54,,,,10.0,6.6,4.0,7,4,,0.0,8,,-1
2016-6-18,25,22,18,18,15,11,68,60,51,,,,10.0,6.0,4.0,7,5,,0.0,,,-1
2016-6-19,25,22,18,18,17,14,88,70,59,,,,10.0,6.6,4.0,7,3,,9.0,8,Rain,-1
2016-6-20,26,21,16,21,18,15,77,71,63,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2016-6-21,24,20,17,20,17,14,96,75,58,,,,10.0,6.6,4.0,7,5,,12.0,8,Rain-Thunderstorm,-1
2016-6-22,23,19,15,18,14,12,73,63,49,,,,10.0,7.0,4.0,7,3,,3.0,8,,-1
2016-6-23,25,20,16,18,15,10,72,60,52,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2016-6-24,26,22,17,19,16,14,67,58,47,,,,10.0,7.4,4.0,7,3,,0.0,,,-1
2016-6-25,27,23,19,19,16,13,63,54,41,,,,10.0,7.0,4.0,15,6,,2.0,,,-1
2016-6-26,26,22,18,20,14,9,81,51,38,,,,10.0,6.5,0.1,7,2,,0.0,8,,-1
2016-6-27,25,22,18,22,16,12,91,66,46,,,,10.0,5.2,0.1,4,0,,20.0,8,Thunderstorm,-1
2016-6-28,24,19,14,19,16,13,78,68,58,,,,10.0,6.6,4.0,7,2,,2.0,,Rain,-1
2016-6-29,25,20,16,21,18,14,78,72,67,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2016-6-30,27,22,17,22,18,16,78,67,59,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
