GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2012-1-1,11,6,1,-0,-3,-6,49,41,23,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2012-1-2,10,7,4,0,-1,-3,55,46,33,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2012-1-3,11,7,3,0,-2,-4,56,48,33,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2012-1-4,3,2,1,-2,-2,-3,76,65,57,,,,10.0,8.0,4.0,7,4,,1.0,8,Snow,-1
2012-1-5,3,0,-1,-1,-1,-2,88,84,76,,,,10.0,8.0,4.0,7,6,,0.0,8,Snow,-1
2012-1-6,2,1,-3,-0,-2,-3,98,84,66,,,,10.0,5.0,2.0,7,5,,18.0,8,Snow,-1
2012-1-7,-2,-3,-3,-4,-4,-5,84,78,71,,,,10.0,7.0,4.0,4,4,,4.0,8,,-1
2012-1-8,4,1,-2,-0,-2,-4,87,78,62,,,,10.0,8.0,4.0,4,4,,0.0,,,-1
2012-1-9,6,4,0,3,0,-2,88,85,81,,,,10.0,8.0,4.0,4,3,,0.0,,,-1
2012-1-10,6,2,-4,2,-4,-10,87,61,44,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2012-1-11,7,2,-4,-5,-8,-12,46,38,24,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2012-1-12,7,2,-4,1,-4,-11,81,61,44,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2012-1-13,9,3,-3,4,-2,-9,91,65,29,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-1-14,6,4,-1,2,-1,-4,87,76,64,,,,10.0,4.8,0.5,7,5,,5.0,8,,-1
2012-1-15,0,-2,-3,-4,-5,-6,78,75,70,,,,0.1,0.1,0.1,4,2,,15.0,8,Snow,-1
2012-1-16,3,0,-3,-0,-3,-6,89,80,70,,,,10.0,3.5,0.1,0,0,,8.0,8,Snow,-1
2012-1-17,5,2,-2,2,-2,-5,81,74,66,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2012-1-18,5,2,-2,0,-2,-4,100,82,62,,,,10.0,4.5,0.1,6,3,,3.0,8,,-1
2012-1-19,1,-0,-3,-4,-6,-8,76,65,54,,,,10.0,4.5,0.1,7,5,,1.0,8,Snow,-1
2012-1-20,5,2,-2,-4,-6,-9,84,60,44,,,,10.0,4.5,0.1,7,7,,1.0,8,Snow,-1
2012-1-21,5,2,-2,-3,-6,-8,57,47,31,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-1-22,0,-1,-2,-0,-2,-4,100,85,76,,,,4.0,2.1,0.2,7,6,,13.0,8,Snow,-1
2012-1-23,2,0,-1,-2,-2,-2,88,77,66,,,,10.0,6.0,4.0,4,4,,3.0,8,,-1
2012-1-24,7,4,2,0,-1,-2,87,64,43,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-1-25,8,5,2,-1,-2,-3,66,55,42,,,,10.0,7.0,4.0,4,4,,0.0,,,-1
2012-1-26,7,4,1,0,-2,-5,76,59,48,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2012-1-27,8,3,-2,-2,-5,-8,57,44,23,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2012-1-28,9,4,-2,-2,-4,-7,63,47,21,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2012-1-29,10,4,-1,-1,-5,-8,53,39,25,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2012-1-30,10,6,2,-3,-5,-6,41,35,23,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2012-1-31,10,6,3,-5,-6,-9,44,33,25,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
