GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-3-1,12,8,5,-1,-5,-8,33,26,17,,,,10.0,6.0,4.0,26,15,,0.0,,,-1
2013-3-2,18,14,10,-5,-7,-10,16,14,13,,,,10.0,6.0,4.0,7,5,,0.0,,,-1
2013-3-3,20,15,10,6,-1,-5,39,28,21,,,,10.0,6.0,4.0,4,2,,0.0,,,-1
2013-3-4,17,14,10,5,3,-1,47,40,33,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-3-5,18,14,10,6,1,-2,42,33,17,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-3-6,19,14,10,2,0,-1,34,29,16,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-3-7,19,15,11,3,0,-3,36,28,18,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-3-8,18,15,11,4,2,-2,45,34,24,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-3-9,13,12,10,2,-0,-1,44,34,30,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2013-3-10,15,12,9,6,2,-3,56,43,31,,,,10.0,7.0,4.0,11,6,,0.0,8,,-1
2013-3-11,17,13,9,8,4,3,56,47,31,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-3-12,15,12,10,4,3,2,56,45,36,,,,10.0,8.5,4.0,11,2,,0.0,8,,-1
2013-3-13,9,8,6,6,4,3,98,75,61,,,,10.0,6.0,0.1,15,5,,18.0,8,Rain,-1
2013-3-14,6,5,5,5,3,0,100,82,56,,,,10.0,6.0,4.0,18,14,,13.0,8,Rain,-1
2013-3-15,13,10,6,4,1,-2,56,46,32,,,,10.0,6.0,4.0,7,3,,0.0,,,-1
2013-3-16,15,12,8,4,2,-4,69,45,27,,,,10.0,7.0,4.0,15,11,,0.0,,,-1
2013-3-17,14,10,6,3,2,0,64,46,38,,,,10.0,7.0,4.0,4,1,,1.0,8,Rain,-1
2013-3-18,16,12,8,5,2,-2,50,39,32,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-3-19,20,14,9,8,5,2,55,47,24,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-3-20,14,13,10,6,4,1,56,48,34,,,,10.0,7.0,4.0,4,1,,0.0,8,,-1
2013-3-21,16,13,10,8,5,2,56,46,34,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-3-22,18,14,11,6,3,-0,51,39,19,,,,10.0,7.0,4.0,0,0,,0.0,8,,-1
2013-3-23,11,9,7,5,4,3,81,68,50,,,,10.0,8.0,4.0,17,15,,7.0,8,Rain,-1
2013-3-24,8,7,5,4,2,0,90,75,63,,,,10.0,8.0,4.0,11,8,,27.0,8,,-1
2013-3-25,14,9,4,3,1,0,72,51,27,,,,10.0,6.0,4.0,13,5,,0.0,,,-1
2013-3-26,18,13,8,5,3,1,57,43,22,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-3-27,17,12,8,5,3,1,48,41,34,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-3-28,12,10,8,6,3,-1,69,51,27,,,,10.0,7.0,4.0,15,10,,1.0,8,,-1
2013-3-29,16,12,8,6,4,3,61,50,34,,,,10.0,7.0,4.0,7,5,,2.0,,,-1
2013-3-30,17,13,9,10,7,4,63,56,49,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-3-31,19,15,11,7,3,-2,52,37,26,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
