GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-4-1,15,12,8,4,3,2,54,42,32,,,,10.0,7.0,4.0,17,9,,2.0,8,Thunderstorm,-1
2008-4-2,10,8,6,5,3,1,81,61,43,,,,10.0,5.5,4.0,28,12,,9.0,8,Rain-Thunderstorm,-1
2008-4-3,13,10,8,6,5,2,84,66,54,,,,10.0,7.0,4.0,9,5,,0.0,8,,-1
2008-4-4,13,10,8,7,7,6,93,85,77,,,,10.0,6.0,4.0,9,2,,2.0,8,Rain,-1
2008-4-5,9,8,5,6,5,3,99,92,80,,,,4.0,4.0,4.0,24,16,,48.0,8,Rain,-1
2008-4-6,11,8,6,6,4,2,90,71,54,,,,10.0,7.0,4.0,6,3,,0.0,8,,-1
2008-4-7,12,11,10,8,7,6,84,72,63,,,,10.0,8.0,4.0,6,6,,0.0,8,,-1
2008-4-8,14,13,10,10,8,6,74,66,61,,,,10.0,7.0,4.0,9,6,,0.0,8,,-1
2008-4-9,17,16,12,12,9,6,87,72,57,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2008-4-10,10,,10,6,6,6,70,70,70,,,,4.0,4.0,4.0,0,0,,0.0,,,-1
2008-4-11,16,16,14,7,4,1,43,37,31,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2008-4-12,18,14,8,6,4,2,84,52,24,,,,10.0,6.5,2.0,17,8,,9.0,8,Rain,-1
2008-4-13,11,10,6,8,6,2,100,79,64,,,,10.0,4.5,0.1,13,11,,10.0,8,Rain-Thunderstorm,-1
2008-4-14,14,11,8,7,3,1,54,48,43,,,,10.0,7.0,4.0,13,10,,0.0,8,,-1
2008-4-15,17,14,10,1,-0,-3,34,27,21,,,,10.0,6.0,4.0,13,11,,0.0,,,-1
2008-4-16,20,17,14,4,1,-4,31,26,18,,,,10.0,7.0,4.0,6,5,,0.0,,,-1
2008-4-17,20,17,14,9,6,1,44,37,31,,,,10.0,8.0,4.0,6,3,,0.0,,,-1
2008-4-18,21,,19,4,4,4,25,25,25,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2008-4-19,22,18,13,9,4,2,34,31,25,,,,10.0,7.0,4.0,6,5,,0.0,,,-1
2008-4-20,22,21,20,9,8,8,35,34,34,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2008-4-21,22,,22,8,8,8,29,29,29,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2008-4-22,18,,18,5,5,5,33,33,33,,,,4.0,4.0,4.0,13,13,,0.0,,,-1
2008-4-23,23,20,16,5,3,0,29,25,22,,,,10.0,7.0,4.0,13,6,,0.0,,Rain,-1
2008-4-24,20,18,14,4,1,-2,32,25,18,,,,10.0,7.0,4.0,17,9,,0.0,,,-1
2008-4-25,21,18,14,2,1,-1,32,23,18,,,,10.0,7.0,4.0,18,11,,0.0,,,-1
2008-4-26,24,20,15,8,4,-0,33,28,22,,,,10.0,7.0,4.0,13,8,,0.0,,,-1
2008-4-27,23,20,14,7,5,2,32,28,26,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2008-4-28,25,20,16,8,5,1,28,25,22,,,,10.0,7.0,4.0,9,4,,0.0,,,-1
2008-4-29,,,,,,,,,,,,,,,,,,,,,,
2008-4-30,,,,,,,,,,,,,,,,,,,,,,
