GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-4-1,19,16,12,5,4,2,46,39,29,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-4-2,12,10,9,4,4,4,62,56,47,,,,10.0,7.0,4.0,111,25,,4.0,8,Rain-Thunderstorm,-1
2010-4-3,18,14,10,8,6,3,70,56,48,,,,10.0,6.0,4.0,11,6,,1.0,8,,-1
2010-4-4,19,16,12,8,6,2,70,46,36,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-4-5,18,17,12,6,4,2,39,36,34,,,,10.0,8.0,4.0,7,5,,0.0,,,-1
2010-4-6,20,16,12,7,3,1,38,33,22,,,,10.0,7.0,4.0,15,6,,0.0,,,-1
2010-4-7,22,17,12,8,4,-1,34,29,26,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-4-8,23,20,16,10,6,0,38,30,23,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2010-4-9,23,20,17,9,7,5,36,33,28,,,,10.0,7.0,4.0,11,8,,0.0,,,-1
2010-4-10,24,20,16,10,8,5,36,35,33,,,,10.0,5.5,4.0,18,10,,0.0,,,-1
2010-4-11,23,20,17,10,8,6,44,38,35,,,,10.0,7.0,4.0,7,3,,1.0,,,-1
2010-4-12,20,18,16,12,9,7,53,49,43,,,,10.0,7.0,4.0,11,3,,1.0,,,-1
2010-4-13,23,19,15,9,9,8,52,44,38,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2010-4-14,25,20,16,10,7,4,52,35,22,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-4-15,26,22,18,11,9,7,40,36,27,,,,10.0,7.0,4.0,11,3,,0.0,,,-1
2010-4-16,26,22,18,11,10,8,41,35,28,950,950.00,950,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-4-17,26,22,19,14,12,9,40,38,35,,,,10.0,8.0,4.0,4,2,,0.0,,,-1
2010-4-18,23,21,11,14,11,9,84,59,44,,,,10.0,7.0,4.0,15,4,,8.0,8,,-1
2010-4-19,23,19,15,15,13,8,62,57,52,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-4-20,16,14,12,11,10,8,88,74,63,,,,10.0,7.0,4.0,20,7,,17.0,8,Thunderstorm,-1
2010-4-21,19,16,13,13,9,7,81,65,56,,,,10.0,5.5,4.0,17,9,,0.9,,,-1
2010-4-22,18,16,12,10,8,7,64,60,54,,,,10.0,7.0,4.0,11,9,,2.0,,,-1
2010-4-23,19,15,11,9,8,7,70,53,37,,,,10.0,7.0,4.0,22,4,,0.0,,,-1
2010-4-24,21,17,13,6,3,0,55,32,17,,,,10.0,7.0,4.0,18,11,,0.0,,,-1
2010-4-25,23,19,14,10,5,2,37,32,25,,,,10.0,7.0,4.0,18,9,,0.0,,,-1
2010-4-26,24,20,16,9,5,-1,43,28,19,,,,10.0,7.0,4.0,22,14,,0.0,,Rain,-1
2010-4-27,24,21,17,11,8,4,40,36,29,,,,10.0,7.0,4.0,18,12,,0.0,,Thunderstorm,-1
2010-4-28,17,14,11,9,8,8,84,63,48,,,,10.0,7.0,4.0,44,24,,17.0,8,Rain,-1
2010-4-29,22,18,14,10,8,5,52,38,30,,,,10.0,7.0,4.0,15,2,,0.0,,,-1
2010-4-30,19,18,15,10,8,7,52,46,39,,,,10.0,7.0,4.0,15,9,,6.0,8,,-1
