GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2007-12-1,8,8,8,2,-1,-4,54,42,29,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2007-12-2,10,10,7,2,2,1,57,50,43,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-3,8,,8,2,2,2,54,54,54,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-4,9,,9,3,3,3,55,55,55,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-5,15,15,8,-4,-4,-5,30,22,14,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-6,13,13,9,-3,-5,-7,31,22,14,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-7,12,12,9,-1,-2,-4,39,30,20,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-8,12,,12,-2,-2,-2,24,24,24,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2007-12-9,6,6,2,0,-2,-3,87,64,41,,,,10.0,10.0,10.0,6,2,,0.0,8,,-1
2007-12-10,3,2,2,1,1,1,87,87,87,,,,4.0,3.0,2.0,0,0,,1.0,8,,-1
2007-12-11,5,6,2,3,2,0,87,84,81,,,,10.0,6.0,2.0,6,6,,5.0,8,,-1
2007-12-12,4,4,3,1,0,1,81,76,71,,,,10.0,7.0,4.0,6,6,,0.0,8,,-1
2007-12-13,1,0,0,-0,-0,-0,95,92,88,,,,1.0,1.5,1.0,0,0,,11.0,8,Snow,-1
2007-12-14,6,6,5,2,0,-2,72,58,43,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-15,9,9,5,0,-6,-11,63,38,12,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-16,10,10,4,-3,-3,-3,47,37,27,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-17,8,8,8,-8,-10,-11,18,16,14,,,,10.0,10.0,10.0,17,11,,0.0,,,-1
2007-12-18,10,10,8,-12,-12,-12,12,11,10,,,,10.0,10.0,10.0,0,0,,0.0,8,,-1
2007-12-19,11,11,7,-4,-4,-4,31,27,23,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-20,8,8,7,-8,-10,-11,18,16,15,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2007-12-21,8,8,7,0,-2,-4,50,41,32,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-22,14,14,12,-1,-4,-8,27,19,11,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-23,10,,10,-1,-1,-1,33,33,33,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-24,11,11,9,0,0,0,42,38,34,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2007-12-25,11,11,9,3,2,0,55,44,34,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-26,10,10,6,-1,-2,-4,49,38,27,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-27,11,11,7,-3,-5,-7,37,26,16,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2007-12-28,12,12,4,-4,-8,-11,46,28,10,,,,10.0,10.0,10.0,9,6,,0.0,,,-1
2007-12-29,8,8,5,-6,-9,-12,33,22,12,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-30,10,10,5,-12,-18,-25,15,10,4,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2007-12-31,6,,6,-13,-13,-13,13,13,13,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
