GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-3-1,8,6,5,6,4,-1,91,76,43,,,,10.0,4.5,0.1,15,8,,4.0,8,,-1
2010-3-2,15,12,8,3,-2,-4,41,29,20,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-3-3,10,7,2,2,-1,-4,91,56,24,,,,10.0,7.0,4.0,17,8,,1.0,8,,-1
2010-3-4,6,4,2,6,2,-2,89,79,61,,,,10.0,4.5,0.1,9,7,,1.0,8,,-1
2010-3-5,13,8,3,3,-1,-4,62,50,27,,,,10.0,7.0,4.0,9,7,,0.0,,,-1
2010-3-6,10,7,4,3,1,-2,90,64,38,,,,10.0,4.5,0.1,11,8,,8.0,8,Rain,-1
2010-3-7,13,9,5,6,2,-3,80,54,27,,,,10.0,7.0,4.0,11,9,,0.0,,,-1
2010-3-8,17,13,9,6,-2,-7,50,29,14,,,,10.0,7.0,4.0,11,7,,0.0,,,-1
2010-3-9,17,14,10,4,-1,-7,40,26,18,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-3-10,18,15,12,4,-2,-7,37,24,14,,,,10.0,6.0,4.0,15,8,,0.0,,,-1
2010-3-11,18,15,12,2,-0,-4,32,26,21,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2010-3-12,18,14,10,4,2,-1,37,33,27,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-3-13,18,14,11,7,3,0,47,36,27,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2010-3-14,20,16,12,6,0,-3,36,25,18,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-3-15,20,17,14,5,0,-7,33,23,12,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-3-16,21,18,14,8,3,-2,44,30,20,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-3-17,21,18,14,8,5,2,44,35,29,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2010-3-18,22,18,14,8,5,1,36,32,28,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2010-3-19,23,19,15,10,6,3,38,32,26,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-3-20,24,19,14,12,7,2,50,37,24,,,,10.0,7.0,4.0,6,3,,0.0,,,-1
2010-3-21,21,18,15,12,8,3,57,44,33,,,,10.0,8.0,4.0,6,2,,0.0,,,-1
2010-3-22,21,18,15,11,9,6,57,50,42,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2010-3-23,20,18,14,9,8,6,57,46,40,,,,10.0,7.0,4.0,11,4,,0.0,,,-1
2010-3-24,21,18,14,10,8,5,51,44,35,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2010-3-25,23,20,16,8,6,3,37,32,26,,,,10.0,7.0,4.0,18,10,,0.0,,,-1
2010-3-26,21,18,8,9,6,4,69,50,34,,,,10.0,7.0,4.0,37,9,,13.0,8,,-1
2010-3-27,19,16,12,9,7,3,56,48,40,,,,10.0,7.0,4.0,15,8,,0.0,,,-1
2010-3-28,21,17,13,9,7,3,62,41,27,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2010-3-29,21,18,8,7,5,4,69,44,30,,,,10.0,6.0,0.1,11,3,,20.0,8,Rain-Thunderstorm,-1
2010-3-30,18,13,8,9,5,2,69,52,44,,,,10.0,7.0,4.0,11,7,,3.0,,Rain-Thunderstorm,-1
2010-3-31,18,14,10,5,3,1,44,37,33,,,,10.0,7.0,4.0,11,4,,0.0,,,-1
