GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2014-2-1,14,9,4,2,-1,-4,57,41,26,,,,10.0,7.4,4.0,4,2,,0.0,8,,-1
2014-2-2,11,8,4,3,0,-2,65,50,28,,,,10.0,7.0,4.0,7,4,,0.0,8,,-1
2014-2-3,2,0,-1,1,0,-1,100,90,62,,,,10.0,1.8,0.1,7,4,,23.0,8,Rain-Snow,-1
2014-2-4,6,2,-2,2,0,-2,87,75,61,,,,10.0,6.9,0.1,7,4,,0.0,8,,-1
2014-2-5,2,0,-2,0,-0,-3,88,86,76,,,,10.0,6.0,0.1,7,3,,8.0,8,,-1
2014-2-6,3,1,-1,0,-0,-0,100,92,76,,,,10.0,2.6,0.1,18,8,,25.0,8,Snow,-1
2014-2-7,3,1,-1,2,1,-1,99,91,87,,,,10.0,6.3,0.1,7,6,,0.0,8,,-1
2014-2-8,4,2,-1,1,-2,-4,88,71,52,,,,10.0,6.6,4.0,11,4,,0.0,,,-1
2014-2-9,8,4,0,0,-4,-8,56,44,29,,,,10.0,7.0,4.0,15,7,,0.0,,,-1
2014-2-10,4,2,0,-1,-5,-9,70,50,30,,,,10.0,6.6,4.0,7,3,,0.0,8,,-1
2014-2-11,5,1,-3,-0,-2,-3,76,70,48,,,,10.0,6.3,4.0,7,2,,3.0,,Snow,-1
2014-2-12,9,3,-3,-1,-3,-8,76,59,27,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2014-2-13,10,4,-2,-1,-2,-4,76,56,27,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2014-2-14,3,0,-2,1,-0,-2,92,82,66,,,,10.0,3.7,0.5,0,0,,0.0,8,,-1
2014-2-15,4,2,0,2,0,-3,87,82,76,,,,4.0,0.7,0.1,4,1,,0.0,8,,-1
2014-2-16,6,3,0,3,-1,-5,87,71,44,,,,10.0,4.6,0.2,4,1,,10.0,8,,-1
2014-2-17,12,5,-2,-1,-3,-6,53,37,29,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2014-2-18,15,8,2,1,-4,-6,46,32,15,,,,10.0,8.0,4.0,4,2,,0.0,,,-1
2014-2-19,10,6,3,0,-2,-5,55,45,23,,,,10.0,7.0,4.0,4,4,,0.0,8,,-1
2014-2-20,11,6,2,-1,-4,-6,46,36,23,,,,10.0,7.4,4.0,7,3,,0.0,,,-1
2014-2-21,7,5,1,-0,-2,-5,87,52,36,,,,10.0,6.9,0.1,11,4,,2.0,8,Rain,-1
2014-2-22,3,2,0,2,0,-1,92,81,70,,,,10.0,4.7,0.1,7,6,,2.0,8,Rain,-1
2014-2-23,10,6,1,4,-1,-3,69,52,37,,,,10.0,7.0,4.0,11,6,,0.0,,,-1
2014-2-24,12,8,4,0,-1,-2,56,46,30,,,,10.0,6.6,4.0,11,4,,0.0,,,-1
2014-2-25,12,8,4,1,-1,-3,64,44,27,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2014-2-26,10,6,3,2,-1,-2,71,54,36,,,,10.0,7.0,4.0,11,1,,0.0,8,,-1
2014-2-27,5,3,1,0,-1,-2,87,70,61,,,,10.0,5.7,4.0,7,4,,1.0,8,Rain-Snow,-1
2014-2-28,10,5,0,0,-1,-4,81,66,36,,,,10.0,6.3,4.0,4,1,,6.0,8,Rain-Thunderstorm,-1
