GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-7-1,23,,20,17,17,17,77,77,77,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-7-2,22,,22,18,18,18,68,68,68,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-7-3,25,24,22,16,16,15,63,55,47,,,,10.0,10.0,10.0,6,4,,0.0,8,Thunderstorm,-1
2005-7-4,22,,20,15,15,15,63,63,63,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-7-5,22,22,20,16,15,14,78,66,55,,,,10.0,10.0,10.0,6,4,,3.0,,,-1
2005-7-6,20,19,19,17,16,16,83,80,78,,,,10.0,5.0,0.1,6,4,,0.0,8,,-1
2005-7-7,25,22,18,18,16,13,67,61,55,,,,10.0,10.0,10.0,6,3,,0.0,,,-1
2005-7-8,24,21,21,20,20,20,94,85,76,,,,10.0,5.0,0.0,0,0,,0.0,8,,-1
2005-7-9,19,,19,14,14,14,67,67,67,,,,10.0,10.0,10.0,6,6,,32.0,,,-1
2005-7-10,18,17,17,17,17,17,98,98,98,,,,0.0,0.0,0.0,6,2,,44.0,8,Rain,-1
2005-7-11,18,,18,16,16,16,86,86,86,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2005-7-12,20,19,18,18,17,16,96,92,89,,,,4.0,1.4,0.1,0,0,,0.0,8,,-1
2005-7-13,20,19,18,17,16,16,89,84,78,,,,10.0,7.0,4.0,0,0,,0.0,8,,-1
2005-7-14,21,18,16,19,17,14,94,90,86,,,,4.0,1.4,0.1,4,1,,0.0,8,Rain,-1
2005-7-15,21,16,16,20,17,14,92,86,80,,,,4.0,2.0,0.1,0,0,,0.0,8,,-1
2005-7-16,23,20,16,20,18,14,83,82,80,,,,4.0,1.5,0.1,6,1,,0.0,8,,-1
2005-7-17,19,17,17,18,16,15,89,87,85,,,,10.0,7.0,4.0,0,0,,3.0,,Thunderstorm,-1
2005-7-18,22,20,17,20,18,15,88,85,83,,,,10.0,6.7,0.2,0,0,,18.0,8,,-1
2005-7-19,23,20,18,20,19,17,96,91,88,,,,0.1,0.1,0.1,0,0,,0.0,8,,-1
2005-7-20,24,20,18,19,16,12,78,69,62,,,,10.0,10.0,10.0,6,3,,0.0,,,-1
2005-7-21,22,18,18,19,18,16,90,84,77,,,,10.0,7.0,4.0,4,1,,0.0,8,,-1
2005-7-22,22,,22,20,20,20,81,81,81,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-7-23,24,18,18,17,16,16,90,84,78,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-7-24,23,22,22,20,18,17,86,77,68,,,,2.0,1.0,0.1,0,0,,0.0,8,,-1
2005-7-25,23,22,22,20,20,20,86,84,82,,,,1.0,0.5,0.1,0,0,,0.0,8,,-1
2005-7-26,,,,,,,,,,,,,,,,,,,,,,
2005-7-27,,,,,,,,,,,,,,,,,,,,,,
2005-7-28,,,,,,,,,,,,,,,,,,,,,,
2005-7-29,,,,,,,,,,,,,,,,,,,,,,
2005-7-30,,,,,,,,,,,,,,,,,,,,,,
2005-7-31,,,,,,,,,,,,,,,,,,,,,,
