GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-7-1,22,18,14,16,14,12,86,74,51,,,,10.0,7.0,4.0,7,5,,30.0,8,,-1
2011-7-2,22,17,17,18,16,14,74,73,72,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2011-7-3,22,19,16,18,16,14,86,76,63,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-7-4,24,20,16,16,15,14,80,71,54,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2011-7-5,25,20,16,18,16,13,75,66,55,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-7-6,24,20,17,19,17,13,72,71,69,,,,10.0,6.0,0.2,4,2,,0.0,,,-1
2011-7-7,22,20,18,18,16,15,90,80,65,,,,10.0,3.6,0.5,0,0,,45.0,8,,-1
2011-7-8,20,18,16,17,14,10,92,76,54,,,,10.0,3.5,0.1,7,3,,10.0,8,Rain-Thunderstorm,-1
2011-7-9,21,18,16,17,15,13,80,75,67,,,,10.0,7.0,4.0,7,2,,10.0,,,-1
2011-7-10,22,19,16,15,15,15,86,78,68,,,,10.0,6.0,4.0,4,1,,0.0,,,-1
2011-7-11,24,20,16,19,17,14,89,82,71,,,,10.0,7.0,4.0,7,3,,0.3,,,-1
2011-7-12,24,21,18,20,18,16,90,80,76,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2011-7-13,24,22,19,22,20,18,94,87,80,,,,10.0,6.0,0.1,4,1,,2.0,8,,-1
2011-7-14,22,20,18,19,17,14,98,83,72,,,,10.0,7.0,4.0,7,4,,21.0,8,Rain-Thunderstorm,-1
2011-7-15,22,20,17,20,18,15,89,86,80,,,,4.0,2.1,0.1,4,1,,0.0,8,,-1
2011-7-16,20,17,14,15,14,12,81,74,68,,,,10.0,8.0,4.0,11,6,,27.0,8,,-1
2011-7-17,23,20,16,19,17,14,86,80,73,,,,10.0,4.5,0.1,7,3,,0.0,8,,-1
2011-7-18,22,20,17,20,17,15,88,82,72,,,,4.0,2.0,0.1,4,1,,0.0,8,,-1
2011-7-19,25,22,18,19,16,14,78,69,60,,,,10.0,6.0,4.0,4,4,,0.0,,,-1
2011-7-20,25,21,17,20,18,15,85,75,62,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2011-7-21,23,22,18,21,20,18,96,91,88,,,,4.0,1.4,0.1,4,2,,1.0,8,,-1
2011-7-22,24,23,18,21,19,16,93,88,82,,,,4.0,1.0,0.1,0,0,,0.0,8,Rain,-1
2011-7-23,25,21,17,21,19,15,88,83,71,,,,10.0,2.5,0.1,4,1,,0.0,8,,-1
2011-7-24,22,20,19,20,19,18,95,91,88,,,,0.1,0.1,0.1,0,0,,36.0,8,,-1
2011-7-25,20,19,18,18,17,17,100,97,96,,,,0.1,0.1,0.1,0,0,,16.0,8,,-1
2011-7-26,19,18,17,18,17,15,98,89,79,,,,10.0,4.7,0.1,4,1,,4.0,8,Rain,-1
2011-7-27,22,20,18,20,18,16,90,86,83,,,,10.0,4.6,0.5,4,1,,0.0,8,,-1
2011-7-28,22,20,18,20,18,16,88,85,82,,,,4.0,2.3,0.5,4,3,,0.0,8,,-1
2011-7-29,23,18,15,19,16,14,93,76,57,,,,10.0,8.0,4.0,7,6,,23.0,8,Rain,-1
2011-7-30,23,20,18,19,17,15,88,79,67,,,,4.0,2.1,0.2,7,1,,1.0,8,,-1
2011-7-31,24,20,17,20,17,13,82,74,54,,,,10.0,4.6,0.5,11,4,,0.0,8,,-1
