GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2011-8-1,25,22,18,20,17,15,78,70,55,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2011-8-2,25,22,18,20,18,15,83,73,59,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2011-8-3,23,22,20,20,19,18,88,87,86,,,,0.1,0.1,0.1,4,1,,0.0,8,,-1
2011-8-4,20,19,17,19,17,15,96,92,85,,,,4.0,1.0,0.1,4,1,,24.0,8,,-1
2011-8-5,23,20,16,19,17,14,89,83,76,,,,4.0,2.0,0.1,0,0,,0.0,8,,-1
2011-8-6,23,20,17,21,18,15,88,87,85,,,,4.0,2.7,0.1,7,1,,0.0,8,,-1
2011-8-7,38,28,18,26,19,13,96,69,43,996,996.00,996,10.0,6.0,4.0,11,6,,15.0,8,Rain-Thunderstorm,-1
2011-8-8,24,20,17,19,16,14,96,82,74,,,,10.0,4.5,0.1,7,2,,4.0,8,,-1
2011-8-9,22,19,16,19,17,14,89,85,83,,,,10.0,7.0,4.0,0,0,,0.0,8,,-1
2011-8-10,22,20,17,20,18,15,95,89,83,,,,10.0,4.5,0.1,4,1,,11.0,8,,-1
2011-8-11,21,19,17,19,17,16,94,91,89,,,,10.0,4.5,0.1,11,6,,2.0,8,Rain-Thunderstorm,-1
2011-8-12,21,18,15,17,14,10,91,75,58,,,,10.0,6.0,0.1,26,10,,29.0,8,Rain,-1
2011-8-13,22,18,14,18,16,13,89,82,71,,,,10.0,4.5,0.1,7,2,,0.0,8,,-1
2011-8-14,21,19,17,18,15,12,85,73,59,,,,10.0,7.0,4.0,11,6,,8.0,8,Rain-Thunderstorm,-1
2011-8-15,21,18,15,19,15,10,89,77,63,,,,4.0,2.0,0.1,7,6,,29.0,8,Thunderstorm,-1
2011-8-16,22,18,16,17,15,12,83,76,68,,,,10.0,4.7,0.1,4,3,,0.0,8,Thunderstorm,-1
2011-8-17,22,19,16,18,15,13,92,76,62,,,,10.0,4.5,0.1,15,9,,1.0,8,Thunderstorm,-1
2011-8-18,22,19,16,18,16,14,83,81,79,,,,4.0,2.0,0.1,7,4,,0.0,8,,-1
2011-8-19,20,18,15,17,15,13,92,86,78,,,,10.0,7.0,4.0,7,5,,7.0,,,-1
2011-8-20,21,18,16,18,16,13,89,82,74,,,,4.0,3.0,0.1,4,3,,0.0,8,,-1
2011-8-21,22,19,16,20,17,13,96,87,77,,,,4.0,1.0,0.1,0,0,,0.0,8,,-1
2011-8-22,23,20,16,20,18,14,88,86,80,,,,0.1,0.1,0.1,4,1,,0.0,8,,-1
2011-8-23,23,20,18,20,18,16,94,91,88,,,,4.0,2.7,0.1,0,0,,0.0,8,,-1
2011-8-24,22,20,19,21,19,18,95,90,88,,,,4.0,2.0,0.1,4,1,,1.0,8,Rain-Thunderstorm,-1
2011-8-25,21,20,18,20,18,16,94,91,88,,,,4.0,1.4,0.1,0,0,,9.0,8,,-1
2011-8-26,22,20,17,20,18,16,92,87,83,,,,4.0,2.0,0.1,7,1,,0.0,8,,-1
2011-8-27,21,20,18,19,18,17,96,94,91,,,,4.0,3.0,0.1,4,2,,5.0,8,,-1
2011-8-28,19,18,16,18,17,15,100,96,92,,,,4.0,1.5,0.5,4,3,,35.0,8,Rain,-1
2011-8-29,23,20,16,18,17,14,88,82,71,,,,10.0,7.0,4.0,7,3,,0.0,,,-1
2011-8-30,23,20,17,20,18,15,89,82,76,,,,10.0,4.6,0.5,4,2,,0.0,8,,-1
2011-8-31,23,20,17,20,18,16,92,86,76,,,,4.0,2.0,0.1,4,3,,0.0,8,,-1
