GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-6-1,22,21,21,17,16,16,76,70,63,,,,10.0,10.0,10.0,6,4,,1.0,,,-1
2004-6-2,24,24,19,16,14,13,58,54,51,,,,10.0,10.0,10.0,6,4,,0.3,,,-1
2004-6-3,22,20,20,15,15,15,63,61,59,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-6-4,29,22,22,15,15,15,55,44,32,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-6-5,21,21,21,15,14,13,61,58,54,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2004-6-6,22,21,21,13,13,13,54,54,54,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-6-7,22,22,18,13,12,12,67,55,43,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-6-8,22,22,21,13,12,10,54,45,36,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-6-9,23,,22,14,14,14,51,51,51,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-6-10,26,,24,15,15,15,47,47,47,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2004-6-11,26,,26,16,16,16,44,44,44,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2004-6-12,,,,,,,,,,,,,,,,,,,,,,
2004-6-13,,,,,,,,,,,,,,,,,,,,,,
2004-6-14,,,,,,,,,,,,,,,,,,,,,,
2004-6-15,,,,,,,,,,,,,,,,,,,,,,
2004-6-16,,,,,,,,,,,,,,,,,,,,,,
2004-6-17,,,,,,,,,,,,,,,,,,,,,,
2004-6-18,,,,,,,,,,,,,,,,,,,,,,
2004-6-19,,,,,,,,,,,,,,,,,,,,,,
2004-6-20,,,,,,,,,,,,,,,,,,,,,,
2004-6-21,,,,,,,,,,,,,,,,,,,,,,
2004-6-22,,,,,,,,,,,,,,,,,,,,,,
2004-6-23,,,,,,,,,,,,,,,,,,,,,,
2004-6-24,,,,,,,,,,,,,,,,,,,,,,
2004-6-25,,,,,,,,,,,,,,,,,,,,,,
2004-6-26,,,,,,,,,,,,,,,,,,,,,,
2004-6-27,,,,,,,,,,,,,,,,,,,,,,
2004-6-28,,,,,,,,,,,,,,,,,,,,,,
2004-6-29,,,,,,,,,,,,,,,,,,,,,,
2004-6-30,,,,,,,,,,,,,,,,,,,,,,
