GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-4-1,15,,15,6,6,6,42,42,42,,,,10.0,10.0,10.0,0,0,,2.0,,,-1
2006-4-2,18,18,16,4,3,2,30,30,29,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-4-3,17,10,10,3,2,2,49,38,28,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2006-4-4,23,16,11,5,3,-0,57,31,15,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-4-5,22,,17,5,5,5,32,32,32,,,,10.0,10.0,10.0,17,17,,0.0,8,,-1
2006-4-6,10,10,7,8,7,6,93,89,84,,,,4.0,3.3,2.0,6,6,,32.0,8,Rain,-1
2006-4-7,13,9,5,4,1,-3,72,48,27,,,,10.0,8.0,4.0,9,7,,0.0,8,,-1
2006-4-8,13,,13,0,0,0,30,30,30,,,,10.0,10.0,10.0,56,22,,0.0,,,-1
2006-4-9,15,10,6,3,-0,-4,35,33,31,,,,10.0,10.0,10.0,9,4,,0.0,,,-1
2006-4-10,17,16,15,3,2,2,33,30,27,,,,10.0,7.0,4.0,6,1,,0.0,,,-1
2006-4-11,18,9,9,2,1,0,42,41,40,,,,10.0,7.0,4.0,9,3,,0.0,8,,-1
2006-4-12,17,,15,6,6,6,42,42,42,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-4-13,18,,14,4,4,4,41,41,41,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-4-14,18,18,16,7,6,6,39,39,39,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-4-15,18,13,8,9,5,2,69,50,36,,,,10.0,8.0,4.0,20,6,,0.0,,,-1
2006-4-16,19,14,9,10,7,5,69,52,43,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-4-17,19,,19,9,9,9,40,40,40,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-4-18,17,,17,10,10,10,54,54,54,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-4-19,22,16,12,11,9,7,61,48,42,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-4-20,22,22,20,12,12,12,46,44,43,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-4-21,24,18,14,11,10,7,52,44,40,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2006-4-22,25,20,16,7,3,1,43,23,13,,,,10.0,8.0,4.0,4,1,,0.0,,,-1
2006-4-23,26,,26,3,3,3,14,14,14,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2006-4-24,27,22,18,2,0,-1,17,14,12,,,,10.0,8.0,4.0,6,3,,0.0,,,-1
2006-4-25,28,27,23,-0,-1,-2,11,10,9,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-4-26,27,26,24,8,8,7,22,22,22,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-4-27,22,18,18,8,6,5,34,34,33,,,,10.0,10.0,10.0,9,6,,0.0,8,,-1
2006-4-28,,,,,,,,,,,,,,,,,,,,,,
2006-4-29,,,,,,,,,,,,,,,,,,,,,,
2006-4-30,,,,,,,,,,,,,,,,,,,,,,
