GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-9-1,14,,14,14,14,14,100,100,100,,,,4.0,4.0,4.0,4,4,,1.0,8,Rain,-1
2006-9-2,18,,16,13,13,13,74,74,74,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-9-3,21,18,15,16,13,9,90,70,57,,,,10.0,8.0,4.0,9,7,,0.0,,,-1
2006-9-4,25,16,16,18,13,8,68,58,48,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2006-9-5,24,24,21,20,18,16,76,72,68,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-9-6,24,20,16,19,16,10,82,66,53,,,,10.0,8.0,4.0,9,2,,0.0,,,-1
2006-9-7,24,20,16,20,18,14,82,79,76,,,,10.0,8.0,4.0,9,2,,0.0,,,-1
2006-9-8,23,18,16,19,17,13,83,80,74,,,,4.0,1.8,0.5,9,5,,0.0,,,-1
2006-9-9,24,16,16,19,17,15,86,76,67,,,,10.0,7.0,4.0,9,8,,0.0,,,-1
2006-9-10,20,,20,18,18,18,88,88,88,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-9-11,20,20,18,19,18,16,95,89,83,,,,10.0,5.0,0.1,6,4,,0.0,8,Rain-Thunderstorm,-1
2006-9-12,21,14,14,16,14,13,94,81,68,,,,10.0,7.0,4.0,0,0,,1.0,8,,-1
2006-9-13,17,16,16,15,15,15,93,86,80,,,,10.0,7.0,4.0,6,2,,0.0,8,,-1
2006-9-14,22,16,16,17,16,15,93,88,83,,,,4.0,3.0,2.0,6,2,,0.0,8,,-1
2006-9-15,22,18,16,18,16,14,89,86,83,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2006-9-16,22,19,16,18,17,14,80,76,72,,,,10.0,6.0,4.0,9,9,,0.0,,,-1
2006-9-17,20,16,16,18,16,15,92,84,77,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2006-9-18,23,18,16,16,15,14,92,80,68,,,,10.0,6.0,4.0,9,6,,9.0,8,Rain-Thunderstorm,-1
2006-9-19,22,15,15,8,4,1,52,36,20,,,,10.0,7.0,4.0,13,9,,0.0,,,-1
2006-9-20,23,,23,14,14,14,50,50,50,1046,1046.00,1046,10.0,10.0,10.0,167,59,,0.0,,,-1
2006-9-21,20,16,12,12,9,4,62,53,47,,,,10.0,8.0,4.0,6,3,,0.0,8,Rain-Thunderstorm,-1
2006-9-22,22,22,19,15,12,10,72,54,36,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2006-9-23,22,22,20,14,12,11,58,48,38,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2006-9-24,23,,18,11,11,11,57,57,57,,,,10.0,10.0,10.0,9,9,,0.0,,,-1
2006-9-25,22,,19,12,12,12,57,57,57,,,,10.0,10.0,10.0,6,6,,0.0,8,,-1
2006-9-26,22,20,19,12,12,11,53,49,45,,,,10.0,10.0,10.0,6,2,,0.0,,,-1
2006-9-27,23,14,10,13,9,6,58,52,43,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2006-9-28,25,16,16,10,8,5,44,41,38,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2006-9-29,18,,18,-1,-1,-1,17,17,17,,,,4.0,4.0,4.0,4,4,,0.0,,,-1
2006-9-30,,,,,,,,,,,,,,,,,,,,,,
