GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-11-1,16,12,8,6,4,3,61,54,42,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-11-2,15,11,7,3,2,0,65,47,32,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-11-3,16,12,7,5,2,-1,57,50,37,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-11-4,17,13,9,4,1,-1,45,38,34,,,,10.0,6.0,4.0,4,3,,0.0,,,-1
2013-11-5,15,12,8,7,3,-1,61,45,33,,,,10.0,8.0,4.0,4,3,,0.0,8,,-1
2013-11-6,14,11,7,7,6,6,89,77,55,,,,10.0,3.5,0.1,7,2,,2.0,8,Rain,-1
2013-11-7,6,4,4,3,2,2,91,86,81,,,,10.0,5.5,4.0,18,14,,9.0,8,Rain,-1
2013-11-8,7,6,4,4,3,2,81,81,80,,,,10.0,6.0,4.0,0,0,,0.0,,,-1
2013-11-9,12,8,4,4,3,2,81,67,41,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-11-10,15,10,4,2,1,-2,81,48,28,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-11-11,15,10,6,-1,-1,-1,49,37,23,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2013-11-12,14,10,6,1,-1,-3,43,38,31,,,,10.0,7.0,4.0,7,2,,0.0,,,-1
2013-11-13,13,10,6,0,-2,-4,49,38,26,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-11-14,13,8,4,-1,-3,-4,46,35,21,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-11-15,15,10,4,0,-3,-6,39,31,21,,,,10.0,7.0,4.0,7,4,,0.0,,,-1
2013-11-16,16,10,5,3,-1,-6,46,34,27,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-11-17,16,12,7,2,-0,-2,44,35,21,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2013-11-18,19,14,8,-1,-3,-7,35,24,16,,,,10.0,7.0,4.0,4,4,,0.0,,,-1
2013-11-19,20,16,11,2,-3,-7,21,18,16,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-11-20,19,14,9,0,-4,-7,27,21,18,,,,10.0,7.0,4.0,4,1,,0.0,,,-1
2013-11-21,16,12,9,2,-5,-9,40,25,16,,,,10.0,6.0,4.0,7,5,,0.0,,,-1
2013-11-22,17,14,10,-1,-4,-8,21,19,17,,,,10.0,8.0,4.0,7,6,,0.0,,,-1
2013-11-23,17,14,11,4,-1,-7,44,28,16,,,,10.0,7.0,4.0,4,2,,0.0,,,-1
2013-11-24,17,14,9,1,-3,-7,26,22,21,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2013-11-25,17,12,8,4,-1,-8,51,32,18,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-11-26,17,12,8,2,-2,-6,44,29,20,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2013-11-27,16,12,8,2,-1,-5,47,36,26,,,,10.0,7.0,4.0,7,5,,0.0,,,-1
2013-11-28,15,10,5,2,-0,-2,47,39,25,,,,10.0,7.0,4.0,7,6,,0.0,,,-1
2013-11-29,18,12,7,0,-1,-3,42,31,16,,,,10.0,7.0,4.0,7,1,,0.0,,,-1
2013-11-30,20,13,6,0,-1,-2,43,31,13,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
