PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2008-7-1,26,18,17,18,17,15,90,75,55,,,,10.0,4.5,0.1,6,4,,0.0,8,,-1
2008-7-2,24,21,18,20,18,15,96,78,67,,,,10.0,5.5,4.0,6,4,,0.0,,,-1
2008-7-3,22,21,20,20,19,16,94,85,73,,,,10.0,3.6,0.1,4,2,,0.0,8,,-1
2008-7-4,22,20,17,21,19,14,93,85,72,,,,4.0,1.1,0.1,7,2,,14.0,8,Thunderstorm,-1
2008-7-5,23,19,18,21,19,17,95,90,88,,,,10.0,3.5,0.1,0,0,,0.0,8,,-1
2008-7-6,20,18,17,18,17,16,95,91,88,,,,10.0,3.5,0.1,4,1,,25.0,8,Thunderstorm,-1
2008-7-7,22,20,17,18,17,16,92,84,68,,,,10.0,3.5,0.1,6,4,,0.0,8,,-1
2008-7-8,22,18,17,17,16,16,96,87,70,,,,10.0,6.0,0.1,6,3,,6.0,8,Rain,-1
2008-7-9,20,18,18,18,16,14,89,82,74,,,,10.0,4.8,0.5,0,0,,0.0,8,,-1
2008-7-10,24,20,17,20,17,15,90,83,67,,,,10.0,6.1,0.5,6,4,,0.0,8,Rain,-1
2008-7-11,21,19,18,19,18,16,96,87,83,,,,10.0,3.7,0.5,6,4,,0.0,8,,-1
2008-7-12,20,17,16,17,16,16,92,87,83,,,,4.0,3.1,0.5,6,4,,1.0,8,Rain,-1
2008-7-13,20,18,16,18,16,13,95,82,74,,,,4.0,2.0,0.0,6,4,,1.0,8,,-1
2008-7-14,22,17,16,18,15,13,90,80,62,,,,10.0,6.0,0.0,6,2,,1.0,8,,-1
2008-7-15,21,19,17,20,18,15,88,84,80,,,,10.0,3.5,0.1,6,5,,0.0,8,,-1
2008-7-16,22,18,17,20,18,16,92,90,89,,,,4.0,2.0,0.1,6,3,,59.0,8,Rain,-1
2008-7-17,22,20,19,21,19,18,95,92,88,,,,4.0,2.0,0.1,4,2,,19.0,8,Rain,-1
2008-7-18,24,20,16,19,16,12,86,72,57,,,,10.0,7.0,4.0,6,4,,1.0,8,Thunderstorm,-1
2008-7-19,22,20,18,19,18,16,83,80,76,,,,10.0,5.5,4.0,6,2,,4.0,8,Rain,-1
2008-7-20,21,18,18,18,17,16,89,85,83,,,,4.0,3.2,1.0,4,1,,18.0,8,,-1
2008-7-21,22,17,16,16,15,15,86,80,72,,,,4.0,4.0,4.0,4,3,,32.0,8,Thunderstorm,-1
2008-7-22,23,20,17,19,16,13,77,72,69,,,,10.0,5.5,4.0,6,3,,0.0,,,-1
2008-7-23,22,18,18,20,17,13,71,68,64,,,,10.0,7.0,4.0,46,10,,0.0,,,-1
2008-7-24,26,22,18,19,15,10,71,57,48,,,,10.0,7.0,4.0,6,5,,0.0,,,-1
2008-7-25,22,20,18,19,18,14,89,79,74,,,,10.0,5.5,4.0,6,6,,16.0,,,-1
2008-7-26,24,20,17,19,14,11,78,60,40,,,,10.0,7.6,4.0,6,4,,0.0,8,,-1
2008-7-27,22,20,18,20,16,13,80,72,62,,,,10.0,7.0,4.0,4,3,,0.0,,,-1
2008-7-28,21,19,18,19,16,14,88,76,67,,,,10.0,4.5,0.1,0,0,,0.0,8,,-1
2008-7-29,23,28,17,20,18,15,85,66,18,,,,4.0,3.0,0.1,0,0,,0.0,8,,-1
2008-7-30,23,20,18,21,19,17,96,92,88,,,,10.0,3.5,0.1,6,2,,4.0,8,,-1
2008-7-31,20,20,20,19,19,19,96,95,94,,,,0.0,0.0,0.0,6,3,,2.0,8,,-1
