GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2005-9-1,24,24,23,20,20,20,80,76,71,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-9-2,24,19,16,21,19,15,86,84,81,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2005-9-3,22,19,16,19,10,-2,86,58,11,,,,10.0,8.0,4.0,0,0,,0.0,,,-1
2005-9-4,20,16,16,19,16,14,94,90,87,,,,4.0,2.0,0.1,0,0,,0.0,8,,-1
2005-9-5,22,20,20,20,20,19,91,90,88,,,,0.1,0.1,0.1,6,4,,0.0,8,,-1
2005-9-6,21,,21,18,18,18,77,77,77,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-9-7,24,19,16,19,17,14,91,86,82,,,,10.0,4.7,0.1,0,0,,18.0,8,,-1
2005-9-8,24,20,16,20,18,14,88,82,71,,,,10.0,6.0,4.0,6,1,,0.0,8,,-1
2005-9-9,22,22,18,18,18,17,89,78,68,,,,10.0,10.0,10.0,6,4,,10.0,8,,-1
2005-9-10,19,18,17,16,16,15,86,84,83,,,,10.0,10.0,10.0,6,4,,0.0,8,,-1
2005-9-11,22,22,16,16,14,13,75,67,59,,,,10.0,10.0,10.0,6,4,,5.0,,,-1
2005-9-12,21,18,15,16,15,13,90,85,78,,,,10.0,8.0,4.0,6,6,,0.0,8,,-1
2005-9-13,20,16,16,16,14,13,81,74,68,,,,10.0,7.0,4.0,6,2,,0.0,,,-1
2005-9-14,18,,18,17,17,17,89,89,89,,,,0.2,0.2,0.2,0,0,,0.0,8,,-1
2005-9-15,24,24,21,18,17,16,77,66,54,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-9-16,20,16,16,17,16,14,86,84,83,,,,10.0,7.0,4.0,0,0,,0.0,,,-1
2005-9-17,22,17,12,17,15,11,91,81,63,,,,10.0,4.7,0.1,6,1,,0.0,8,,-1
2005-9-18,24,18,14,13,13,12,80,61,46,,,,10.0,8.0,4.0,6,1,,0.0,,,-1
2005-9-19,26,20,15,17,15,12,74,65,48,,,,10.0,10.0,10.0,0,0,,0.0,,,-1
2005-9-20,24,,24,18,18,18,67,67,67,,,,10.0,10.0,10.0,6,6,,0.0,,,-1
2005-9-21,22,18,15,16,14,12,78,73,68,,,,10.0,8.0,4.0,6,1,,5.0,,,-1
2005-9-22,23,23,19,13,14,13,62,54,46,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-9-23,27,14,14,15,13,11,74,56,38,,,,10.0,6.0,2.0,6,2,,0.0,,,-1
2005-9-24,20,16,15,16,15,13,87,81,73,,,,10.0,4.0,0.1,0,0,,0.0,8,,-1
2005-9-25,21,14,14,12,10,8,87,66,44,,,,10.0,6.0,2.0,0,0,,0.0,,,-1
2005-9-26,23,22,19,16,15,14,63,62,62,,,,10.0,10.0,10.0,6,4,,0.0,,,-1
2005-9-27,23,18,14,14,12,11,74,62,51,,,,10.0,7.3,2.0,6,1,,0.0,,,-1
2005-9-28,22,18,14,14,13,11,74,60,47,,,,10.0,7.3,2.0,0,0,,0.0,,,-1
2005-9-29,,,,,,,,,,,,,,,,,,,,,,
2005-9-30,,,,,,,,,,,,,,,,,,,,,,
