
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2010-12-1,25,18,10,9,7,3,82,54,29,1015,1014,1012,6,4,1,11,2,,0.00,0,,268
2010-12-2,24,17,11,8,6,0,82,53,22,1018,1015,1014,4,4,1,14,2,,0.00,0,,295
2010-12-3,23,17,10,8,6,4,76,54,31,1019,1017,1016,5,4,2,11,2,,0.00,0,,272
2010-12-4,22,14,8,9,6,3,94,57,29,1018,1016,1013,4,4,1,13,2,,0.00,0,,308
2010-12-5,22,14,8,11,8,6,87,65,43,1016,1015,1013,4,4,1,11,2,,0.00,0,,354
2010-12-6,23,14,7,12,9,5,93,64,41,1018,1016,1014,4,3,1,10,2,,0.00,0,,337
2010-12-7,23,16,8,10,8,0,87,65,30,1018,1016,1015,4,3,1,10,3,,0.00,0,,344
2010-12-8,22,14,8,9,7,6,88,64,38,1016,1013,1011,4,3,1,11,3,,0.00,0,,312
2010-12-9,20,14,8,8,7,6,87,61,40,1014,1012,1011,4,3,1,8,3,,0.00,0,,55
2010-12-10,21,13,7,10,8,5,87,68,43,1013,1011,1009,4,2,1,6,2,,0.00,0,,342
2010-12-11,24,14,6,10,7,4,93,64,34,1011,1009,1008,4,3,1,14,5,,0.00,0,,274
2010-12-12,22,14,8,10,8,5,82,68,46,1009,1008,1006,4,4,3,16,5,,0.00,2,,274
2010-12-13,23,16,8,10,8,6,88,64,38,1015,1012,1009,7,4,1,11,3,,0.00,2,,139
2010-12-14,21,14,8,11,8,5,87,64,46,1017,1015,1013,4,4,0,10,2,,0.00,0,,346
2010-12-15,22,14,7,10,8,5,87,65,38,1017,1015,1013,4,3,0,13,2,,0.00,0,,270
2010-12-16,21,13,7,10,8,5,87,72,46,1017,1015,1014,4,2,1,11,2,,0.00,0,,261
2010-12-17,19,13,7,12,8,5,87,77,60,1018,1016,1015,3,2,0,8,2,,0.00,0,,42
2010-12-18,21,13,7,10,7,5,93,70,35,1017,1016,1015,5,3,0,14,3,,0.00,0,Fog,292
2010-12-19,22,13,5,8,6,3,87,61,33,1021,1019,1017,4,4,1,13,3,,0.00,0,,315
2010-12-20,22,14,7,7,5,2,87,60,27,1022,1019,1015,6,4,3,19,6,,0.00,0,,275
2010-12-21,22,13,5,6,4,2,87,59,30,1016,1014,1012,4,3,1,13,3,,0.00,0,,268
2010-12-22,21,13,5,10,7,3,100,72,43,1012,1011,1009,4,3,0,11,2,,0.00,0,Fog,160
2010-12-23,18,11,4,11,8,4,100,83,64,1014,1012,1010,3,1,0,13,5,,0.00,0,Fog,42
2010-12-24,19,12,5,10,7,3,93,71,52,1017,1015,1013,3,2,1,10,5,,0.00,0,,30
2010-12-25,21,13,6,10,6,2,93,67,32,1015,1014,1012,4,2,0,14,2,,0.00,1,Fog,277
2010-12-26,19,13,7,8,6,4,93,66,43,1017,1015,1013,4,2,1,10,2,,0.00,2,Fog,337
2010-12-27,19,12,5,10,6,3,88,73,45,1019,1017,1015,4,3,0,10,2,,0.00,0,,8
2010-12-28,21,12,4,7,5,3,93,65,33,1020,1016,1000,4,2,1,148,5,,0.00,0,Fog,342
2010-12-29,30,18,6,11,5,3,94,63,20,1017,1016,1013,4,3,1,14,2,,0.00,3,Rain-Thunderstorm,82
2010-12-30,13,11,9,12,10,7,100,91,82,1015,1013,1010,4,2,0,14,5,,0.00,6,Fog-Rain-Thunderstorm,330
2010-12-31,14,11,8,10,9,6,100,88,77,1015,1014,1012,4,2,0,14,5,,0.00,3,Fog,276
<!-- 0.219:0 -->
