
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1997-10-1,23,18,18,17,17,16,88,83,69,1012,1010,1009,6,5,3,3,0,,0.00,0,,270
1997-10-2,,,,,,,,,,,,,,,,,,,,,,
1997-10-3,,,,,,,,,,,,,,,,,,,,,,
1997-10-4,,,,,,,,,,,,,,,,,,,,,,
1997-10-5,,,,,,,,,,,,,,,,,,,,,,
1997-10-6,28,23,19,19,17,15,88,69,48,1017,1013,1011,10,8,6,10,3,,0.00,3,,31
1997-10-7,,,,,,,,,,,,,,,,,,,0.00,,,-1
1997-10-8,,,,,,,,,,,,,,,,,,,,,,
1997-10-9,,,,,,,,,,,,,,,,,,,,,,
1997-10-10,,,,,,,,,,,,,,,,,,,,,,
1997-10-11,29,27,25,17,15,13,48,46,44,1015,1014,1013,6,6,6,10,3,,0.00,1,,15
1997-10-12,27,22,18,18,17,16,88,73,54,1017,1016,1015,5,4,3,13,2,,0.00,1,,330
1997-10-13,30,24,19,19,17,15,88,60,42,1015,1014,1012,8,6,5,10,2,,0.00,1,,328
1997-10-14,31,24,19,19,17,15,88,66,38,1015,1013,1012,8,6,2,11,2,,0.00,0,,256
1997-10-15,30,24,19,20,18,17,88,70,45,1015,1013,1012,8,6,4,13,3,,0.00,4,,313
1997-10-16,29,24,19,19,18,16,88,70,51,1016,1014,1013,7,5,4,13,3,,0.00,4,Thunderstorm,336
1997-10-17,25,22,18,19,17,16,94,80,65,1019,1017,1014,8,7,5,21,10,,0.00,5,Rain-Thunderstorm,40
1997-10-18,28,22,17,18,16,13,94,70,45,1018,1016,1014,10,7,4,21,6,,0.00,3,,328
1997-10-19,27,22,17,17,16,14,94,76,51,1015,1013,1011,7,6,4,26,5,,0.00,5,Rain-Thunderstorm,322
1997-10-20,21,18,16,17,16,14,94,89,78,1015,1013,1012,7,5,3,23,18,,0.00,5,Rain-Thunderstorm,88
1997-10-21,23,19,15,17,16,13,88,81,64,1017,1015,1014,10,7,5,14,6,,0.00,5,Thunderstorm,94
1997-10-22,20,18,15,18,16,14,100,89,78,1016,1015,1014,8,4,0,16,2,,0.00,3,Fog,299
1997-10-23,23,19,15,17,15,14,94,78,57,1017,1015,1014,8,6,3,13,5,,0.00,3,Rain,93
1997-10-24,,,,,,,,,,,,,,,,,,,,,,
1997-10-25,26,20,15,17,16,13,94,74,54,1021,1019,1018,10,6,2,11,2,,0.00,4,,125
1997-10-26,23,20,17,17,16,13,88,78,65,1019,1017,1016,8,6,4,16,3,,0.00,5,,257
1997-10-27,26,20,15,16,14,12,94,71,44,1018,1016,1015,10,6,1,13,5,,0.00,2,,311
1997-10-28,25,20,16,17,14,12,100,72,54,1018,1016,1015,8,6,3,27,3,,0.00,3,,53
1997-10-29,23,19,15,15,13,11,88,74,53,1018,1017,1015,10,7,4,26,11,,0.00,3,,50
1997-10-30,25,20,16,17,15,13,94,74,47,1023,1020,1018,10,7,5,16,11,,0.00,2,,11
1997-10-31,20,18,17,17,15,14,88,81,68,1021,1019,1017,6,5,5,16,11,,0.00,1,,299
<!-- 0.190:0 -->
