
PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2002-9-1,33,30,28,28,27,25,89,78,70,1007,1006,1004,10,8,6,24,11,,0.00,2,,82
2002-9-2,28,26,23,26,24,21,94,90,79,1010,1007,1005,10,7,3,40,10,,0.00,4,Rain-Thunderstorm,28
2002-9-3,33,28,24,27,24,23,94,81,55,1007,1006,1002,8,6,4,16,3,,0.00,3,,78
2002-9-4,32,28,25,25,24,23,94,80,62,1006,1004,1002,8,6,5,27,3,,0.00,1,,11
2002-9-5,33,29,25,25,23,21,89,71,55,1007,1005,1003,8,7,5,19,3,,0.00,1,,10
2002-9-6,34,30,26,26,24,21,94,72,49,1005,1004,1000,8,6,3,10,2,,0.00,2,,95
2002-9-7,34,30,26,24,22,20,89,67,46,1005,1003,1002,8,7,5,16,3,,0.00,1,Tornado,63
2002-9-8,38,30,22,23,22,21,94,68,37,1007,1005,1003,10,8,6,16,8,,0.00,2,Rain-Thunderstorm,52
2002-9-9,34,29,24,24,22,20,89,66,46,1006,1004,1002,10,8,5,13,2,,0.00,2,,41
2002-9-10,34,29,25,24,22,21,89,63,46,1005,1003,1002,8,7,2,10,2,,0.00,1,,31
2002-9-11,34,29,25,25,22,18,94,70,49,1008,1005,1004,8,7,3,37,5,,0.00,2,Thunderstorm,70
2002-9-12,33,28,23,22,21,19,83,70,49,1009,1006,1005,10,8,6,27,5,,0.00,2,,93
2002-9-13,25,24,23,24,22,20,100,93,83,1008,1006,1005,8,6,3,24,11,,0.00,6,Rain,39
2002-9-14,26,24,23,24,23,22,94,91,78,1008,1007,1006,10,7,6,19,11,,0.00,6,Rain,1
2002-9-15,31,27,24,24,23,22,94,83,66,1008,1006,1005,8,7,5,13,3,,0.00,5,,77
2002-9-16,33,29,25,25,24,23,94,74,55,1008,1006,1004,8,6,1,11,2,,0.00,1,,61
2002-9-17,32,27,22,26,22,18,94,72,55,1007,1005,1004,8,7,3,34,8,,0.00,3,Thunderstorm,68
2002-9-18,34,29,24,24,22,19,94,68,46,1009,1007,1006,8,7,5,16,3,,0.00,1,Thunderstorm,64
2002-9-19,32,27,23,23,20,17,83,66,46,1062,1013,1009,10,7,5,24,8,,0.00,2,Thunderstorm,288
2002-9-20,34,28,23,23,21,19,89,65,41,1013,1011,1009,10,6,3,19,3,,0.00,0,Tornado,264
2002-9-21,34,29,24,23,22,20,89,68,46,1010,1008,1007,8,7,5,13,3,,0.00,0,,280
2002-9-22,34,29,24,23,22,20,89,68,44,1010,1007,1006,10,7,3,10,2,,0.00,1,,7
2002-9-23,34,29,24,23,22,19,89,65,43,1009,1007,1004,10,7,3,10,2,,0.00,0,,93
2002-9-24,33,27,21,26,22,15,89,70,55,1006,1005,1002,7,5,2,37,5,,0.00,3,Rain-Thunderstorm,360
2002-9-25,31,26,21,21,18,15,83,64,38,1009,1007,1005,8,7,6,27,13,,0.00,3,Rain-Thunderstorm,43
2002-9-26,33,27,22,22,18,16,78,59,40,1010,1009,1008,8,7,4,19,6,,0.00,0,,304
2002-9-27,34,28,23,21,20,18,83,65,43,1010,1008,1006,8,6,3,16,3,,0.00,0,,299
2002-9-28,34,28,23,26,20,15,88,65,34,1060,1011,1008,8,6,2,10,2,,0.00,0,,322
2002-9-29,35,29,23,20,17,14,74,51,28,1011,1010,1009,7,5,1,14,5,,0.00,0,,290
2002-9-30,37,30,23,23,18,14,83,59,30,1011,1009,1008,8,6,2,16,3,,0.00,0,,301
<!-- 0.205:0 -->
