
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2004-5-1,26,20,15,15,14,12,88,67,42,1012,1009,1002,6,5,4,23,10,,0.00,4,,20
2004-5-2,30,23,16,13,10,5,82,50,20,1013,1011,1010,6,5,4,13,8,,0.00,1,,342
2004-5-3,33,26,18,15,10,5,68,44,17,1011,1009,1007,7,5,4,16,6,,0.00,1,,305
2004-5-4,36,27,19,16,11,5,78,42,16,1009,1007,1005,6,5,2,13,2,,0.00,0,,299
2004-5-5,39,29,20,16,9,-1,73,37,8,1008,1006,1004,7,5,3,16,5,,0.00,0,,300
2004-5-6,40,30,20,16,11,4,73,34,11,1007,1005,1002,6,5,2,11,3,,0.00,0,,282
2004-5-7,41,33,25,17,9,1,61,26,8,1007,1005,1003,6,5,4,24,8,,0.00,0,,127
2004-5-8,40,32,25,15,11,5,47,29,12,1007,1004,1000,6,5,4,29,11,,0.00,2,,20
2004-5-9,40,31,23,26,12,6,84,34,13,1003,1001,1000,6,5,4,37,21,,0.00,2,Rain-Thunderstorm,318
2004-5-10,40,32,25,18,12,6,65,33,13,1002,1001,998,7,6,5,21,8,,0.00,0,,309
2004-5-11,43,34,25,15,11,5,54,27,10,1003,1001,998,6,5,3,16,3,,0.00,0,,254
2004-5-12,42,34,27,18,15,10,54,32,15,1000,998,993,6,5,4,19,6,,0.00,1,,254
2004-5-13,43,36,29,17,13,8,45,28,12,998,996,995,6,5,4,23,6,,0.00,1,,293
2004-5-14,44,36,28,19,13,7,55,28,11,999,997,994,7,6,4,37,10,,0.00,0,,260
2004-5-15,43,36,29,19,16,13,49,31,17,999,996,993,7,6,5,27,11,,0.00,0,,259
2004-5-16,44,37,31,20,16,12,49,30,17,1001,999,997,7,5,4,19,5,,0.00,2,,263
2004-5-17,43,37,30,19,14,10,48,28,14,1001,999,998,7,6,3,29,14,,0.00,1,,300
2004-5-18,43,37,30,17,13,10,45,27,14,999,996,994,6,5,3,26,6,,0.00,0,,285
2004-5-19,45,36,27,19,13,5,61,28,9,995,992,990,6,5,4,19,8,,0.00,0,,250
2004-5-20,44,36,27,18,13,6,58,28,11,993,991,989,6,5,4,14,3,,0.00,0,,208
2004-5-21,45,37,29,15,8,-8,42,22,4,995,994,992,8,5,4,180,11,,0.00,0,,274
2004-5-22,44,36,28,18,11,2,45,23,8,994,992,990,6,5,3,23,8,,0.00,0,,205
2004-5-23,35,29,23,19,17,12,73,47,29,1000,996,991,5,3,1,55,27,,0.00,3,Rain-Thunderstorm,101
2004-5-24,36,29,23,21,18,16,69,51,32,1005,1002,1000,5,5,4,19,11,,0.00,1,,121
2004-5-25,40,32,25,22,18,13,78,44,22,1004,1002,999,6,5,3,55,6,,0.00,2,,119
2004-5-26,38,31,25,18,16,11,61,41,21,1005,1004,1001,8,6,4,24,13,,0.00,3,,229
2004-5-27,34,28,22,20,17,11,78,54,24,1009,1005,1003,8,6,2,55,11,,0.00,3,Rain-Thunderstorm,271
2004-5-28,37,30,24,21,19,16,83,52,29,1009,1007,1005,6,6,4,16,3,,0.00,0,,266
2004-5-29,40,33,27,21,16,10,70,38,16,1005,1003,1001,7,6,5,19,10,,0.00,0,,286
2004-5-30,43,34,27,22,18,15,70,40,19,1003,1002,1000,5,5,4,23,5,,0.00,0,,207
2004-5-31,43,36,28,19,15,5,58,31,13,1005,1002,1000,6,5,3,37,13,,0.00,1,,298
<!-- 0.195:0 -->
