
PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2008-8-1,33,29,25,25,24,23,94,81,59,1004,1002,1001,5,4,3,26,11,,0.00,4,Rain-Thunderstorm,114
2008-8-2,35,30,25,26,24,22,94,71,47,1004,1003,1000,6,5,4,13,5,,0.00,2,,100
2008-8-3,32,28,25,25,24,23,89,80,62,1004,1002,1000,5,4,3,24,6,,0.00,3,Rain-Thunderstorm,121
2008-8-4,34,29,24,25,23,21,89,72,49,1003,1002,999,6,5,2,24,6,,0.00,4,Rain-Thunderstorm,92
2008-8-5,29,27,24,24,23,22,94,87,74,1005,1003,1001,6,4,2,16,6,,0.00,6,Rain-Thunderstorm,70
2008-8-6,33,29,25,25,24,23,94,78,55,1002,999,996,5,4,4,13,6,,0.00,3,Rain,131
2008-8-7,33,29,26,26,24,22,89,78,55,997,996,993,4,4,3,13,6,,0.00,2,,192
2008-8-8,33,28,23,25,24,21,89,81,63,998,996,977,6,5,1,26,10,,0.00,4,Rain-Thunderstorm,117
2008-8-9,34,29,25,25,24,22,94,74,55,1000,998,995,6,5,4,14,8,,0.00,3,,101
2008-8-10,36,31,27,26,24,23,89,71,47,999,997,995,5,4,2,14,5,,0.00,2,,88
2008-8-11,33,28,23,26,24,21,94,82,59,998,997,995,5,4,1,40,8,,0.00,3,Rain-Thunderstorm,114
2008-8-12,28,26,23,24,23,21,94,90,79,1002,999,997,5,3,1,26,8,,0.00,4,Rain-Thunderstorm,68
2008-8-13,29,26,23,23,23,22,94,84,66,1001,1000,998,7,5,2,21,11,,0.00,4,Rain-Thunderstorm,78
2008-8-14,30,28,25,23,23,22,89,81,66,1001,999,997,7,6,4,24,11,,0.00,5,,89
2008-8-15,30,28,25,24,23,22,94,81,66,1000,998,996,5,4,3,16,6,,0.00,4,Rain-Thunderstorm,54
2008-8-16,33,29,25,25,24,20,94,80,55,1001,999,998,5,4,2,16,6,,0.00,4,Rain-Thunderstorm,94
2008-8-17,33,29,25,26,24,23,94,77,59,1002,1001,1000,5,4,3,10,5,,0.00,3,,109
2008-8-18,34,29,25,26,23,20,89,73,59,1003,1001,1000,4,4,3,23,6,,0.00,2,Thunderstorm,135
2008-8-19,35,29,24,24,23,20,89,73,53,1003,1002,1001,5,4,3,63,8,,0.00,1,,183
2008-8-20,34,29,25,24,23,22,89,69,52,1005,1003,1002,5,4,4,13,5,,0.00,1,,185
2008-8-21,35,30,26,26,23,20,100,68,41,1005,1003,1001,5,4,4,14,8,,0.00,1,,164
2008-8-22,33,29,26,25,23,15,89,75,45,1005,1004,1002,4,4,4,11,6,,0.00,3,Rain-Thunderstorm,124
2008-8-23,35,30,25,25,23,19,94,73,49,1006,1005,1003,4,4,4,16,6,,0.00,3,Rain-Thunderstorm,114
2008-8-24,36,30,24,25,23,21,94,69,41,1007,1005,1003,6,5,4,11,5,,0.00,1,,194
2008-8-25,36,31,26,25,23,20,89,64,39,1007,1004,1002,6,5,4,13,5,,0.00,1,,229
2008-8-26,37,31,26,24,23,20,89,63,39,1005,1003,1001,6,5,4,13,5,,0.00,1,,206
2008-8-27,38,32,26,25,23,20,84,62,35,1004,1002,1000,7,5,4,14,6,,0.00,1,,218
2008-8-28,37,31,26,24,23,21,89,64,39,1003,1001,1000,6,5,4,19,6,,0.00,0,,233
2008-8-29,35,30,26,24,23,22,84,65,47,1002,1001,1000,6,5,4,16,10,,0.00,1,Thunderstorm,182
2008-8-30,35,28,22,25,22,15,100,73,45,1006,1003,1001,6,5,1,76,10,,0.00,3,Rain-Thunderstorm,128
2008-8-31,30,26,22,21,21,19,88,76,55,1009,1007,1005,6,5,4,13,6,,0.00,3,Rain-Thunderstorm,92
<!-- 0.211:0 -->
