
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2005-5-1,31,27,23,15,12,9,57,41,31,1009,1007,1005,6,5,4,27,14,,0.00,4,,106
2005-5-2,34,27,21,16,14,8,65,48,24,1009,1007,1004,5,4,1,32,10,,0.00,4,Rain-Thunderstorm,103
2005-5-3,35,28,20,18,17,16,88,72,32,1010,1008,1007,5,4,2,24,11,,0.00,6,Rain-Thunderstorm,56
2005-5-4,32,26,19,17,16,14,88,59,33,1009,1007,1001,5,5,3,100,11,,0.00,2,,306
2005-5-5,34,27,20,17,15,12,83,51,26,1008,1005,1002,7,5,2,14,3,,0.00,1,,262
2005-5-6,37,29,22,17,14,9,73,42,19,1004,1002,1000,6,5,1,13,3,,0.00,1,,289
2005-5-7,38,30,23,17,13,9,65,38,17,1007,1002,998,6,4,0,48,10,,0.00,2,Rain-Thunderstorm,38
2005-5-8,36,28,21,15,12,9,68,36,19,1006,1004,1002,8,6,3,40,18,,0.00,2,Rain-Thunderstorm,324
2005-5-9,34,27,20,15,9,5,68,35,17,1007,1005,1003,6,6,5,177,16,,0.00,1,Rain-Thunderstorm,289
2005-5-10,36,28,20,9,4,-1,43,24,10,1005,1004,1003,6,6,5,16,11,,0.00,0,,303
2005-5-11,38,28,19,10,6,0,52,25,10,1005,1004,1003,7,5,2,14,3,,0.00,0,,290
2005-5-12,39,30,22,9,4,-4,41,20,7,1006,1004,1002,7,6,5,11,6,,0.00,0,,35
2005-5-13,38,31,24,9,6,1,36,24,10,1004,1003,1000,6,5,1,40,11,,0.00,3,,8
2005-5-14,38,28,19,10,6,-2,52,28,8,1006,1004,1003,7,6,4,14,5,,0.00,0,,27
2005-5-15,40,30,20,10,4,-3,43,22,7,1005,1004,1002,7,5,1,16,5,,0.00,0,,304
2005-5-16,40,32,24,12,7,2,47,25,10,1005,1004,1003,6,5,1,37,13,,0.00,2,Thunderstorm,27
2005-5-17,40,32,24,12,7,3,41,24,10,1005,1003,1001,6,5,4,14,8,,0.00,1,Rain-Thunderstorm,19
2005-5-18,39,32,25,12,8,4,42,27,11,1007,1005,1002,8,6,1,39,14,,0.00,2,Rain-Thunderstorm,42
2005-5-19,39,31,24,11,7,1,44,24,10,1007,1004,1002,6,5,1,39,16,,0.00,3,,28
2005-5-20,40,33,26,9,4,1,34,19,9,1004,1003,1001,7,6,5,34,14,,0.00,2,Rain-Thunderstorm,11
2005-5-21,39,32,25,10,7,0,36,23,10,1005,1003,1001,7,5,3,29,8,,0.00,4,Rain,289
2005-5-22,38,31,24,11,8,4,44,26,12,1006,1004,1003,6,5,3,21,11,,0.00,3,,210
2005-5-23,40,32,24,11,8,3,44,25,11,1006,1005,1003,6,5,3,23,10,,0.00,1,,298
2005-5-24,41,32,24,10,4,-4,41,20,6,1007,1006,1004,6,6,4,19,11,,0.00,1,,311
2005-5-25,40,31,23,10,4,-5,41,20,6,1006,1004,1003,6,5,1,14,5,,0.00,2,,294
2005-5-26,40,32,25,10,7,2,36,24,9,1006,1004,1003,6,5,1,26,16,42,0.00,3,Rain-Thunderstorm,10
2005-5-27,40,30,21,12,7,-5,56,25,6,1009,1007,1006,7,6,4,16,8,,0.00,1,,3
2005-5-28,41,32,24,8,5,0,36,19,8,1006,1005,1003,6,5,4,26,13,,0.00,2,,323
2005-5-29,35,30,25,11,9,7,41,26,18,1008,1006,1004,6,5,1,34,11,,0.00,4,Thunderstorm,315
2005-5-30,37,30,24,13,11,7,44,31,16,1009,1007,1006,6,5,4,19,6,,0.00,4,,322
2005-5-31,39,31,24,12,9,5,44,26,12,1007,1005,1002,8,6,4,26,14,,0.00,1,,308
<!-- 0.260:0 -->
