
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1997-11-1,27,20,14,16,14,12,94,71,42,1021,1018,1016,8,6,3,13,8,,0.00,0,,283
1997-11-2,27,21,15,16,13,11,88,66,37,1020,1018,1016,8,6,3,10,5,,0.00,0,,295
1997-11-3,29,21,13,16,13,11,94,68,33,1020,1018,1017,8,6,3,13,2,,0.00,1,,280
1997-11-4,28,21,14,16,14,12,88,70,42,1022,1020,1018,8,6,2,13,2,,0.00,0,,292
1997-11-5,28,20,13,17,15,12,94,70,45,1020,1018,1016,8,5,1,14,3,,0.00,2,,297
1997-11-6,28,21,15,17,15,13,88,69,45,1019,1017,1017,8,5,4,11,2,,0.00,1,,316
1997-11-7,27,20,14,17,15,12,88,73,48,1021,1019,1017,8,5,1,13,2,,0.00,2,,332
1997-11-8,28,21,14,19,16,12,88,76,48,1019,1017,1014,8,4,1,27,2,,0.00,3,Rain-Thunderstorm,353
1997-11-9,17,16,15,16,14,14,100,92,82,1015,1013,1012,10,6,2,34,18,,0.00,6,Rain-Thunderstorm,53
1997-11-10,23,18,13,14,13,12,94,81,57,1018,1016,1014,8,6,3,13,8,,0.00,1,,3
1997-11-11,23,18,14,14,12,9,88,66,43,1018,1016,1015,8,6,3,16,5,,0.00,0,,329
1997-11-12,24,18,13,14,12,10,94,76,44,1016,1015,1014,8,6,4,13,3,,0.00,0,,288
1997-11-13,24,17,11,13,12,9,94,70,38,1018,1015,1014,10,4,1,13,2,,0.00,2,,330
1997-11-14,24,17,10,14,11,8,94,79,36,1016,1015,1014,8,4,1,13,0,,0.00,2,,270
1997-11-15,25,17,11,12,10,9,88,69,39,1017,1016,1014,6,3,1,8,2,,0.00,1,,312
1997-11-16,25,18,11,14,12,9,94,70,38,1017,1015,1014,8,5,2,10,2,,0.00,1,,315
1997-11-17,23,19,14,13,12,10,82,66,49,1017,1015,1014,5,5,4,10,2,,0.00,4,,345
1997-11-18,25,18,11,14,11,10,94,73,39,1016,1014,1012,7,4,2,14,2,,0.00,0,,315
1997-11-19,25,18,10,13,11,7,88,66,32,1016,1014,1012,8,5,1,11,2,,0.00,0,,342
1997-11-20,24,19,14,13,11,8,82,59,36,1020,1018,1016,8,6,1,8,2,,0.00,2,,336
1997-11-21,24,17,10,14,11,8,94,74,38,1021,1018,1010,8,4,1,11,2,,0.00,1,,273
1997-11-22,22,16,9,14,11,7,88,80,50,1021,1019,1017,4,3,1,6,0,,0.00,3,,45
1997-11-23,23,17,10,16,11,9,94,73,41,1019,1016,1014,7,5,1,11,2,,0.00,1,,1
1997-11-24,21,14,9,14,11,8,94,77,46,1015,1013,1012,5,3,1,13,2,,0.00,4,,328
1997-11-25,16,14,12,13,13,12,100,90,82,1013,1011,1010,4,3,3,11,3,,0.00,7,Rain,316
1997-11-26,14,12,11,13,11,10,100,93,88,1018,1015,1013,5,2,0,8,2,,0.00,4,Fog,330
1997-11-27,20,14,9,13,11,9,100,82,56,1020,1018,1018,8,4,0,14,3,,0.00,1,Fog,342
1997-11-28,22,16,10,12,10,7,94,70,40,1020,1018,1016,8,5,3,10,2,,0.00,2,,280
1997-11-29,19,14,10,11,10,9,94,84,52,1020,1018,1017,5,4,1,0,0,,0.00,2,,-1
1997-11-30,20,14,9,13,11,8,94,74,49,1019,1017,1016,6,4,0,11,2,,0.00,3,,254
<!-- 0.207:0 -->
