
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1997-2-1,20,13,7,9,7,5,88,65,45,1014,1012,1009,5,3,1,19,5,,0.00,3,Rain,112
1997-2-2,16,13,10,10,9,7,88,77,59,1010,1008,1005,9,6,4,23,14,,0.00,5,Rain,33
1997-2-3,17,12,8,9,8,7,94,74,52,1013,1012,1010,10,5,0,16,3,,0.00,1,Fog,318
1997-2-4,19,13,7,8,7,5,93,70,43,1014,1013,1012,10,5,0,19,5,,0.00,1,,315
1997-2-5,19,14,9,7,5,1,87,61,30,1016,1014,1013,10,6,4,23,8,,0.00,0,,293
1997-2-6,19,14,9,7,4,-3,82,59,27,1016,1014,1013,9,6,4,16,6,,0.00,0,,290
1997-2-7,22,13,5,6,3,-2,87,51,20,1015,1013,1011,6,5,4,16,8,,0.00,0,,286
1997-2-8,18,13,8,8,6,4,93,69,45,1011,1008,1006,10,5,3,27,6,,0.00,2,,15
1997-2-9,21,14,8,8,6,5,87,63,35,1011,1009,1007,10,7,5,14,5,,0.00,0,,337
1997-2-10,20,14,9,8,6,3,87,61,33,1016,1012,1009,10,7,0,24,6,,0.00,1,,89
1997-2-11,20,13,7,6,3,0,76,51,26,1020,1017,1016,7,6,5,23,11,,0.00,0,,306
1997-2-12,22,16,9,4,1,-7,62,42,20,1020,1017,1016,8,6,5,27,14,,0.00,1,,290
1997-2-13,24,17,11,4,1,-5,54,37,16,1018,1015,1013,10,7,5,16,10,,0.00,3,,280
1997-2-14,23,16,9,7,2,-2,76,43,19,1014,1012,1010,7,5,4,16,3,,0.00,2,,320
1997-2-15,24,17,9,6,3,-2,76,48,20,1012,1011,1009,8,5,4,13,5,,0.00,0,,294
1997-2-16,23,16,9,6,3,-2,76,50,19,1013,1012,1010,7,5,4,23,10,,0.00,0,,278
1997-2-17,23,14,7,7,2,-5,81,48,17,1013,1012,1010,7,5,4,23,13,,0.00,0,,303
1997-2-18,23,16,8,6,3,-2,71,45,19,1015,1012,1011,10,6,4,19,5,,0.00,1,,200
1997-2-19,23,14,7,7,5,3,87,55,29,1019,1016,1014,7,5,1,19,5,,0.00,0,,319
1997-2-20,24,16,8,7,3,-2,81,46,18,1019,1017,1010,7,6,5,21,11,,0.00,0,,290
1997-2-21,24,16,7,7,4,-2,76,49,18,1019,1017,1015,7,5,4,16,11,,0.00,1,,272
1997-2-22,25,17,8,7,5,-2,82,60,17,1017,1016,1015,8,5,2,16,10,,0.00,1,,47
1997-2-23,27,18,9,9,6,2,82,45,21,1016,1014,1012,8,5,1,19,8,,0.00,1,,288
1997-2-24,26,19,12,14,9,7,82,57,30,1015,1012,1009,7,5,3,16,6,,0.00,2,,87
1997-2-25,25,20,15,16,14,11,78,64,53,1013,1012,1010,7,6,4,27,11,,0.00,1,,120
1997-2-26,24,18,13,13,11,10,82,69,50,1017,1014,1013,6,4,2,16,5,,0.00,0,,18
1997-2-27,25,18,12,10,7,2,88,51,22,1016,1015,1013,7,5,5,19,6,,0.00,1,,316
1997-2-28,26,19,12,8,6,3,77,49,24,1017,1015,1013,7,5,4,16,3,,0.00,3,,317
<!-- 0.176:0 -->
