
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2001-5-1,39,33,28,19,16,14,48,37,25,1007,1004,1002,6,4,2,32,10,,0.00,3,Rain,68
2001-5-2,41,33,25,19,15,11,61,37,17,1005,1002,999,8,6,4,19,8,,0.00,1,,339
2001-5-3,41,33,26,15,13,11,45,30,17,1002,1000,998,8,6,4,21,8,,0.00,1,,314
2001-5-4,42,33,24,21,16,12,61,36,18,1002,1000,999,8,6,2,16,6,,0.00,0,,293
2001-5-5,42,33,24,21,18,16,73,41,22,1005,1002,1000,6,5,4,16,3,,0.00,0,,225
2001-5-6,43,34,26,24,20,17,61,44,26,1001,999,997,6,5,4,87,11,,0.00,1,,106
2001-5-7,41,34,21,24,23,17,100,52,36,1008,1001,997,5,4,1,97,23,,0.00,3,Rain-Thunderstorm,105
2001-5-8,36,30,25,22,18,9,74,51,24,1005,1002,1000,10,7,5,34,16,,0.00,4,Rain-Thunderstorm,324
2001-5-9,41,30,20,22,20,17,100,48,26,1001,999,997,7,6,3,21,10,,0.00,0,,292
2001-5-10,45,38,30,21,16,10,55,31,13,999,997,995,6,5,2,27,10,,0.00,0,,281
2001-5-11,47,39,31,19,15,11,46,28,13,998,997,995,8,6,4,23,10,,0.00,0,,278
2001-5-12,44,36,28,24,22,16,79,50,30,1002,999,998,6,5,4,32,10,,0.00,0,,134
2001-5-13,43,36,29,25,23,21,70,52,32,1002,999,996,7,5,4,23,13,,0.00,0,,142
2001-5-14,44,37,29,26,19,8,75,45,12,1001,997,958,7,5,1,55,13,,0.00,2,Thunderstorm,184
2001-5-15,36,32,27,19,16,11,61,40,26,1004,1002,1000,5,4,3,37,24,,0.00,2,,61
2001-5-16,38,31,25,20,19,14,74,49,32,1006,1003,1001,5,5,5,27,13,,0.00,1,,102
2001-5-17,37,32,27,23,19,17,74,52,30,1004,1002,998,5,4,1,37,16,,0.00,2,,110
2001-5-18,34,29,24,22,19,18,83,56,41,1007,1004,1001,8,5,3,19,11,,0.00,3,Thunderstorm,170
2001-5-19,37,31,26,22,20,18,78,52,34,1004,1002,999,6,5,1,27,8,,0.00,1,Rain-Thunderstorm,153
2001-5-20,33,28,23,22,20,18,78,59,49,1005,1002,1001,7,6,5,37,24,,0.00,2,Thunderstorm,110
2001-5-21,38,31,25,21,19,15,74,50,27,1003,1001,999,7,5,1,55,11,,0.00,1,Thunderstorm,123
2001-5-22,37,31,25,21,18,14,65,45,30,1005,1002,1001,8,6,4,23,11,,0.00,1,,278
2001-5-23,40,34,28,25,21,16,70,49,26,1003,1000,997,8,6,4,19,6,,0.00,1,,250
2001-5-24,43,37,30,24,18,10,70,38,17,999,996,994,8,6,3,34,8,,0.00,1,,311
2001-5-25,43,34,27,17,14,12,45,29,18,997,994,991,8,6,2,45,8,,0.00,1,,349
2001-5-26,43,34,27,21,15,12,46,31,17,999,996,994,8,6,3,32,13,,0.00,1,,297
2001-5-27,44,37,29,22,19,16,58,39,25,1000,998,996,7,6,6,19,8,,0.00,0,,236
2001-5-28,41,34,20,25,21,19,100,50,31,1002,998,994,7,5,2,47,21,,0.00,2,Rain-Thunderstorm,152
2001-5-29,35,28,20,24,21,18,94,65,43,1003,1000,997,7,7,3,47,23,,0.00,1,Rain-Thunderstorm,89
2001-5-30,37,31,26,23,22,19,69,53,39,1001,999,997,7,6,3,16,8,,0.00,0,,180
2001-5-31,42,36,29,25,23,21,74,54,30,999,996,993,7,5,2,16,5,,0.00,0,,153
<!-- 0.263:0 -->
