
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2001-1-1,16,13,10,12,11,9,100,88,77,1015,1013,1012,8,5,2,14,5,,0.00,5,Rain,16
2001-1-2,17,12,7,12,9,1,100,86,34,1019,1017,1014,8,2,0,10,2,,0.00,1,Fog,143
2001-1-3,11,10,9,10,9,7,100,94,76,1020,1018,1017,3,1,0,13,3,,0.00,,Fog,295
2001-1-4,15,12,10,11,9,7,94,82,72,1020,1019,1018,4,3,2,13,6,,0.00,5,,295
2001-1-5,15,11,8,9,7,6,94,81,55,1019,1017,1016,6,3,1,13,5,,0.00,3,,277
2001-1-6,10,8,7,7,6,5,93,84,76,1019,1017,1017,4,3,1,13,3,,0.00,6,,118
2001-1-7,14,10,7,7,6,5,93,77,59,1018,1016,1014,3,3,2,10,6,,0.00,4,,35
2001-1-8,13,9,5,7,5,3,87,77,51,1017,1015,1014,5,3,0,10,2,,0.00,1,,279
2001-1-9,17,9,2,9,5,1,100,76,42,1018,1016,1015,5,3,0,19,5,,0.00,0,Fog,268
2001-1-10,16,10,4,8,6,3,93,79,55,1019,1016,1015,5,2,0,11,3,,0.00,0,Fog,281
2001-1-11,14,8,3,10,7,2,100,91,72,1016,1014,1012,1,0,0,10,2,,0.00,3,Fog,108
2001-1-12,15,10,6,10,8,6,100,94,72,1017,1015,1013,2,1,0,10,6,,0.00,1,Fog,77
2001-1-13,15,10,5,9,7,5,100,88,59,1019,1017,1015,2,1,0,8,3,,0.00,0,Fog,284
2001-1-14,16,11,7,9,8,7,100,87,55,1017,1016,1014,5,1,0,10,5,,0.00,0,Fog,271
2001-1-15,9,7,5,9,7,5,100,97,93,1020,1017,1015,1,0,0,10,2,,0.00,4,Fog,105
2001-1-16,14,10,6,8,7,6,100,90,67,1021,1019,1017,2,1,0,11,3,,0.00,1,Fog,335
2001-1-17,15,10,5,8,6,5,100,88,59,1022,1020,1018,3,1,0,8,2,,0.00,2,Fog,1
2001-1-18,17,9,2,9,6,2,100,81,55,1020,1018,1012,5,2,0,13,2,,0.00,1,Fog,262
2001-1-19,19,10,1,9,6,1,100,78,40,1020,1017,1016,4,2,0,10,2,,0.00,0,Fog,154
2001-1-20,19,11,3,9,7,2,100,76,43,1019,1015,1013,6,3,1,8,3,,0.00,0,Fog,115
2001-1-21,19,11,3,10,6,3,100,79,42,1014,1012,1009,4,3,0,10,2,,0.00,0,Fog,27
2001-1-22,17,11,6,8,6,4,93,77,48,1012,1010,1009,3,2,1,13,3,,0.00,2,,230
2001-1-23,19,12,6,6,5,3,93,65,35,1016,1014,1012,7,5,1,16,5,,0.00,0,,322
2001-1-24,20,14,9,4,-1,-7,66,42,17,1018,1015,1013,8,6,4,29,13,,0.00,0,,289
2001-1-25,21,13,7,7,1,-3,76,46,20,1015,1014,1012,8,5,4,19,10,,0.00,0,,285
2001-1-26,23,14,5,6,2,-5,87,56,16,1016,1014,1013,8,5,3,23,3,,0.00,0,,307
2001-1-27,23,14,6,8,2,-5,87,52,15,1016,1014,1013,8,5,3,24,5,,0.00,0,,288
2001-1-28,24,14,6,6,2,-5,76,48,15,1015,1013,1010,8,6,3,14,6,,0.00,0,,285
2001-1-29,22,13,6,8,5,2,77,62,35,1015,1013,1012,8,5,2,16,3,,0.00,0,,73
2001-1-30,25,16,7,11,7,3,82,60,27,1014,1012,1010,6,5,4,16,2,,0.00,0,,147
2001-1-31,20,14,9,10,3,-3,77,51,26,1015,1013,1011,8,6,4,19,3,,0.00,0,,282
<!-- 0.185:0 -->
