
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2007-2-1,27,18,9,10,7,2,88,58,21,1018,1017,1015,5,4,2,19,6,,0.00,0,,278
2007-2-2,25,16,6,11,8,5,94,70,34,1019,1017,1016,5,3,1,13,3,,0.00,1,Fog,144
2007-2-3,23,14,7,12,10,6,94,73,44,1020,1017,1013,4,2,1,11,2,,0.00,4,,315
2007-2-4,25,18,11,13,10,8,88,63,36,1017,1014,1012,5,4,2,16,10,,0.00,2,,304
2007-2-5,24,16,8,12,8,3,88,64,33,1014,1012,1011,6,4,2,11,5,,0.00,3,Rain,277
2007-2-6,24,18,12,11,10,8,88,66,36,1014,1013,1011,5,4,2,19,6,,0.00,4,Rain,334
2007-2-7,24,17,9,12,9,6,94,70,33,1017,1014,1013,5,3,1,14,3,,0.00,0,,344
2007-2-8,23,16,8,14,11,7,94,76,44,1020,1017,1016,5,3,0,11,3,,0.00,3,Fog,137
2007-2-9,21,17,13,15,13,11,100,85,56,1018,1017,1015,4,2,0,184,11,,0.00,6,Fog-Rain-Thunderstorm,115
2007-2-10,15,14,12,13,12,10,94,86,77,1016,1012,1009,5,4,2,34,21,,0.00,7,Rain,103
2007-2-11,19,14,11,12,11,9,94,87,59,1015,1010,1006,5,4,3,26,14,,0.00,6,Rain-Thunderstorm,119
2007-2-12,16,13,11,12,10,8,94,81,63,1017,1014,1012,7,5,4,19,10,,0.00,6,Thunderstorm,101
2007-2-13,12,11,11,11,10,9,94,90,88,1013,1011,1009,6,4,2,14,8,,0.00,7,Rain,44
2007-2-14,16,13,10,11,9,8,94,85,67,1017,1014,1011,5,4,3,14,10,,0.00,5,Rain,110
2007-2-15,18,12,7,12,9,6,100,84,56,1016,1015,1014,4,2,0,8,2,,0.00,4,Fog,61
2007-2-16,19,13,7,12,8,7,100,76,46,1016,1014,1013,5,3,1,11,2,,0.00,3,Rain,290
2007-2-17,21,13,7,11,8,6,100,71,38,1018,1016,1014,5,3,0,11,2,,0.00,1,Fog,280
2007-2-18,16,12,8,12,9,7,94,86,68,1019,1017,1016,5,2,1,11,3,,0.00,4,Fog-Rain,65
2007-2-19,21,13,7,9,8,6,93,73,43,1022,1020,1019,6,5,3,19,11,,0.00,0,,331
2007-2-20,23,14,7,10,7,5,88,65,35,1020,1019,1017,6,5,4,19,10,,0.00,2,,296
2007-2-21,24,17,9,12,9,7,94,74,34,1019,1017,1016,6,4,1,23,5,,0.00,4,,4
2007-2-22,24,17,9,11,9,7,94,68,38,1019,1016,1015,7,6,4,19,11,,0.00,1,,327
2007-2-23,23,16,8,9,6,2,88,58,25,1015,1014,1012,7,5,3,32,10,,0.00,1,,266
2007-2-24,24,16,8,10,8,7,93,67,34,1016,1014,1012,6,5,3,14,2,,0.00,2,,134
2007-2-25,24,17,11,12,9,7,88,66,36,1015,1013,1011,6,4,3,11,2,,0.00,3,,82
2007-2-26,24,17,11,13,11,9,94,74,47,1014,1012,1009,4,3,1,19,3,,0.00,4,Rain-Thunderstorm,124
2007-2-27,15,13,12,12,11,10,94,87,72,1013,1010,1008,6,4,3,26,13,,0.00,6,Rain-Thunderstorm,79
2007-2-28,20,16,11,13,11,10,94,81,56,1012,1009,1007,6,4,1,13,8,,0.00,5,Thunderstorm,204
<!-- 0.173:0 -->
