
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2000-5-1,,,,,,,,,,,,,,,,,,,,,,
2000-5-2,,,,,,,,,,,,,,,,,,,,,,
2000-5-3,,,,,,,,,,,,,,,,,,,,,,
2000-5-4,42,34,27,23,21,17,61,42,23,1006,1003,1001,8,3,3,32,13,,0.00,3,,171
2000-5-5,38,32,26,26,19,11,66,50,26,1008,1006,1004,6,5,3,29,18,,0.00,4,Rain-Thunderstorm,77
2000-5-6,37,30,23,18,16,13,69,44,25,1008,1006,1003,7,6,5,26,13,,0.00,0,,132
2000-5-7,35,29,24,20,18,15,65,51,36,1009,1007,1005,8,7,5,27,16,,0.00,1,,102
2000-5-8,35,29,23,21,19,17,83,62,34,1008,1006,1005,8,5,3,19,6,,0.00,0,,99
2000-5-9,39,33,27,21,19,17,70,40,29,1007,1004,1002,7,6,5,13,5,,0.00,0,,32
2000-5-10,40,34,29,23,20,19,55,42,29,1006,1003,1000,6,5,3,13,3,,0.00,1,,157
2000-5-11,41,36,30,22,20,18,55,42,26,1004,1001,998,5,4,2,10,5,,0.00,3,,145
2000-5-12,42,36,29,22,21,17,66,44,25,1003,1000,997,6,4,2,37,6,,0.00,1,,279
2000-5-13,36,31,26,23,20,17,66,52,41,1007,1004,1002,6,5,5,24,16,,0.00,2,Thunderstorm,133
2000-5-14,40,34,28,23,22,21,70,52,37,1004,1001,998,6,4,2,13,3,,0.00,0,,255
2000-5-15,41,36,28,23,20,13,62,42,28,1002,1000,997,6,5,1,35,11,,0.00,1,Thunderstorm,232
2000-5-16,40,32,25,21,18,16,69,43,24,1002,1000,998,6,5,4,13,6,,0.00,0,,138
2000-5-17,41,36,31,24,20,16,66,41,24,999,998,994,6,4,2,34,10,,0.00,0,,238
2000-5-18,42,36,29,18,16,12,51,32,17,999,996,994,7,5,2,23,6,,0.00,0,,237
2000-5-19,41,33,27,22,18,9,66,38,20,998,996,994,7,6,5,24,10,,0.00,1,Thunderstorm,207
2000-5-20,43,37,30,23,19,15,66,38,20,998,996,995,6,5,1,16,5,,0.00,0,,224
2000-5-21,44,37,30,22,19,17,55,37,24,999,996,994,6,5,3,19,11,,0.00,0,,231
2000-5-22,42,36,29,24,21,18,62,43,28,998,996,994,6,6,5,29,11,,0.00,0,,135
2000-5-23,38,34,30,24,21,16,62,48,33,1000,998,996,6,4,0,55,27,,0.00,2,,99
2000-5-24,40,34,29,24,23,20,70,50,31,1000,997,994,5,5,5,19,8,,0.00,0,,101
2000-5-25,43,37,32,25,22,18,66,42,25,996,994,992,5,4,2,21,5,,0.00,0,,215
2000-5-26,42,34,27,25,22,19,66,46,35,995,994,992,5,3,1,19,10,,0.00,0,,163
2000-5-27,42,36,31,24,19,12,62,40,23,999,996,994,6,3,3,23,8,,0.00,0,,188
2000-5-28,42,36,29,21,18,14,43,35,27,1000,998,996,6,5,3,21,8,,0.00,0,,228
2000-5-29,42,36,31,24,19,13,56,38,25,1000,998,996,8,5,3,37,10,,0.00,1,,249
2000-5-30,41,33,27,20,17,13,54,36,24,1001,999,997,6,5,1,39,16,,0.00,0,,157
2000-5-31,37,31,25,21,18,16,65,45,30,1003,1000,998,8,6,3,47,23,,0.00,3,Rain-Thunderstorm,18
<!-- 0.184:0 -->
