
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2000-7-1,30,28,25,29,24,22,100,80,70,1003,1000,999,10,7,2,35,11,,0.00,4,Rain-Thunderstorm,67
2000-7-2,34,29,25,27,25,23,94,77,56,1002,1000,997,8,6,3,19,5,,0.00,2,Rain-Thunderstorm,67
2000-7-3,36,29,22,26,24,21,94,75,50,1001,1000,998,8,6,3,26,8,,0.00,3,Rain-Thunderstorm,88
2000-7-4,36,31,26,26,24,22,83,66,44,1000,999,997,7,7,5,13,2,,0.00,2,,138
2000-7-5,38,33,28,27,26,24,84,61,44,1000,998,996,7,6,5,10,2,,0.00,1,,294
2000-7-6,41,34,29,28,25,22,79,56,36,997,995,993,10,7,5,16,2,,0.00,0,,265
2000-7-7,41,36,31,28,26,24,75,59,40,996,995,993,8,7,5,21,6,,0.00,1,,218
2000-7-8,37,33,29,30,28,26,89,76,63,997,995,993,8,6,5,23,14,,0.00,2,,109
2000-7-9,34,29,25,29,26,22,94,79,63,997,994,993,10,8,2,26,16,,0.00,4,Rain-Thunderstorm,85
2000-7-10,34,30,27,27,25,17,89,74,40,995,993,992,8,7,6,23,6,,0.00,2,,84
2000-7-11,34,30,27,29,26,23,94,78,52,997,995,994,10,7,4,27,13,,0.00,2,Rain,85
2000-7-12,35,31,27,26,25,23,89,70,49,999,998,997,10,8,7,26,13,,0.00,4,,104
2000-7-13,34,31,28,26,24,21,79,66,49,1000,998,996,10,7,6,16,5,,0.00,6,Rain,6
2000-7-14,31,27,24,26,25,23,100,91,70,1000,998,995,10,6,1,23,6,,0.00,6,Rain-Thunderstorm,20
2000-7-15,33,28,24,28,26,22,100,83,71,998,996,993,10,8,5,10,3,,0.00,5,Rain-Thunderstorm,72
2000-7-16,34,30,27,28,26,20,89,76,58,998,996,993,8,8,6,26,6,,0.00,4,Thunderstorm,112
2000-7-17,33,30,27,27,26,24,94,79,63,998,996,994,10,8,6,23,6,,0.00,4,,116
2000-7-18,34,30,27,27,26,25,94,78,63,997,995,994,10,8,5,23,8,,0.00,3,Thunderstorm,126
2000-7-19,32,29,27,27,26,25,94,80,74,997,996,995,8,6,5,16,8,,0.00,4,,119
2000-7-20,35,31,27,28,26,24,89,77,63,999,997,996,8,7,5,19,5,,0.00,2,,134
2000-7-21,33,30,28,27,26,25,89,80,66,1001,999,997,10,8,6,24,6,,0.00,4,Thunderstorm,68
2000-7-22,31,28,26,25,24,23,89,81,66,1002,1000,999,10,9,6,27,14,,0.00,6,Rain,111
2000-7-23,31,28,26,27,25,24,94,82,70,1002,1000,997,10,9,7,23,8,,0.00,6,Rain,59
2000-7-24,29,27,25,25,24,24,100,88,74,1000,999,997,10,7,3,23,8,,0.00,6,Rain-Thunderstorm,1
2000-7-25,33,29,25,27,25,23,89,78,63,1001,1000,998,10,7,5,16,3,,0.00,4,,129
2000-7-26,35,31,28,28,26,21,94,75,55,1002,1000,999,7,6,3,13,2,,0.00,2,,198
2000-7-27,35,30,25,28,27,25,100,76,56,1001,999,998,8,7,5,19,5,,0.00,3,,140
2000-7-28,33,30,27,28,27,25,94,83,66,1002,1000,998,7,6,4,23,11,,0.00,3,,115
2000-7-29,34,30,27,28,27,25,94,87,67,1002,1001,1000,10,6,3,27,6,,0.00,4,Rain-Thunderstorm,105
2000-7-30,33,30,27,29,27,25,94,84,71,1002,1001,1000,7,6,6,19,6,,0.00,4,,89
2000-7-31,35,31,27,27,25,23,89,73,55,1001,999,997,10,8,5,19,8,,0.00,2,,126
<!-- 0.201:0 -->
