
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2004-11-1,28,19,11,11,8,3,82,55,21,1019,1016,1015,5,4,1,14,3,,0.00,0,,293
2004-11-2,28,20,12,10,8,6,77,52,26,1018,1016,1015,6,4,1,14,3,,0.00,0,,277
2004-11-3,29,20,11,11,8,5,82,53,22,1019,1017,1016,5,4,1,16,3,,0.00,0,,287
2004-11-4,28,19,11,9,7,3,82,50,20,1017,1016,1014,6,5,1,14,3,,0.00,0,,267
2004-11-5,29,19,10,8,6,1,82,52,17,1018,1016,1015,5,4,2,10,2,,0.00,0,,141
2004-11-6,28,19,11,10,7,4,77,54,23,1019,1017,1015,4,3,1,11,2,,0.00,0,,325
2004-11-7,28,19,10,10,6,-1,87,52,15,1017,1015,1013,5,3,1,14,2,,0.00,0,,294
2004-11-8,28,19,10,9,6,2,82,50,19,1016,1014,1013,5,4,1,11,3,,0.00,0,,256
2004-11-9,28,18,9,9,6,1,82,52,17,1015,1014,1012,5,4,1,13,2,,0.00,0,,271
2004-11-10,28,19,10,8,6,2,82,52,19,1016,1014,1012,5,4,1,10,2,,0.00,1,,148
2004-11-11,29,19,9,8,4,-2,76,47,13,1018,1016,1014,5,4,1,11,2,,0.00,0,,146
2004-11-12,28,19,10,9,6,0,82,49,16,1019,1017,1016,5,4,1,8,2,,0.00,1,,121
2004-11-13,27,19,11,10,8,6,82,56,28,1020,1017,1016,4,3,2,10,2,,0.00,0,,5
2004-11-14,28,19,11,10,8,6,82,56,25,1018,1016,1014,5,4,2,16,5,,0.00,0,,283
2004-11-15,29,20,12,10,7,2,82,53,18,1017,1015,1013,6,4,2,14,2,,0.00,0,,278
2004-11-16,29,20,11,11,8,6,82,58,23,1017,1014,1013,4,3,1,10,2,,0.00,2,,311
2004-11-17,27,19,12,11,9,7,82,58,28,1017,1015,1014,4,3,1,8,2,,0.00,3,,29
2004-11-18,28,19,10,11,8,6,88,59,25,1017,1015,1014,4,3,1,13,2,,0.00,0,,295
2004-11-19,28,19,11,11,10,8,88,61,32,1017,1015,1013,4,2,1,14,3,,0.00,1,,269
2004-11-20,27,19,11,13,11,9,88,62,32,1017,1015,1014,3,2,1,8,2,,0.00,1,,169
2004-11-21,29,22,15,14,11,6,77,54,23,1018,1016,1014,4,3,1,13,5,,0.00,2,,103
2004-11-22,27,21,16,14,12,9,77,58,32,1016,1014,1012,4,3,1,14,8,,0.00,2,,116
2004-11-23,27,21,15,15,13,10,88,68,34,1017,1015,1013,3,2,1,11,6,,0.00,1,,68
2004-11-24,26,20,14,16,14,12,94,76,51,1017,1015,1013,3,2,1,13,5,,0.00,0,,73
2004-11-25,24,19,14,17,15,12,94,83,61,1020,1018,1017,3,1,0,11,5,,0.00,1,Fog,73
2004-11-26,22,17,13,17,14,12,94,84,60,1022,1019,1018,2,1,0,14,2,,0.00,3,Fog,9
2004-11-27,21,16,12,17,13,11,94,90,68,1021,1020,1019,1,0,0,11,2,,0.00,0,Fog,317
2004-11-28,20,17,14,14,13,12,94,84,60,1023,1021,1020,1,1,0,10,3,,0.00,2,Fog,27
2004-11-29,23,17,12,14,13,11,94,67,53,1020,1017,1016,4,2,0,14,5,,0.00,3,Fog,108
2004-11-30,22,18,14,14,12,10,88,73,46,1018,1016,1015,7,5,2,21,10,,0.00,4,Rain-Thunderstorm,23
<!-- 0.213:0 -->
