
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2002-10-1,35,28,21,21,17,14,88,59,30,1060,1012,1009,8,6,1,14,3,,0.00,0,,273
2002-10-2,35,28,21,20,18,15,88,58,30,1061,1012,1008,8,6,2,16,2,,0.00,0,,264
2002-10-3,36,28,21,21,18,14,83,57,27,1010,1008,1007,8,6,2,10,2,,0.00,0,,207
2002-10-4,36,28,21,21,18,15,78,56,30,1060,1013,1007,8,6,3,13,2,,0.00,0,,102
2002-10-5,37,30,23,22,18,15,78,56,29,1011,1009,1008,7,6,3,10,2,,0.00,0,,45
2002-10-6,34,28,22,22,20,17,88,64,36,1013,1011,1009,8,6,3,10,2,,0.00,0,,4
2002-10-7,34,27,20,21,19,18,88,63,38,1014,1012,1010,8,6,2,10,2,,0.00,0,,42
2002-10-8,33,27,21,23,21,19,88,69,43,1015,1013,1011,8,6,2,13,2,,0.00,0,,40
2002-10-9,33,27,22,23,21,18,88,68,43,1015,1013,1011,6,4,3,10,2,,0.00,0,,265
2002-10-10,33,27,22,23,22,20,94,73,49,1016,1013,1012,6,4,1,13,2,,0.00,0,,74
2002-10-11,33,28,23,22,21,20,94,70,46,1013,1010,1008,5,3,1,6,2,,0.00,0,,32
2002-10-12,31,26,21,22,19,13,94,74,47,1010,1008,1007,5,3,1,29,5,,0.00,1,,79
2002-10-13,25,21,18,19,17,15,88,75,54,1016,1011,1008,10,5,2,27,10,,0.00,2,Rain-Thunderstorm,353
2002-10-14,30,24,18,18,16,14,88,68,40,1014,1011,1009,8,6,2,13,2,,0.00,0,,313
2002-10-15,32,24,18,20,18,15,88,68,36,1014,1012,1011,8,6,3,13,2,,0.00,1,,331
2002-10-16,31,24,19,19,18,15,88,66,38,1013,1011,1009,8,5,1,6,2,,0.00,0,,349
2002-10-17,32,26,19,20,18,16,88,67,40,1012,1009,1007,8,5,1,11,2,,0.00,0,,284
2002-10-18,32,26,20,20,18,16,88,67,38,1009,1008,1006,8,5,1,13,2,,0.00,0,,247
2002-10-19,33,27,20,19,18,15,88,64,38,1009,1007,1006,8,5,1,14,2,,0.00,0,,243
2002-10-20,31,26,20,19,18,16,88,66,40,1011,1009,1008,8,6,1,13,2,,0.00,0,,27
2002-10-21,30,26,21,19,15,10,78,57,30,1014,1012,1010,10,7,3,34,14,,0.00,3,Thunderstorm,322
2002-10-22,29,24,20,15,13,11,68,52,33,1013,1011,1010,10,7,6,23,11,,0.00,2,,277
2002-10-23,36,27,19,18,13,1,78,55,16,1013,1011,1009,7,5,2,11,2,,0.00,0,,278
2002-10-24,30,23,17,17,14,12,88,60,33,1015,1013,1011,8,6,1,10,2,,0.00,0,,2
2002-10-25,31,23,16,16,15,12,88,61,35,1064,1016,1013,8,6,2,16,3,,0.00,0,,259
2002-10-26,31,23,17,16,14,13,88,61,33,1016,1014,1012,8,5,1,11,3,,0.00,0,Tornado,266
2002-10-27,32,24,17,16,15,13,88,63,31,1013,1012,1010,8,6,2,10,2,,0.00,0,,190
2002-10-28,31,26,21,17,15,13,73,50,33,1009,1008,1007,7,6,5,8,3,,0.00,0,,276
2002-10-29,30,24,18,18,16,14,83,61,6,1011,1009,1008,8,5,1,10,2,,0.00,0,,59
2002-10-30,30,25,20,17,14,12,83,51,33,1012,1012,1010,8,7,5,11,5,,0.00,0,,47
2002-10-31,,,,,,,,,,,,,,,,,,,,,,
<!-- 0.202:0 -->
