
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1998-11-1,31,22,13,15,11,7,88,61,22,1016,1014,1012,8,4,1,13,2,,0.00,0,,268
1998-11-2,31,22,13,15,11,6,82,58,22,1018,1015,1014,8,5,2,6,0,,0.00,0,,309
1998-11-3,30,21,12,15,10,3,82,57,19,1017,1015,1014,8,6,3,6,0,,0.00,0,,60
1998-11-4,29,21,13,13,11,5,82,59,22,1016,1014,1011,7,5,3,6,2,,0.00,0,,325
1998-11-5,27,21,15,14,12,10,82,63,34,1015,1013,1011,7,5,3,10,2,,0.00,1,,340
1998-11-6,27,21,15,16,13,11,83,70,47,1016,1014,1013,6,3,1,10,2,,0.00,0,,47
1998-11-7,27,21,15,16,14,13,88,69,45,1015,1014,1011,7,4,2,10,2,,0.00,1,,24
1998-11-8,27,21,16,16,14,11,88,74,37,1014,1013,1011,7,4,1,10,2,,0.00,1,,292
1998-11-9,27,20,14,16,13,10,88,65,34,1017,1015,1014,7,4,1,10,2,,0.00,0,,330
1998-11-10,29,22,15,15,12,11,88,64,33,1015,1014,1013,7,5,4,10,2,,0.00,0,,300
1998-11-11,27,20,13,15,12,11,88,74,42,1017,1015,1013,5,4,2,10,0,,0.00,0,,310
1998-11-12,29,20,12,16,12,9,88,64,29,1018,1016,1015,6,5,2,10,2,,0.00,0,,257
1998-11-13,29,20,11,15,12,9,88,64,32,1015,1013,1011,7,4,1,10,0,,0.00,0,,275
1998-11-14,27,19,11,15,12,9,88,63,37,1015,1013,1011,6,4,1,10,0,,0.00,0,,25
1998-11-15,27,19,11,14,11,9,94,68,32,1016,1014,1014,8,4,1,6,0,,0.00,0,,50
1998-11-16,28,20,12,14,11,10,88,68,32,1015,1013,1011,7,4,2,10,2,,0.00,0,,302
1998-11-17,29,19,10,14,10,7,88,63,27,1012,1010,1009,8,5,2,11,2,,0.00,0,,292
1998-11-18,29,19,10,15,11,8,88,61,30,1013,1011,1009,8,5,1,13,2,,0.00,0,,246
1998-11-19,27,19,11,15,12,9,88,68,42,1014,1012,1011,6,3,1,10,2,,0.00,0,,307
1998-11-20,27,18,10,15,12,9,94,70,39,1016,1014,1013,8,3,1,11,0,,0.00,0,,280
1998-11-21,27,20,13,13,11,9,88,60,32,1014,1013,1011,8,5,3,11,3,,0.00,0,,284
1998-11-22,29,19,9,13,11,9,100,70,29,1014,1012,1011,8,4,1,13,2,,0.00,0,,270
1998-11-23,27,19,11,15,11,9,88,70,34,1015,1013,1012,7,4,1,6,0,,0.00,0,,230
1998-11-24,28,20,12,15,11,9,94,62,32,1016,1014,1013,8,5,1,10,2,,0.00,0,,290
1998-11-25,27,18,9,15,11,8,100,71,34,1016,1014,1013,6,3,1,13,2,,0.00,0,,293
1998-11-26,27,18,10,14,10,8,88,66,32,1015,1014,1013,6,4,2,13,2,,0.00,0,,289
1998-11-27,26,17,9,15,10,7,88,71,41,1017,1015,1014,7,3,1,8,0,,0.00,0,,270
1998-11-28,26,17,8,13,10,7,94,70,36,1017,1015,1014,7,3,1,11,2,,0.00,0,,310
1998-11-29,25,16,7,13,8,5,88,62,28,1017,1016,1014,6,4,1,10,2,,0.00,0,,274
1998-11-30,25,17,8,10,7,0,88,66,19,1020,1017,1016,5,3,1,10,2,,0.00,0,,315
<!-- 0.207:0 -->
