
PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2009-10-1,36,29,23,22,19,17,78,56,34,1010,1007,1006,5,5,4,19,5,,0.00,0,,110
2009-10-2,36,30,25,22,21,20,74,58,39,1011,1008,1003,4,4,3,13,6,,0.00,1,,66
2009-10-3,35,30,25,22,21,19,83,63,41,1009,1007,1004,4,4,2,11,3,,0.00,1,,99
2009-10-4,30,26,21,21,18,13,78,63,37,1010,1008,1006,7,5,3,34,6,,0.00,3,Rain,354
2009-10-5,33,27,20,19,17,13,88,61,36,1010,1008,1005,6,5,4,101,6,,0.00,0,,53
2009-10-6,34,27,20,19,17,14,83,60,31,1007,1006,1004,5,4,1,16,3,,0.00,0,,277
2009-10-7,34,27,20,18,17,12,83,56,26,1006,1004,1002,6,5,4,19,6,,0.00,0,,250
2009-10-8,36,28,20,18,16,9,83,58,19,1006,1004,1003,5,5,4,13,5,,0.00,0,,154
2009-10-9,34,27,20,17,11,8,73,40,20,1007,1006,1005,8,5,3,13,6,,0.00,0,,64
2009-10-10,34,26,18,15,12,7,77,50,19,1010,1008,1006,6,5,4,13,5,,0.00,0,,24
2009-10-11,34,26,17,16,12,5,83,54,16,1012,1011,1010,6,5,4,13,3,,0.00,0,,334
2009-10-12,34,26,17,15,12,7,82,46,19,1014,1013,1012,5,5,4,13,3,,0.00,0,,253
2009-10-13,34,26,17,16,12,6,82,52,20,1015,1013,1012,5,4,2,11,3,,0.00,0,,250
2009-10-14,35,26,16,16,12,4,82,51,17,1015,1013,1012,5,4,2,11,3,,0.00,0,,267
2009-10-15,34,26,17,15,12,5,82,52,16,1015,1014,1012,4,4,3,13,2,,0.00,0,,278
2009-10-16,34,24,16,15,11,6,82,51,17,1015,1014,1012,5,4,2,14,3,,0.00,0,,280
2009-10-17,32,23,16,21,11,4,88,49,20,1014,1011,1003,5,4,1,19,3,,0.00,0,,300
2009-10-18,32,24,17,14,10,2,77,46,16,1012,1011,1009,5,4,2,21,5,,0.00,1,,227
2009-10-19,32,23,16,13,9,3,72,45,16,1014,1012,1011,6,4,2,13,5,,0.00,0,,293
2009-10-20,32,23,14,12,9,4,77,46,18,1014,1013,1012,5,4,2,14,3,,0.00,0,,257
2009-10-21,32,23,14,13,7,1,77,45,15,1015,1014,1012,5,4,1,13,5,,0.00,0,,292
2009-10-22,32,23,14,11,6,-3,72,41,4,1017,1015,1014,6,4,3,13,5,,0.00,0,,298
2009-10-23,31,22,13,11,6,-1,82,42,13,1016,1014,1012,6,4,3,19,3,,0.00,0,,274
2009-10-24,31,21,11,10,5,0,67,42,14,1014,1013,1012,5,4,3,13,3,,0.00,0,,270
2009-10-25,31,21,11,9,5,-4,77,44,10,1015,1014,1012,4,4,3,10,2,,0.00,0,,269
2009-10-26,31,21,11,10,4,-5,88,44,9,1017,1014,1006,5,4,2,14,3,,0.00,0,,295
2009-10-27,31,21,11,10,5,-2,77,46,12,1016,1015,1013,5,4,1,16,3,,0.00,0,,298
2009-10-28,30,20,11,10,7,0,77,48,14,1017,1015,1014,4,4,1,11,2,,0.00,0,,317
2009-10-29,31,21,11,11,7,4,82,47,18,1020,1018,1017,5,4,1,19,6,,0.00,0,,293
2009-10-30,32,23,15,9,6,3,59,39,16,1019,1016,1014,6,5,4,23,10,,0.00,0,,283
2009-10-31,32,22,13,10,8,2,72,45,16,1014,1013,1011,4,4,2,10,5,,0.00,0,,262
<!-- 0.226:0 -->
