
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2007-8-1,34,30,27,26,25,23,84,75,59,1001,999,996,5,4,3,24,8,,0.00,3,Rain-Thunderstorm,114
2007-8-2,35,30,25,26,24,21,89,79,59,1001,999,996,5,5,3,48,10,,0.00,3,Rain-Thunderstorm,113
2007-8-3,33,29,26,25,24,23,89,77,59,1003,1001,999,5,4,2,19,10,,0.00,3,Rain-Thunderstorm,107
2007-8-4,34,29,25,24,23,22,89,71,49,1001,999,994,5,4,4,14,8,,0.00,2,,110
2007-8-5,33,29,26,25,24,22,89,76,55,1001,998,996,6,5,4,23,8,,0.00,3,Rain-Thunderstorm,80
2007-8-6,28,26,23,25,23,20,94,85,70,1002,1000,998,5,4,3,32,8,,0.00,6,Rain-Thunderstorm,66
2007-8-7,36,30,24,25,24,22,94,71,47,1002,1000,998,7,5,3,16,5,,0.00,3,,19
2007-8-8,36,31,27,27,26,24,89,74,53,1000,998,995,5,4,2,24,3,,0.00,3,Rain-Thunderstorm,153
2007-8-9,35,31,27,26,25,23,89,70,52,1001,999,997,5,5,4,23,13,,0.00,3,,114
2007-8-10,37,32,28,26,25,23,89,68,44,1001,1000,998,5,4,4,14,5,,0.00,2,,116
2007-8-11,38,33,28,26,24,22,84,65,42,999,997,994,5,4,4,16,8,,0.00,2,,227
2007-8-12,37,33,29,26,24,22,79,64,47,996,995,993,5,5,5,24,14,,0.00,4,Rain-Thunderstorm,209
2007-8-13,36,30,24,26,23,19,89,64,37,997,996,992,6,5,4,45,10,,0.00,3,Thunderstorm,165
2007-8-14,37,31,25,26,23,21,89,69,39,999,997,995,6,5,4,27,8,,0.00,4,Rain-Thunderstorm,167
2007-8-15,36,31,27,25,23,20,89,69,47,1000,998,996,6,4,1,32,6,,0.00,3,Rain-Thunderstorm,113
2007-8-16,37,31,26,25,23,19,84,62,42,1001,998,997,5,4,4,27,6,,0.00,2,Thunderstorm,229
2007-8-17,37,31,25,24,21,19,78,57,35,1000,999,997,5,5,4,21,8,,0.00,1,,202
2007-8-18,37,32,28,25,23,19,84,59,37,1001,1000,998,5,4,4,87,8,,0.00,1,,223
2007-8-19,37,31,25,26,23,20,84,69,42,1004,1002,1000,6,5,4,29,8,,0.00,2,Rain,126
2007-8-20,35,30,26,24,23,22,89,69,47,1007,1006,1004,6,5,1,23,13,,0.00,3,,100
2007-8-21,37,31,25,25,23,20,89,63,39,1007,1005,1002,6,5,4,16,6,,0.00,3,,56
2007-8-22,35,30,26,25,24,20,89,75,47,1006,1004,1002,5,4,2,26,3,,0.00,3,Rain-Thunderstorm,137
2007-8-23,36,31,26,26,24,22,89,74,47,1005,1004,1002,5,4,3,19,5,,0.00,3,Rain-Thunderstorm,103
2007-8-24,34,30,26,25,24,23,89,72,56,1007,1005,1003,5,5,4,13,8,,0.00,3,,143
2007-8-25,36,31,27,25,24,22,89,69,44,1007,1005,1003,5,5,4,19,6,,0.00,3,Rain-Thunderstorm,150
2007-8-26,35,30,26,26,25,23,89,74,52,1005,1003,1000,5,5,3,19,6,,0.00,3,,92
2007-8-27,37,32,27,26,23,19,89,67,35,1004,1003,1000,5,5,1,34,10,,0.00,2,,115
2007-8-28,37,31,26,25,23,22,83,67,44,1005,1003,1001,5,5,4,13,6,,0.00,2,,101
2007-8-29,35,30,26,25,24,21,89,76,49,1005,1004,1001,6,4,3,21,8,,0.00,3,Rain-Thunderstorm,116
2007-8-30,34,30,26,25,24,22,89,69,49,1004,1002,1000,4,4,3,13,5,,0.00,2,,85
2007-8-31,35,31,27,25,24,23,84,69,49,1003,1001,999,5,4,4,19,5,,0.00,2,,127
<!-- 0.212:0 -->
