
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-12-1,23,14,6,8,4,1,87,64,23,1021,1019,1017,5,4,2,14,6,,0.00,0,,317
2006-12-2,23,14,6,9,4,1,87,61,27,1019,1017,1016,5,4,3,14,3,,0.00,2,,318
2006-12-3,21,16,10,10,8,4,82,66,35,1020,1017,1016,6,4,3,24,8,,0.00,6,Rain,329
2006-12-4,17,14,13,13,11,9,94,83,68,1020,1017,1014,5,3,1,182,13,,0.00,8,Rain,89
2006-12-5,21,16,12,14,12,11,94,84,60,1019,1016,1012,4,3,1,19,11,,0.00,5,Rain,151
2006-12-6,21,13,7,12,9,4,94,76,42,1020,1018,1016,4,4,3,13,5,,0.00,1,,294
2006-12-7,19,12,5,11,7,4,94,76,42,1021,1018,1017,4,4,1,10,2,,0.00,2,,289
2006-12-8,18,10,3,11,6,2,93,75,42,1020,1019,1017,4,3,1,8,2,,0.00,0,Fog,356
2006-12-9,20,12,5,10,7,3,100,77,46,1021,1019,1016,4,4,3,11,3,,0.00,2,,277
2006-12-10,18,14,11,11,10,9,88,79,56,1017,1015,1014,4,3,1,13,3,,0.00,5,Rain-Thunderstorm,195
2006-12-11,16,11,7,13,9,6,94,85,63,1019,1016,1015,2,1,0,11,5,,0.00,2,Fog,263
2006-12-12,19,11,4,12,7,3,94,78,42,1020,1019,1017,4,3,0,19,6,,0.00,1,Fog,280
2006-12-13,20,13,6,10,6,2,93,72,35,1021,1019,1017,4,3,1,14,5,,0.00,2,,291
2006-12-14,21,12,4,8,5,1,93,66,28,1023,1021,1019,4,4,1,19,6,,0.00,1,,294
2006-12-15,22,13,5,9,4,0,93,63,23,1020,1018,1017,4,4,1,11,6,,0.00,1,,287
2006-12-16,23,14,6,10,6,4,93,66,29,1023,1021,1020,4,3,1,19,5,,0.00,1,,299
2006-12-17,22,13,5,9,5,2,93,65,27,1022,1019,1017,6,4,3,14,5,,0.00,0,,287
2006-12-18,22,12,3,9,4,0,93,65,23,1018,1016,1014,4,3,2,19,5,,0.00,0,,290
2006-12-19,20,11,3,9,6,1,93,74,30,1020,1018,1016,4,3,1,11,2,,0.00,0,,91
2006-12-20,20,13,6,12,9,5,100,80,49,1029,1019,1015,3,1,0,13,5,,0.00,1,Fog,87
2006-12-21,21,14,8,12,9,5,94,77,49,1022,1020,1019,3,2,1,13,8,,0.00,1,Fog,67
2006-12-22,21,13,7,9,7,5,93,74,40,1022,1019,1017,4,3,0,11,6,,0.00,0,Fog,309
2006-12-23,22,13,4,10,6,3,93,73,31,1020,1018,1016,4,3,1,10,2,,0.00,0,,291
2006-12-24,20,12,4,10,6,2,93,73,40,1021,1019,1017,5,3,1,10,2,,0.00,1,Fog,75
2006-12-25,18,12,6,10,7,4,93,73,49,1029,1017,1015,4,2,1,23,5,,0.00,3,Rain,308
2006-12-26,18,14,10,11,9,7,88,77,56,1018,1016,1012,5,4,1,23,11,,0.00,4,Rain-Thunderstorm,358
2006-12-27,20,14,9,9,8,6,88,72,40,1020,1018,1016,6,5,4,21,13,,0.00,0,,299
2006-12-28,21,12,3,8,4,1,93,68,28,1018,1016,1011,5,4,4,13,6,,0.00,2,,269
2006-12-29,20,12,5,10,6,2,93,75,30,1021,1019,1015,4,3,0,10,2,,0.00,1,,126
2006-12-30,18,10,2,10,5,1,93,78,42,1019,1017,1016,4,2,0,10,2,,0.00,0,Fog,90
2006-12-31,14,8,3,11,6,2,100,90,67,1019,1017,1016,3,1,0,8,2,,0.00,0,Fog,68
<!-- 0.218:0 -->
