
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2010-6-1,45,37,29,16,13,10,36,25,13,1004,1002,1000,6,4,1,29,8,,0.00,0,,232
2010-6-2,43,36,29,19,15,11,49,29,15,1005,1003,1001,6,5,3,74,13,,0.00,2,,134
2010-6-3,39,31,23,20,16,13,74,38,21,1007,1004,1002,6,4,1,55,13,,0.00,3,Rain-Thunderstorm,88
2010-6-4,38,32,26,21,19,14,69,50,35,1006,1004,1000,4,3,1,74,14,,0.00,3,Thunderstorm,103
2010-6-5,37,30,24,24,21,18,74,57,47,1005,1003,1001,6,5,4,16,11,,0.00,2,Rain-Thunderstorm,18
2010-6-6,40,33,27,20,18,15,61,42,23,1003,1001,999,6,4,1,37,8,,0.00,1,,245
2010-6-7,31,28,25,20,18,16,61,54,48,1005,1003,1000,4,4,4,23,11,,0.00,4,Rain,207
2010-6-8,36,29,23,21,18,17,73,52,32,1005,1004,1003,5,5,4,21,11,,0.00,2,,294
2010-6-9,39,32,26,20,16,14,65,39,24,1006,1004,1002,7,5,4,27,10,,0.00,2,,324
2010-6-10,37,31,26,17,16,16,54,40,29,1006,1004,1002,6,5,4,150,11,,0.00,2,,272
2010-6-11,42,33,26,20,16,14,54,34,20,1005,1003,1000,6,5,1,64,8,,0.00,0,,68
2010-6-12,43,36,28,17,16,14,48,33,19,1003,1001,999,6,4,2,29,11,,0.00,2,,310
2010-6-13,43,34,27,23,17,15,66,37,25,1002,1000,998,5,4,2,34,10,,0.00,2,Rain-Thunderstorm,78
2010-6-14,35,31,27,22,18,17,66,47,38,1005,1002,1000,6,5,4,29,16,,0.00,4,Thunderstorm,93
2010-6-15,35,31,27,29,19,9,84,49,25,1003,1002,999,4,4,3,27,10,,0.00,4,,287
2010-6-16,40,33,26,19,16,14,58,39,21,1003,1001,997,6,5,4,19,11,,0.00,2,,312
2010-6-17,41,33,27,17,16,13,51,30,19,1003,1001,999,6,5,4,14,8,,0.00,2,,326
2010-6-18,43,37,30,22,17,13,55,32,17,1004,1002,999,6,5,4,21,8,,0.00,1,,295
2010-6-19,45,38,32,18,16,15,41,29,18,1003,1000,998,8,6,4,16,13,,0.00,0,,279
2010-6-20,46,38,31,20,18,16,52,30,18,1002,999,997,5,4,3,14,6,,0.00,0,,182
2010-6-21,45,38,32,22,20,16,49,34,22,1001,998,995,6,5,2,32,11,,0.00,0,,131
2010-6-22,43,37,32,23,19,17,49,36,25,998,996,994,4,4,3,29,11,,0.00,1,,163
2010-6-23,42,36,28,24,22,19,66,44,30,999,997,993,4,3,1,48,13,,0.00,0,,198
2010-6-24,40,33,26,23,20,16,83,49,27,999,996,993,5,4,1,63,11,,0.00,1,Rain-Thunderstorm,87
2010-6-25,35,29,24,23,21,12,83,60,39,1002,1000,997,5,5,4,24,11,,0.00,2,Rain-Thunderstorm,125
2010-6-26,41,34,29,24,21,18,70,46,28,1000,999,996,6,5,4,14,6,,0.00,0,,264
2010-6-27,43,36,29,24,21,18,58,43,25,1000,998,995,6,5,1,48,10,,0.00,1,,195
2010-6-28,41,34,28,26,23,19,66,51,38,999,997,995,6,5,4,19,10,,0.00,1,,127
2010-6-29,38,33,29,25,22,19,70,55,39,999,998,996,4,4,2,35,16,,0.00,3,,113
2010-6-30,34,31,28,23,20,18,66,54,41,1000,998,996,4,4,3,21,10,,0.00,4,,2
<!-- 0.202:0 -->
