
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1997-6-1,35,29,23,20,18,16,69,52,32,1007,1006,1004,10,8,6,19,5,,0.00,2,,263
1997-6-2,35,30,25,21,18,13,74,52,29,1006,1005,1003,10,7,5,34,5,,0.00,4,Thunderstorm,328
1997-6-3,33,27,22,21,18,10,88,58,38,1008,1006,1003,10,8,5,19,13,,0.00,4,Rain-Thunderstorm,107
1997-6-4,36,30,25,22,19,17,78,57,32,1010,1008,1007,10,8,4,29,3,,0.00,3,Thunderstorm,231
1997-6-5,36,30,25,21,19,17,74,56,32,1008,1006,1004,8,7,6,13,6,,0.00,2,,252
1997-6-6,37,30,24,22,19,15,73,50,30,1005,1004,1001,10,7,5,37,10,,0.00,2,Rain-Thunderstorm,190
1997-6-7,35,29,23,21,19,17,83,58,34,1006,1004,1002,10,9,8,19,14,,0.00,2,Thunderstorm,94
1997-6-8,39,32,26,23,20,16,79,47,27,1006,1004,1002,10,9,7,23,10,,0.00,2,Thunderstorm,95
1997-6-9,33,29,25,22,20,18,69,56,43,1006,1004,1002,10,9,7,23,11,,0.00,4,Rain-Thunderstorm,56
1997-6-10,38,31,25,21,19,16,78,48,27,1005,1003,1000,8,7,6,13,6,,0.00,1,,243
1997-6-11,40,34,28,21,18,14,66,41,22,1003,1000,997,8,7,6,19,8,,0.00,2,,162
1997-6-12,32,28,25,23,21,19,89,63,49,1005,1001,998,10,8,6,37,10,,0.00,2,Rain-Thunderstorm,82
1997-6-13,35,30,25,22,20,17,83,59,34,1007,1005,1003,10,9,7,19,10,,0.00,2,,96
1997-6-14,40,34,28,22,19,16,66,40,24,1006,1003,1000,8,7,5,16,6,,0.00,0,,243
1997-6-15,42,34,27,22,18,14,74,42,20,1004,1001,999,10,7,5,19,5,,0.00,1,,226
1997-6-16,43,36,29,22,18,14,55,37,19,1000,999,997,7,6,5,14,5,,0.00,0,,218
1997-6-17,41,36,30,23,20,15,62,41,28,1000,998,995,8,6,5,34,10,,0.00,0,,157
1997-6-18,40,36,27,23,21,19,61,45,29,999,997,994,7,5,2,47,13,,0.00,1,Rain-Thunderstorm,209
1997-6-19,37,33,30,23,21,17,58,49,40,1000,998,996,6,6,4,34,19,,0.00,1,Thunderstorm,127
1997-6-20,31,26,22,25,22,19,83,76,66,1005,1003,1001,10,8,3,32,16,,0.00,4,Rain-Thunderstorm,102
1997-6-21,35,30,26,25,23,19,89,64,39,1005,1002,999,10,6,3,16,6,,0.00,2,,121
1997-6-22,39,33,28,25,22,19,84,52,33,1000,999,996,10,7,5,19,6,,0.00,1,,179
1997-6-23,41,36,30,23,22,21,66,49,33,997,995,992,10,7,5,21,10,,0.00,1,,252
1997-6-24,37,33,31,28,23,20,70,54,44,997,995,993,7,6,3,23,16,,0.00,2,,164
1997-6-25,40,35,30,26,24,23,79,58,38,999,994,991,7,6,4,93,8,,0.00,2,,126
1997-6-26,37,32,27,24,22,19,84,56,39,997,994,993,10,7,6,32,14,,0.00,2,,103
1997-6-27,31,27,24,25,24,22,94,79,62,998,995,993,10,8,4,27,13,,0.00,4,Rain-Thunderstorm,139
1997-6-28,33,29,25,27,24,23,100,72,59,994,993,990,10,9,6,13,8,,0.00,3,,89
1997-6-29,29,27,24,27,23,22,94,79,66,995,992,991,10,8,5,16,5,,0.00,4,Rain-Thunderstorm,91
1997-6-30,34,29,24,25,23,21,94,74,46,996,994,993,10,7,2,13,5,,0.00,1,,40
<!-- 0.207:0 -->
