
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2001-8-1,36,32,28,26,24,22,84,66,44,1002,1000,997,8,6,4,24,8,,0.00,0,,253
2001-8-2,36,32,29,27,26,24,84,69,56,999,997,995,7,6,6,23,5,,0.00,0,,205
2001-8-3,36,32,29,28,27,25,89,73,56,1003,1000,996,7,6,5,19,5,,0.00,1,Thunderstorm,155
2001-8-4,34,31,28,28,27,24,89,81,71,1008,1006,1004,8,6,4,27,11,,0.00,3,,71
2001-8-5,35,31,28,27,26,24,94,74,59,1008,1006,1002,8,7,5,19,3,,0.00,3,,105
2001-8-6,35,31,28,28,27,25,89,75,63,1006,1004,1001,8,7,5,16,10,,0.00,2,,110
2001-8-7,33,30,28,28,26,24,89,77,62,1006,1003,1001,8,6,3,37,6,,0.00,3,Rain,82
2001-8-8,34,31,28,28,27,26,94,79,63,1005,1003,999,7,6,5,14,3,,0.00,2,,126
2001-8-9,34,31,28,28,27,25,89,81,67,1006,1004,1002,6,6,6,19,6,,0.00,4,Rain,125
2001-8-10,35,31,27,28,27,25,94,78,59,1007,1004,1001,8,6,5,26,6,,0.00,2,Thunderstorm,104
2001-8-11,36,32,28,29,27,25,94,77,56,1006,1003,1001,8,7,5,10,3,,0.00,3,,129
2001-8-12,36,32,29,29,28,26,89,75,56,1004,1001,998,10,8,5,10,0,,0.00,2,Rain,235
2001-8-13,38,34,30,28,28,27,84,70,53,1000,998,995,10,8,3,23,8,,0.00,3,,249
2001-8-14,33,30,27,29,27,25,94,84,75,1005,1001,998,10,8,6,27,14,,0.00,5,Thunderstorm,128
2001-8-15,34,30,27,28,27,26,94,88,67,1006,1003,1001,10,7,4,14,8,,0.00,6,Rain-Thunderstorm,106
2001-8-16,35,31,27,28,27,26,94,78,59,1003,1000,997,8,6,1,13,3,,0.00,3,,295
2001-8-17,37,33,30,29,28,26,89,75,59,999,998,995,7,7,5,16,3,,0.00,2,,275
2001-8-18,37,33,29,29,26,24,94,67,47,999,997,995,8,7,4,19,5,,0.00,2,,242
2001-8-19,38,34,30,27,25,24,79,62,47,1001,999,997,10,7,5,23,8,,0.00,1,,233
2001-8-20,37,33,29,26,25,24,79,64,47,1003,1001,1000,10,7,6,23,5,,0.00,1,,239
2001-8-21,37,33,29,27,25,23,84,62,47,1004,1002,999,8,7,5,21,6,,0.00,1,,239
2001-8-22,37,32,27,27,26,25,94,70,53,1001,999,997,8,7,6,19,5,,0.00,1,,199
2001-8-23,35,30,26,28,24,21,89,72,56,1001,999,998,8,7,5,27,6,,0.00,3,Thunderstorm,74
2001-8-24,35,31,27,28,26,23,84,75,63,1003,1001,1000,10,8,7,58,6,,0.00,1,,102
2001-8-25,37,31,26,28,26,24,94,71,50,1004,1002,1000,10,8,6,132,11,,0.00,1,Thunderstorm,237
2001-8-26,37,32,27,29,26,24,89,67,53,1002,1001,999,10,7,5,13,5,,0.00,1,,244
2001-8-27,38,33,28,28,26,24,84,66,50,999,998,996,8,8,6,13,5,,0.00,1,,224
2001-8-28,38,33,28,27,26,25,89,70,53,998,996,994,8,7,3,23,6,,0.00,1,,192
2001-8-29,37,32,28,27,26,25,89,70,50,998,996,994,8,7,6,23,5,,0.00,0,,223
2001-8-30,37,32,27,28,27,25,94,74,53,1000,998,997,10,7,3,16,5,,0.00,1,Thunderstorm,191
2001-8-31,35,32,29,28,26,24,89,70,56,1001,1000,999,7,7,6,13,3,,0.00,3,,290
<!-- 0.290:0 -->
