
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2005-1-1,17,13,9,9,6,2,88,69,37,1018,1016,1011,5,4,3,19,10,,0.00,3,,127
2005-1-2,18,12,6,8,6,4,93,74,40,1019,1017,1015,4,3,1,13,3,,0.00,2,,289
2005-1-3,18,12,6,8,6,5,93,74,42,1022,1019,1017,5,4,0,10,3,,0.00,2,,305
2005-1-4,17,11,5,9,7,4,93,77,52,1025,1022,1019,5,3,1,14,5,,0.00,3,,288
2005-1-5,18,11,5,9,7,4,100,79,42,1020,1019,1018,5,3,1,10,3,,0.00,1,Fog,267
2005-1-6,19,11,4,9,6,3,93,77,40,1021,1019,1018,6,3,0,13,2,,0.00,1,Fog,294
2005-1-7,20,12,4,8,6,3,93,70,33,1021,1019,1017,5,4,1,14,8,,0.00,0,Fog,275
2005-1-8,21,13,6,9,6,3,93,67,33,1018,1017,1015,5,4,1,10,5,,0.00,1,,266
2005-1-9,21,14,9,10,8,6,94,77,38,1018,1016,1013,4,2,1,11,3,,0.00,3,,295
2005-1-10,20,13,7,9,5,1,94,64,28,1013,1011,1009,6,3,1,23,6,,0.00,1,,289
2005-1-11,18,11,4,5,2,-3,93,59,24,1019,1017,1013,5,4,2,13,3,,0.00,3,,296
2005-1-12,20,11,3,7,3,-2,93,65,26,1021,1019,1018,5,3,1,14,3,,0.00,1,,298
2005-1-13,21,12,3,7,4,0,93,64,27,1019,1017,1015,6,4,1,16,5,,0.00,1,,292
2005-1-14,21,13,6,7,4,1,87,64,28,1018,1016,1015,5,4,2,16,6,,0.00,1,,291
2005-1-15,21,12,4,7,3,-3,93,62,20,1018,1016,1014,6,4,1,11,5,,0.00,0,,287
2005-1-16,20,11,3,4,2,-3,93,62,23,1019,1016,1015,6,5,2,10,2,,0.00,1,,73
2005-1-17,17,12,6,6,3,1,87,62,37,1017,1015,1013,5,3,2,82,8,,0.00,3,,52
2005-1-18,43,22,2,7,3,0,93,61,8,1019,1017,1014,5,4,1,11,2,,0.00,2,,241
2005-1-19,19,11,3,6,3,-1,93,65,26,1021,1020,1019,4,3,1,16,3,,0.00,0,,288
2005-1-20,19,11,4,6,1,-4,87,56,22,1022,1020,1019,4,4,3,16,8,,0.00,3,,291
2005-1-21,14,11,8,8,6,4,93,71,54,1023,1020,1019,7,4,2,23,8,,0.00,7,Rain,314
2005-1-22,11,9,8,9,7,6,94,89,82,1020,1017,1014,6,4,1,16,10,,0.00,7,Rain-Thunderstorm,69
2005-1-23,14,10,7,7,6,5,93,78,55,1020,1017,1015,6,5,3,11,3,,0.00,6,,302
2005-1-24,14,10,6,7,6,5,93,77,55,1021,1019,1018,5,4,2,11,3,,0.00,5,,252
2005-1-25,17,10,4,7,6,3,93,75,45,1022,1019,1016,5,4,2,11,5,,0.00,0,,299
2005-1-26,18,11,5,7,6,4,93,72,40,1017,1015,1012,6,4,1,55,3,,0.00,2,,296
2005-1-27,16,12,8,9,7,6,93,82,55,1013,1011,1009,6,3,0,39,8,,0.00,5,Rain-Thunderstorm,137
2005-1-28,16,11,7,8,7,4,93,75,45,1017,1015,1012,8,6,4,14,8,,0.00,3,,37
2005-1-29,17,10,4,7,5,3,93,72,42,1019,1017,1015,6,4,2,14,8,,0.00,0,,316
2005-1-30,19,12,5,12,5,2,93,69,32,1019,1017,1015,5,4,1,11,3,,0.00,0,,209
2005-1-31,19,12,6,7,5,3,93,65,40,1021,1019,1018,6,4,0,13,5,,0.00,0,Fog,295
<!-- 0.204:0 -->
