
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2011-3-1,20,16,11,12,11,9,88,75,56,1019,1017,1015,4,4,3,16,11,,0.00,4,Rain,339
2011-3-2,17,13,11,12,11,9,88,83,72,1016,1015,1014,4,3,1,19,6,,0.00,5,Rain,6
2011-3-3,20,16,12,14,12,10,100,79,64,1016,1013,1011,5,3,0,16,8,,0.00,4,Fog-Rain,325
2011-3-4,22,17,13,13,12,10,94,73,50,1016,1014,1012,4,4,1,14,6,,0.00,3,,314
2011-3-5,22,17,12,13,11,8,88,69,41,1017,1015,1013,5,4,2,19,6,,0.00,2,Rain,344
2011-3-6,26,19,13,12,8,6,72,54,31,1019,1017,1016,7,5,4,184,14,,0.00,1,,314
2011-3-7,25,20,15,12,9,4,72,53,27,1019,1017,1016,5,4,3,26,8,,0.00,3,,310
2011-3-8,26,20,15,12,11,8,82,56,32,1016,1013,1010,5,4,4,23,8,,0.00,2,,296
2011-3-9,27,20,14,13,8,1,72,47,23,1014,1011,1009,8,5,4,14,3,,0.00,1,,277
2011-3-10,27,20,14,13,10,6,77,54,26,1016,1014,1013,7,4,3,14,3,,0.00,0,,63
2011-3-11,28,21,14,12,9,3,77,48,20,1015,1014,1012,6,5,1,21,6,,0.00,0,,279
2011-3-12,30,22,15,12,11,9,77,50,29,1014,1012,1010,6,5,3,16,6,,0.00,1,,265
2011-3-13,30,23,16,15,12,10,72,53,29,1013,1012,1010,6,4,1,26,5,,0.00,1,,272
2011-3-14,32,24,18,17,13,10,73,51,27,1012,1010,1008,7,5,4,150,6,,0.00,0,,289
2011-3-15,32,24,17,19,17,14,83,62,40,1014,1012,1011,4,4,2,11,3,,0.00,1,,125
2011-3-16,33,26,19,19,18,16,88,63,36,1019,1010,1007,4,3,1,14,3,,0.00,2,,275
2011-3-17,32,26,19,20,18,15,88,67,36,1009,1006,1004,4,3,1,13,5,,0.00,4,,140
2011-3-18,31,26,20,21,19,17,88,67,51,1006,1003,1001,5,4,2,13,8,,0.00,4,,63
2011-3-19,31,26,20,21,17,11,83,64,43,1002,1000,997,5,4,1,26,8,,0.00,3,,167
2011-3-20,30,23,17,15,12,9,82,55,27,1007,1003,1000,6,5,4,26,10,,0.00,0,,354
2011-3-21,31,23,17,13,9,5,59,40,23,1010,1008,1007,7,5,4,16,6,,0.00,2,,323
2011-3-22,32,23,16,14,11,7,82,47,21,1010,1009,1008,7,5,3,13,5,,0.00,0,,333
2011-3-23,32,24,18,14,12,9,68,47,25,1011,1010,1008,6,5,3,14,5,,0.00,0,,345
2011-3-24,33,26,19,18,14,11,73,51,28,1012,1010,1008,6,5,1,11,5,,0.00,0,,316
2011-3-25,34,27,19,17,14,10,83,47,23,1011,1010,1008,6,5,3,16,6,,0.00,0,,273
2011-3-26,35,28,20,17,15,13,78,50,26,1011,1010,1008,7,5,2,21,6,,0.00,0,,247
2011-3-27,37,29,22,19,17,10,83,53,19,1011,1008,1006,6,5,3,11,5,,0.00,1,,66
2011-3-28,28,24,21,20,17,14,73,61,54,1008,1006,1003,5,4,4,29,13,,0.00,3,Thunderstorm,20
2011-3-29,33,24,17,18,16,13,82,59,36,1011,1008,1006,5,4,3,27,8,,0.00,1,,91
2011-3-30,30,23,17,15,13,10,77,52,35,1014,1011,1009,7,5,4,19,10,,0.00,0,,31
2011-3-31,32,26,20,15,12,8,68,45,22,1011,1010,1009,7,5,4,21,5,,0.00,1,,301
<!-- 0.258:0 -->
