
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1999-8-1,34,30,26,27,25,24,89,77,59,1003,1001,998,10,8,7,19,10,,0.00,5,,63
1999-8-2,35,31,28,26,26,24,84,71,56,1000,999,998,10,9,8,13,3,,0.00,4,Rain,99
1999-8-3,35,31,28,27,26,25,94,78,59,1001,999,998,10,8,4,23,5,,0.00,4,,81
1999-8-4,34,30,27,28,27,25,94,77,63,1000,999,997,8,8,6,14,5,,0.00,3,Rain-Thunderstorm,165
1999-8-5,36,32,28,27,26,25,89,73,56,999,997,995,8,7,6,13,5,,0.00,3,,175
1999-8-6,32,29,27,28,27,25,89,84,79,997,995,994,8,7,7,13,10,,0.00,4,Thunderstorm,145
1999-8-7,34,31,29,28,27,25,89,78,63,997,996,994,8,8,6,23,10,,0.00,5,Thunderstorm,104
1999-8-8,35,31,27,28,27,24,89,80,63,998,996,995,10,8,7,29,6,,0.00,4,Rain-Thunderstorm,97
1999-8-9,33,30,27,28,27,25,94,80,70,1001,997,996,10,9,6,13,5,,0.00,5,Thunderstorm,115
1999-8-10,33,30,27,28,26,25,94,85,74,1002,1001,999,10,8,6,23,10,,0.00,5,,100
1999-8-11,33,30,27,28,27,25,94,84,71,1002,999,997,8,7,6,13,2,,0.00,3,Rain,103
1999-8-12,32,30,28,27,26,23,89,79,70,998,996,994,10,9,8,13,3,,0.00,2,Thunderstorm,125
1999-8-13,31,26,21,27,24,21,100,80,66,998,995,993,10,7,2,47,10,,0.00,4,Rain-Thunderstorm,341
1999-8-14,34,29,25,27,24,22,89,72,49,1000,999,998,10,8,5,14,3,,0.00,1,,235
1999-8-15,36,32,28,27,26,22,89,68,47,1003,1001,1000,8,7,5,13,3,,0.00,3,Thunderstorm,231
1999-8-16,36,32,29,27,26,25,84,68,53,1003,1002,1001,8,7,6,13,6,,0.00,2,,272
1999-8-17,36,32,29,27,25,22,84,64,44,1004,1002,1000,8,8,6,10,2,,0.00,2,,251
1999-8-18,37,33,29,28,24,22,79,63,44,1004,1002,1000,8,7,5,11,2,,0.00,2,,159
1999-8-19,37,33,29,27,25,21,84,65,41,1004,1003,1002,8,8,7,11,2,,0.00,2,Thunderstorm,100
1999-8-20,34,30,27,27,26,25,94,77,63,1005,1003,1001,8,6,4,14,8,,0.00,3,,96
1999-8-21,37,32,27,26,24,22,89,64,42,1001,1000,998,8,7,6,11,2,,0.00,1,,262
1999-8-22,36,32,28,25,23,21,79,57,41,1003,1001,999,10,8,3,13,3,,0.00,0,,252
1999-8-23,36,32,28,24,23,21,74,58,41,1004,1002,1001,8,7,5,19,5,,0.00,1,,242
1999-8-24,36,31,27,24,23,21,79,60,44,1003,1001,999,10,7,6,11,3,,0.00,0,,232
1999-8-25,36,32,28,25,24,23,79,63,47,1000,999,997,10,8,6,13,3,,0.00,1,,180
1999-8-26,35,30,26,27,25,23,89,73,56,1003,1000,998,10,8,6,13,2,,0.00,2,Rain-Thunderstorm,47
1999-8-27,33,29,25,25,23,20,84,70,55,1006,1004,1002,10,9,7,27,8,,0.00,2,Thunderstorm,27
1999-8-28,35,30,26,24,23,20,89,69,52,1005,1002,1000,8,7,2,27,2,,0.00,3,Rain,162
1999-8-29,36,30,24,24,22,21,89,69,44,1005,1003,1002,10,8,7,16,3,,0.00,2,Thunderstorm,200
1999-8-30,37,31,26,25,23,20,94,64,39,1005,1003,1001,10,9,8,14,3,,0.00,1,,251
1999-8-31,37,32,27,25,22,19,84,57,37,1004,1002,1000,10,8,6,14,3,,0.00,0,,260
<!-- 0.187:0 -->
