
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2001-7-1,35,31,27,28,26,24,94,76,59,1002,1000,999,10,8,6,21,10,,0.00,6,Rain-Thunderstorm,103
2001-7-2,36,32,29,29,27,25,89,77,53,1000,998,996,7,6,3,23,3,,0.00,4,,191
2001-7-3,30,27,24,28,26,24,100,89,79,1001,998,995,10,7,1,35,8,,0.00,5,Rain-Thunderstorm,62
2001-7-4,33,29,25,27,25,23,89,81,63,1000,998,996,10,8,5,27,8,,0.00,4,Rain-Thunderstorm,63
2001-7-5,36,31,27,27,26,24,89,67,53,999,997,994,10,7,4,10,3,,0.00,1,Thunderstorm,74
2001-7-6,38,33,29,28,27,26,89,69,53,998,996,994,8,7,4,16,2,,0.00,3,Thunderstorm,149
2001-7-7,34,32,31,28,27,27,84,74,67,998,996,995,7,6,4,23,14,,0.00,4,Thunderstorm,120
2001-7-8,30,27,24,27,25,23,100,88,79,1002,999,996,10,6,2,37,13,,0.00,6,Rain-Thunderstorm,96
2001-7-9,36,31,27,28,27,25,94,77,53,999,998,996,10,6,2,13,2,,0.00,3,,114
2001-7-10,37,33,29,28,27,26,84,69,56,1000,998,995,10,7,5,16,3,,0.00,2,,143
2001-7-11,31,28,25,28,26,24,100,86,74,1001,999,997,10,8,4,37,18,,0.00,6,Rain-Thunderstorm,63
2001-7-12,35,31,27,28,26,24,89,74,56,1000,999,997,10,8,7,19,10,,0.00,4,,80
2001-7-13,34,30,27,27,26,25,94,82,63,1001,999,997,10,9,6,24,10,,0.00,4,Rain-Thunderstorm,104
2001-7-14,36,31,27,27,26,25,94,75,53,1000,999,997,10,8,6,16,3,,0.00,3,,239
2001-7-15,34,31,28,28,26,25,94,79,63,998,996,995,10,7,2,23,8,,0.00,3,Rain,193
2001-7-16,33,29,23,28,26,21,100,83,66,998,996,994,10,7,2,55,11,,0.00,4,Rain-Thunderstorm,128
2001-7-17,32,27,23,26,24,22,100,82,62,1000,999,997,10,8,4,19,11,,0.00,5,Rain-Thunderstorm,121
2001-7-18,34,30,27,27,26,23,94,74,56,1001,999,996,10,7,1,10,2,,0.00,2,,204
2001-7-19,37,33,29,28,26,22,94,68,44,999,997,995,7,6,3,13,3,,0.00,2,,235
2001-7-20,37,33,30,28,26,24,84,65,53,998,997,995,7,6,5,16,6,,0.00,3,,166
2001-7-21,35,32,30,29,27,24,94,75,53,998,996,995,7,6,2,19,8,,0.00,4,,164
2001-7-22,34,31,29,28,27,25,94,76,59,1001,999,998,7,6,4,19,8,,0.00,3,,137
2001-7-23,34,31,28,28,27,26,94,80,63,1002,1000,999,8,7,5,21,11,,0.00,4,Rain,109
2001-7-24,31,27,23,27,25,22,100,91,79,1003,1000,998,8,6,1,34,6,,0.00,6,Rain-Thunderstorm,76
2001-7-25,34,29,24,28,26,23,94,83,63,1001,1000,998,8,7,5,19,3,,0.00,5,Rain-Thunderstorm,90
2001-7-26,33,29,26,27,26,24,94,78,62,1002,1000,999,10,8,4,16,5,,0.00,4,Rain,70
2001-7-27,35,32,29,27,27,26,89,78,63,1001,999,996,7,6,3,19,3,,0.00,3,Rain-Thunderstorm,175
2001-7-28,34,31,28,29,26,24,94,80,56,998,997,995,7,6,3,34,3,,0.00,4,Rain-Thunderstorm,104
2001-7-29,31,27,23,27,24,22,100,85,66,1000,998,996,8,6,3,27,14,,0.00,5,Rain-Thunderstorm,68
2001-7-30,31,27,24,25,24,23,94,82,70,1001,1000,998,10,8,4,24,8,,0.00,4,Rain-Thunderstorm,48
2001-7-31,33,30,27,26,24,23,89,72,59,1005,1002,1001,8,7,1,14,3,,0.00,3,,291
<!-- 0.243:0 -->
