
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
1998-10-1,30,26,21,25,22,19,94,76,58,1012,1008,1006,10,8,3,37,11,,0.00,3,Rain-Thunderstorm,43
1998-10-2,33,28,24,25,23,21,89,74,55,1010,1007,1006,8,7,6,10,3,,0.00,2,Thunderstorm,56
1998-10-3,34,28,23,24,22,21,88,69,49,1008,1006,1004,8,6,2,10,2,,0.00,1,,129
1998-10-4,33,26,19,24,21,16,100,78,46,1010,1008,1006,8,6,3,24,5,,0.00,2,Rain-Thunderstorm,127
1998-10-5,31,24,19,24,17,10,100,69,41,1012,1010,1009,8,6,4,13,5,,0.00,0,,333
1998-10-6,32,26,21,23,20,18,88,72,49,1011,1009,1008,8,6,3,6,0,,0.00,0,,350
1998-10-7,33,28,23,23,22,20,89,71,46,1011,1009,1008,8,6,2,11,2,,0.00,0,,333
1998-10-8,34,28,22,23,22,21,94,79,46,1011,1009,1007,8,6,4,11,2,,0.00,0,,295
1998-10-9,34,28,23,24,22,20,89,70,46,1010,1008,1006,7,5,2,3,0,,0.00,0,,280
1998-10-10,34,28,22,22,19,16,89,62,38,1011,1009,1007,8,7,5,13,3,,0.00,0,,335
1998-10-11,34,27,21,21,18,16,83,62,36,1011,1009,1007,7,6,6,13,5,,0.00,0,,318
1998-10-12,34,27,21,21,18,11,88,63,24,1012,1010,1008,7,5,2,10,2,,0.00,0,,309
1998-10-13,33,26,19,21,18,14,88,65,31,1013,1011,1009,7,5,2,10,0,,0.00,0,,300
1998-10-14,34,27,20,22,18,16,88,63,36,1012,1009,1007,7,5,2,13,2,,0.00,0,,307
1998-10-15,29,24,20,22,19,17,88,74,58,1009,1007,1006,6,4,2,19,2,,0.00,5,,204
1998-10-16,24,21,19,19,18,18,94,86,69,1010,1009,1007,7,6,6,13,3,,0.00,8,Rain,59
1998-10-17,23,21,19,20,19,17,94,90,78,1009,1007,1006,10,7,3,16,6,,0.00,7,Rain,27
1998-10-18,29,24,19,21,19,18,94,76,55,1009,1006,1004,10,7,6,14,3,,0.00,3,,297
1998-10-19,37,28,19,21,19,17,94,72,35,1008,1006,1005,8,6,2,10,2,,0.00,0,,302
1998-10-20,31,26,20,20,18,15,88,71,38,1010,1008,1007,7,5,2,16,3,,0.00,0,,295
1998-10-21,32,26,19,20,18,15,88,65,36,1011,1009,1008,8,5,3,10,2,,0.00,0,,279
1998-10-22,33,24,17,19,17,14,83,67,34,1012,1009,1008,8,5,3,10,2,,0.00,0,,247
1998-10-23,32,26,20,20,17,14,88,62,35,1012,1011,1009,7,5,2,6,0,,0.00,0,,265
1998-10-24,32,24,18,19,17,16,88,67,38,1014,1012,1011,8,5,2,10,2,,0.00,0,,263
1998-10-25,32,24,17,18,16,11,88,65,29,1014,1012,1011,7,6,5,10,2,,0.00,0,,292
1998-10-26,32,24,17,19,16,13,88,63,31,1014,1012,1010,8,6,2,10,2,,0.00,0,,127
1998-10-27,31,23,17,17,14,10,83,61,33,1014,1013,1011,7,6,4,10,2,,0.00,0,,280
1998-10-28,30,23,17,17,14,11,83,61,33,1016,1014,1013,8,6,2,10,2,,0.00,0,,297
1998-10-29,31,23,16,16,14,9,88,63,25,1014,1013,1010,8,6,1,6,0,,0.00,0,,305
1998-10-30,30,23,16,17,13,10,77,59,29,1015,1014,1012,8,5,1,6,0,,0.00,0,,338
1998-10-31,31,23,17,16,13,11,83,62,29,1015,1013,1012,8,6,5,11,2,,0.00,0,,300
<!-- 0.216:0 -->
