
PKST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2002-6-1,34,29,24,20,19,17,74,56,36,1004,1003,1000,8,6,5,24,13,,0.00,4,Rain-Thunderstorm,76
2002-6-2,37,30,24,23,21,18,89,57,32,1005,1002,1000,8,6,0,60,11,,0.00,1,Thunderstorm,86
2002-6-3,34,28,22,22,21,18,94,63,44,1006,1002,999,10,7,5,34,11,,0.00,4,Rain-Thunderstorm,46
2002-6-4,39,32,26,23,20,17,83,50,29,1001,1000,997,8,7,4,14,2,,0.00,0,,96
2002-6-5,41,33,27,24,20,15,70,45,30,1002,998,996,8,6,0,47,14,,0.00,1,Rain-Thunderstorm,91
2002-6-6,40,32,25,23,21,17,78,53,27,999,998,996,10,7,5,19,6,,0.00,1,Thunderstorm,80
2002-6-7,43,37,30,25,22,18,74,47,23,999,997,995,8,6,2,21,3,,0.00,0,,252
2002-6-8,43,37,31,24,22,19,58,41,26,997,995,993,8,7,6,19,6,,0.00,0,,215
2002-6-9,42,36,30,26,23,20,70,48,31,998,996,993,7,4,3,26,6,,0.00,0,Tornado,139
2002-6-10,41,36,30,27,23,20,66,50,30,1000,998,996,8,5,3,19,8,,0.00,1,,109
2002-6-11,40,31,23,24,22,15,83,49,31,1005,999,996,8,4,0,47,11,,0.00,2,Rain-Thunderstorm-Tornado,74
2002-6-12,38,31,25,23,21,19,74,55,33,1002,999,997,8,7,3,21,8,,0.00,1,,66
2002-6-13,39,33,28,24,22,17,79,53,33,999,997,994,8,7,2,34,6,,0.00,0,,94
2002-6-14,36,31,26,23,19,17,69,51,34,1001,997,995,8,6,4,27,11,,0.00,2,Rain-Thunderstorm,42
2002-6-15,41,34,27,23,21,18,74,53,26,998,996,992,8,6,1,64,6,,0.00,1,Thunderstorm,102
2002-6-16,35,30,25,22,19,18,70,53,36,1002,998,995,10,8,5,37,13,,0.00,2,Thunderstorm,56
2002-6-17,34,28,23,23,21,20,94,62,46,1004,1000,998,10,7,3,40,14,,0.00,3,Rain-Thunderstorm,34
2002-6-18,37,32,27,24,21,16,79,58,30,1002,1000,996,8,7,6,27,8,,0.00,2,,177
2002-6-19,36,31,27,24,22,20,79,59,41,1000,998,996,8,7,6,19,6,,0.00,3,Rain,227
2002-6-20,40,34,28,26,24,20,79,57,33,998,996,993,8,6,4,10,3,,0.00,1,,258
2002-6-21,42,36,31,25,22,12,70,46,28,997,994,991,8,7,5,27,5,,0.00,1,,219
2002-6-22,42,36,30,24,23,22,70,48,32,994,992,991,8,7,4,14,5,,0.00,0,,181
2002-6-23,41,36,31,26,24,22,70,49,35,998,995,993,8,7,6,23,6,,0.00,0,Tornado,121
2002-6-24,38,34,30,28,26,21,71,61,53,1001,999,997,6,5,3,37,14,,0.00,2,Thunderstorm,80
2002-6-25,35,31,28,25,23,21,79,65,46,1002,1000,998,10,7,3,27,10,,0.00,3,,20
2002-6-26,37,31,25,25,24,21,94,72,47,1003,1001,1000,8,6,1,47,10,,0.00,4,Rain-Thunderstorm,35
2002-6-27,35,30,25,26,24,20,89,67,49,1005,1002,1000,10,8,6,21,8,,0.00,3,Thunderstorm,99
2002-6-28,36,32,28,26,25,24,84,66,50,1005,1002,999,8,7,5,10,2,,0.00,2,,118
2002-6-29,37,33,30,28,26,25,84,65,50,1003,1001,998,7,6,4,148,6,,0.00,2,,101
2002-6-30,40,35,30,27,24,21,75,52,35,1000,997,994,8,7,4,19,5,,0.00,2,,234
<!-- 0.196:0 -->
