
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,PrecipitationCm, CloudCover, Events,WindDirDegrees
2006-8-1,36,31,27,26,24,22,84,66,44,1002,1000,998,6,6,4,14,6,,0.00,4,Thunderstorm,94
2006-8-2,34,31,28,26,24,22,84,69,52,1003,1001,1000,6,5,4,21,11,,0.00,4,Thunderstorm,116
2006-8-3,34,30,26,25,24,23,84,73,52,1003,1002,1000,5,5,4,14,10,,0.00,3,,102
2006-8-4,31,28,26,25,24,23,89,77,62,1005,1003,1001,5,4,3,26,13,,0.00,5,,111
2006-8-5,26,26,25,24,23,22,89,86,83,1006,1004,1003,4,4,3,19,10,,0.00,7,Rain-Thunderstorm,64
2006-8-6,28,26,24,25,23,22,100,86,74,1006,1004,1002,5,4,3,16,10,,0.00,6,Rain,43
2006-8-7,30,27,24,24,23,22,94,86,66,1004,1003,1000,6,5,1,174,14,,0.00,5,Rain-Thunderstorm,68
2006-8-8,33,28,24,25,23,22,94,73,55,1003,1001,999,5,5,4,13,8,,0.00,4,Rain,84
2006-8-9,34,30,26,25,24,22,89,75,49,1002,1001,999,5,4,1,14,5,,0.00,2,Rain-Thunderstorm,306
2006-8-10,35,30,26,25,24,21,89,70,44,1002,1000,998,5,4,3,11,3,,0.00,1,,56
2006-8-11,34,29,25,25,24,22,89,73,49,1004,1001,998,6,5,2,27,8,,0.00,2,Rain-Thunderstorm,66
2006-8-12,36,31,27,25,24,21,89,65,41,1003,1001,999,7,6,4,11,5,,0.00,1,,110
2006-8-13,37,32,27,26,24,22,84,71,47,1002,1001,998,5,4,3,23,6,,0.00,5,Rain-Thunderstorm,158
2006-8-14,37,31,26,26,24,21,89,74,47,1000,998,996,7,5,3,26,6,,0.00,3,Rain-Thunderstorm,134
2006-8-15,34,29,25,25,23,21,84,73,56,1002,1000,998,6,5,4,24,11,,0.00,5,Thunderstorm,108
2006-8-16,36,31,26,25,24,23,89,69,47,1002,1001,999,5,5,4,13,5,,0.00,3,,67
2006-8-17,37,32,28,26,24,14,89,66,33,1004,1002,999,5,5,4,32,3,,0.00,4,Thunderstorm,81
2006-8-18,38,33,28,26,24,21,84,70,42,1004,1003,1000,6,4,3,26,3,,0.00,3,Thunderstorm,12
2006-8-19,35,31,27,26,25,23,89,77,56,1005,1003,1001,5,5,4,23,8,,0.00,4,,118
2006-8-20,34,30,27,25,23,22,89,71,52,1005,1003,1001,5,5,4,23,11,,0.00,4,,111
2006-8-21,35,30,26,25,24,22,89,68,49,1004,1002,1000,6,5,4,13,8,,0.00,3,,88
2006-8-22,37,32,27,28,24,22,89,66,42,1003,1001,996,6,5,4,14,5,,0.00,1,,118
2006-8-23,35,31,28,25,24,22,84,70,49,1005,1003,1001,5,5,4,16,5,,0.00,3,Rain-Thunderstorm,169
2006-8-24,36,31,27,25,24,22,84,62,44,1004,1002,1000,6,5,5,19,8,,0.00,3,Thunderstorm,239
2006-8-25,37,32,27,25,23,22,89,63,42,1005,1003,1002,7,6,4,21,8,,0.00,3,,244
2006-8-26,36,32,28,24,23,22,79,61,44,1003,1000,998,6,5,5,19,11,,0.00,2,,241
2006-8-27,35,28,22,25,23,19,88,68,49,1002,998,997,5,4,2,35,11,82,0.00,4,Rain-Thunderstorm,160
2006-8-28,26,23,21,23,21,19,100,83,74,1003,1001,996,5,4,1,27,10,,0.00,6,Rain-Thunderstorm,50
2006-8-29,33,28,23,24,22,21,89,73,52,1006,1004,1002,7,6,5,16,5,,0.00,3,,110
2006-8-30,32,28,25,24,23,22,89,75,55,1008,1006,1004,5,4,1,11,5,,0.00,4,,113
2006-8-31,31,27,24,24,22,20,89,76,58,1007,1005,1003,7,5,2,23,10,,0.00,3,Rain-Thunderstorm,85
<!-- 0.221:0 -->
